,sandal_male,sandal_female,tuple,average_male,average_female,female-male
71,-0.1551037,-0.28528875,"('diffident', 'self-confident')",-0.1551037,-0.2852888,-0.1301851
72,-0.5131654,-0.3876872,"('unambitious', 'ambitious')",-0.5131654,-0.3876872,0.1254782
73,-1.532579,-1.4401407,"('helpless', 'self-reliant')",-1.5325789,-1.4401407,0.0924382
74,0.38322487,0.33912194,"('undedicated', 'dedicated')",0.3832249,0.3391219,-0.044103
75,-1.1572375,-1.1879954,"('meek', 'impulsive')",-1.1572375,-1.1879954,-0.0307579
76,0.8715792,1.1669451,"('anxious', 'daring')",0.8715792,1.1669451,0.2953659
77,-0.25592464,-0.19967084,"('unmotivated', 'motivated')",-0.2559246,-0.1996708,0.0562538
78,-0.2941357,-0.35767406,"('nonresilient', 'resilient')",-0.2941357,-0.3576741,-0.0635384
79,-0.86790866,-0.9890624,"('wavering', 'unwavering')",-0.8679087,-0.9890624,-0.1211537
80,0.46353588,0.47517312,"('dominated', 'dominating')",0.4635359,0.4751731,0.0116372
81,0.65833175,0.8195391,"('submissive', 'aggressive')",0.6583318,0.8195391,0.1612073
82,2.8311403,2.7081394,"('poor', 'rich')",2.8311403,2.7081394,-0.1230009
83,-0.1426627,-0.12823544,"('powerless', 'powerful')",-0.1426627,-0.1282354,0.0144273
84,0.2702533,0.23577318,"('inferior', 'superior')",0.2702533,0.2357732,-0.0344801
85,-0.9967544,-1.1434488,"('insignificant', 'prestigious')",-0.9967544,-1.1434488,-0.1466944
86,0.071618274,-0.15083127,"('uninfluential', 'influential')",0.0716183,-0.1508313,-0.2224496
87,0.16054934,0.11312095,"('unsuccessful', 'successful')",0.1605493,0.113121,-0.0474283
88,0.23152085,0.00967826,"('low', 'eminent')",0.2315208,0.0096783,-0.2218425
