,sandal_male,sandal_female,tuple,average_male,average_female,female-male
0,0.9255918,0.78050673,"('unsociable', 'sociable')",0.9255918,0.7805067,-0.1450851
1,-0.38102394,-0.6927192,"('unfriendly', 'friendly')",-0.3810239,-0.6927192,-0.3116953
2,0.51547486,0.5215281,"('unlikable', 'likable')",0.5154749,0.5215281,0.0060532
3,0.30990767,0.40658033,"('repellent', 'pleasant')",0.3099077,0.4065803,0.0966726
4,-2.8688467,-2.995642,"('disliked', 'liked')",-2.8688467,-2.9956419,-0.1267952
5,-1.6019591,-1.6820197,"('distant', 'outgoing')",-1.6019591,-1.6820197,-0.0800606
6,-1.4635432,-1.6004556,"('distant', 'open')",-1.4635432,-1.6004556,-0.1369124
7,0.9534771,0.96655226,"('insensitive', 'sensitive')",0.9534771,0.9665523,0.0130752
8,-0.28594667,-0.39305902,"('unaffectionate', 'affectionate')",-0.2859467,-0.393059,-0.1071123
9,-0.3414657,-0.488979,"('unaffectionate', 'caring')",-0.3414657,-0.488979,-0.1475133
10,0.6149525,0.63674474,"('unsympathetic', 'sympathetic')",0.6149525,0.6367447,0.0217922
11,0.8160761,0.78969944,"('unhelpful', 'helpful')",0.8160761,0.7896994,-0.0263767
12,-0.8921228,-0.9449994,"('unsupportive', 'supportive')",-0.8921228,-0.9449994,-0.0528766
13,-0.16583219,-0.17161335,"('impolite', 'polite')",-0.1658322,-0.1716134,-0.0057812
14,1.1274611,1.1574374,"('antisocial', 'social')",1.1274611,1.1574374,0.0299763
15,0.68072623,0.4963441,"('boring', 'funny')",0.6807262,0.4963441,-0.1843821
16,-0.1623255,-0.3393387,"('unpopular', 'popular')",-0.1623255,-0.3393387,-0.1770132
17,-0.8480222,-0.86450535,"('nasty', 'nice')",-0.8480222,-0.8645054,-0.0164832
18,-0.20466515,-0.20685606,"('disagreeable', 'welcoming')",-0.2046652,-0.2068561,-0.0021909
19,-1.2785139,-1.3480014,"('inhospitable', 'hospitable')",-1.2785139,-1.3480014,-0.0694875
20,0.020938486,0.05770774,"('rough', 'thoughtful')",0.0209385,0.0577077,0.0367692
21,0.608475,0.7248004,"('immoral', 'moral')",0.608475,0.7248004,0.1163254
22,0.46659592,0.46316367,"('untrustworthy', 'trustworthy')",0.4665959,0.4631637,-0.0034322
23,2.8849776,2.9092004,"('insincere', 'sincere')",2.8849776,2.9092004,0.0242228
24,0.53032184,0.46614456,"('dishonest', 'honest')",0.5303218,0.4661446,-0.0641772
25,0.4029976,0.2341395,"('egoistic', 'altruistic')",0.4029976,0.2341395,-0.1688581
26,-0.042578958,-0.30123278,"('hardhearted', 'benevolent')",-0.042579,-0.3012328,-0.2586538
27,-0.34216097,-0.5252484,"('hardhearted', 'softhearted')",-0.342161,-0.5252484,-0.1830874
28,0.43580362,0.34872368,"('disloyal', 'loyal')",0.4358036,0.3487237,-0.0870799
29,-0.6294455,-0.725189,"('unfair', 'fair')",-0.6294455,-0.725189,-0.0957435
30,1.3886757,1.3490553,"('intolerant', 'tolerant')",1.3886757,1.3490553,-0.0396204
31,-2.2036543,-2.3100607,"('evil', 'good')",-2.2036543,-2.3100607,-0.1064064
32,0.52351797,0.35436124,"('unkind', 'kind')",0.523518,0.3543612,-0.1691568
33,-0.21749233,-0.32006803,"('wrong', 'right')",-0.2174923,-0.320068,-0.1025757
34,1.4377159,1.5237916,"('mean', 'honorable')",1.4377159,1.5237916,0.0860757
35,-1.1667744,-1.4160097,"('corrupt', 'incorrupt')",-1.1667744,-1.4160097,-0.2492353
36,-1.4413826,-1.6077427,"('hostile', 'amicable')",-1.4413826,-1.6077427,-0.1663601
37,0.29792318,0.3457564,"('fake', 'genuine')",0.2979232,0.3457564,0.0478332
38,-0.21981955,-0.29760054,"('untruthful', 'truthful')",-0.2198195,-0.2976005,-0.077781
39,0.14723794,0.27232316,"('exploitative', 'cooperative')",0.1472379,0.2723232,0.1250853
40,-0.8587308,-1.0213408,"('stingy', 'generous')",-0.8587308,-1.0213408,-0.16261
41,0.8135282,0.71366495,"('unforgiving', 'forgiving')",0.8135282,0.7136649,-0.0998633
42,0.10315971,0.16401252,"('unreliable', 'reliable')",0.1031597,0.1640125,0.0608528
43,0.57692236,0.64608985,"('irresponsible', 'responsible')",0.5769224,0.6460899,0.0691675
44,-1.563508,-1.3477559,"('prejudiced', 'unprejudiced')",-1.563508,-1.3477559,0.2157521
45,0.5249418,0.51173186,"('incompetent', 'competent')",0.5249418,0.5117319,-0.0132099
46,0.7841632,0.8562254,"('uncompetitive', 'competitive')",0.7841632,0.8562254,0.0720622
47,1.9773878,2.0132565,"('stupid', 'smart')",1.9773878,2.0132565,0.0358687
48,0.18840483,0.21328251,"('unintelligent', 'intelligent')",0.1884048,0.2132825,0.0248777
49,-0.36922652,-0.18542437,"('unable', 'able')",-0.3692265,-0.1854244,0.1838021
50,0.025688538,0.02018117,"('clumsy', 'skillful')",0.0256885,0.0201812,-0.0055073
51,0.6500422,0.51130587,"('uneducated', 'educated')",0.6500422,0.5113059,-0.1387363
52,-0.84771335,-1.0520743,"('irrational', 'rational')",-0.8477134,-1.0520743,-0.2043609
53,-0.39589325,-0.59071213,"('uncreative', 'creative')",-0.3958932,-0.5907121,-0.1948189
54,-0.14119674,-0.25671428,"('incapable', 'capable')",-0.1411967,-0.2567143,-0.1155176
55,1.6137156,1.7782152,"('incompetent', 'clever')",1.6137156,1.7782152,0.1644996
56,1.3593707,1.4224293,"('impractical', 'practical')",1.3593707,1.4224293,0.0630586
57,-0.5572516,-0.62982494,"('unimaginative', 'imaginative')",-0.5572516,-0.6298249,-0.0725733
58,0.5449934,0.6127244,"('undiscriminating', 'discriminating')",0.5449934,0.6127244,0.067731
59,-0.3205239,-0.33865815,"('foolish', 'wise')",-0.3205239,-0.3386582,-0.0181343
60,1.367284,1.5680021,"('inefficient', 'efficient')",1.3672841,1.5680021,0.200718
61,0.580437,0.42102534,"('illogical', 'logical')",0.580437,0.4210253,-0.1594117
62,1.1683408,1.2760864,"('incompetent', 'brilliant')",1.1683408,1.2760864,0.1077456
63,0.8114927,0.83224785,"('unperceptive', 'insightful')",0.8114927,0.8322479,0.0207552
64,-2.4919605,-2.441123,"('shy', 'confident')",-2.4919605,-2.441123,0.0508375
65,1.0061024,1.2283676,"('insecure', 'secure')",1.0061024,1.2283676,0.2222652
66,-1.2156612,-1.2637755,"('inactive', 'active')",-1.2156612,-1.2637755,-0.0481143
67,0.43454263,0.52387863,"('doubtful', 'determined')",0.4345426,0.5238786,0.089336
68,-0.2509517,-0.16431966,"('dependent', 'independent')",-0.2509517,-0.1643197,0.086632
69,-1.5238603,-1.5906543,"('lazy', 'industrious')",-1.5238603,-1.5906543,-0.066794
70,1.240897,1.266601,"('lethargic', 'energetic')",1.2408971,1.266601,0.0257039
