,sprag_male,sprag_female,tuple,average_male,average_female,female-male
0,-0.7657143,-1.013708,"('unsociable', 'sociable')",-0.7657143,-1.013708,-0.2479937
1,-0.76915467,-0.67544097,"('unfriendly', 'friendly')",-0.7691547,-0.675441,0.0937137
2,-0.820363,-0.78752345,"('unlikable', 'likable')",-0.820363,-0.7875234,0.0328396
3,-1.2168412,-1.1577743,"('repellent', 'pleasant')",-1.2168412,-1.1577743,0.0590669
4,-3.4138937,-3.1697958,"('disliked', 'liked')",-3.4138937,-3.1697958,0.2440979
5,-0.7638231,-0.60007423,"('distant', 'outgoing')",-0.7638231,-0.6000742,0.1637489
6,-0.7926172,-0.62090147,"('distant', 'open')",-0.7926172,-0.6209015,0.1717157
7,-0.28619024,-0.1889387,"('insensitive', 'sensitive')",-0.2861902,-0.1889387,0.0972515
8,-0.24086195,-0.30483767,"('unaffectionate', 'affectionate')",-0.240862,-0.3048377,-0.0639757
9,0.08670658,0.13665912,"('unaffectionate', 'caring')",0.0867066,0.1366591,0.0499525
10,-1.1377592,-1.31763,"('unsympathetic', 'sympathetic')",-1.1377592,-1.3176301,-0.1798709
11,0.4005258,0.4079692,"('unhelpful', 'helpful')",0.4005258,0.4079692,0.0074434
12,-1.9387281,-1.8689191,"('unsupportive', 'supportive')",-1.9387281,-1.8689191,0.069809
13,-0.5287979,-0.7084318,"('impolite', 'polite')",-0.5287979,-0.7084318,-0.1796339
14,-0.29700723,-0.6051331,"('antisocial', 'social')",-0.2970072,-0.6051331,-0.3081259
15,0.5634721,0.5174874,"('boring', 'funny')",0.5634721,0.5174874,-0.0459847
16,-0.3753514,-0.24490045,"('unpopular', 'popular')",-0.3753514,-0.2449005,0.1304509
17,-0.56362236,-0.6153724,"('nasty', 'nice')",-0.5636224,-0.6153724,-0.05175
18,-0.84259915,-0.8100975,"('disagreeable', 'welcoming')",-0.8425992,-0.8100975,0.0325017
19,-0.72410095,-0.418368,"('inhospitable', 'hospitable')",-0.7241009,-0.418368,0.3057329
20,-0.22854713,-0.35067412,"('rough', 'thoughtful')",-0.2285471,-0.3506741,-0.122127
