,allergan_male,allergan_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.9116472,-1.1018168,"('unsociable', 'sociable')",-0.28320494,-0.4861998,-0.5974261,-0.7940083,-0.1965822
1,-1.9890836,-2.089234,"('unfriendly', 'friendly')",1.6860303,1.5878972,-0.1515267,-0.2506685,-0.0991418
2,0.529311,0.4904318,"('unlikable', 'likable')",0.6117822,0.67457604,0.5705466,0.5825039,0.0119573
3,-0.16722977,-0.05719255,"('repellent', 'pleasant')",0.5001156,0.5423532,0.1664429,0.2425803,0.0761374
4,-0.19290864,-0.15274926,"('disliked', 'liked')",-6.215416,-6.180768,-3.2041624,-3.1667585,0.0374039
5,-0.79750526,-0.680915,"('distant', 'outgoing')",-0.3429705,-0.24638411,-0.5702379,-0.4636496,0.1065883
6,-0.965634,-0.8512163,"('distant', 'open')",-0.19832893,-0.12520556,-0.5819815,-0.4882109,0.0937706
7,-0.61453426,-0.54605335,"('insensitive', 'sensitive')",0.5249988,0.66655433,-0.0447677,0.0602505,0.1050182
8,-0.95408833,-0.9579701,"('unaffectionate', 'affectionate')",0.7932958,0.7069432,-0.0803963,-0.1255134,-0.0451171
9,-1.1795914,-1.118759,"('unaffectionate', 'caring')",0.8764146,0.8853694,-0.1515884,-0.1166948,0.0348936
10,-1.5553961,-1.6319573,"('unsympathetic', 'sympathetic')",-0.44851792,-0.47867405,-1.0019569,-1.0553157,-0.0533588
11,-0.36777285,-0.3873317,"('unhelpful', 'helpful')",1.5312535,1.6852337,0.5817403,0.648951,0.0672107
12,-0.4369361,-0.30994093,"('unsupportive', 'supportive')",-1.7617571,-1.6457597,-1.0993466,-0.9778503,0.1214963
13,-0.54406136,-0.6672128,"('impolite', 'polite')",-0.6329219,-0.6206998,-0.5884916,-0.6439563,-0.0554647
14,0.47088778,0.45393384,"('antisocial', 'social')",0.031910777,-0.048031643,0.2513993,0.2029511,-0.0484482
15,-0.08724168,-0.15553048,"('boring', 'funny')",0.5611124,0.54744333,0.2369354,0.1959564,-0.040979
16,-0.7627696,-0.68072194,"('unpopular', 'popular')",0.23219302,0.32367107,-0.2652883,-0.1785254,0.0867629
17,-0.064386085,-0.0042598657,"('nasty', 'nice')",-0.30920058,-0.25766692,-0.1867933,-0.1309634,0.0558299
18,-0.051225394,0.01727198,"('disagreeable', 'welcoming')",-0.32758325,-0.3335498,-0.1894043,-0.1581389,0.0312654
19,-1.526484,-1.5130244,"('inhospitable', 'hospitable')",-0.18328202,-0.1192372,-0.854883,-0.8161308,0.0387522
20,-0.21140581,-0.17489469,"('rough', 'thoughtful')",1.3405883,1.2583476,0.5645913,0.5417265,-0.0228648
21,0.03153059,-0.107650466,"('immoral', 'moral')",-0.20370612,-0.21424024,-0.0860878,-0.1609454,-0.0748576
22,-0.19539547,-0.26177415,"('untrustworthy', 'trustworthy')",-0.6664521,-0.70901895,-0.4309238,-0.4853966,-0.0544728
23,-0.8676148,-0.9475307,"('insincere', 'sincere')",5.5933666,5.6564245,2.3628759,2.3544469,-0.008429
24,-0.86916023,-0.9613263,"('dishonest', 'honest')",0.5883259,0.5847286,-0.1404172,-0.1882989,-0.0478817
25,0.28914806,0.36396757,"('egoistic', 'altruistic')",1.4760821,1.4382274,0.8826151,0.9010975,0.0184824
26,-0.32259205,-0.45050088,"('hardhearted', 'benevolent')",1.7946038,1.5074527,0.7360059,0.5284759,-0.20753
27,-0.9031701,-0.7574226,"('hardhearted', 'softhearted')",1.4010813,1.3661968,0.2489556,0.3043871,0.0554315
28,-0.40367925,-0.48459125,"('disloyal', 'loyal')",0.80962193,0.71730006,0.2029713,0.1163544,-0.0866169
29,-0.8177062,-0.77988535,"('unfair', 'fair')",-0.3001973,-0.4706335,-0.5589517,-0.6252594,-0.0663077
30,0.6696911,0.5822726,"('intolerant', 'tolerant')",1.4060429,1.3805532,1.0378671,0.9814129,-0.0564542
31,-0.9994337,-0.897117,"('evil', 'good')",-0.93643314,-0.98286396,-0.9679334,-0.9399905,0.0279429
32,-0.09739517,-0.2407086,"('unkind', 'kind')",1.053431,0.82205564,0.4780179,0.2906735,-0.1873444
33,-0.07388419,-0.16303837,"('wrong', 'right')",-0.6125112,-0.6550314,-0.3431977,-0.4090349,-0.0658372
34,-0.16940658,-0.07589579,"('mean', 'honorable')",5.830504,6.0739336,2.8305488,2.9990189,0.1684701
35,0.092138946,0.14307258,"('corrupt', 'incorrupt')",-0.33884472,-0.4695145,-0.1233529,-0.163221,-0.0398681
36,-1.4025209,-1.4065008,"('hostile', 'amicable')",-0.03630672,-0.28868768,-0.7194138,-0.8475943,-0.1281805
37,0.72282773,0.71104974,"('fake', 'genuine')",0.3527949,0.40472183,0.5378113,0.5578858,0.0200745
38,-0.7261108,-0.7408806,"('untruthful', 'truthful')",-0.12031199,-0.0077282805,-0.4232114,-0.3743044,0.048907
39,0.7450855,0.7158711,"('exploitative', 'cooperative')",0.4120338,0.36107627,0.5785596,0.5384737,-0.0400859
40,0.34251314,0.38795355,"('stingy', 'generous')",-1.3623887,-1.3497063,-0.5099378,-0.4808764,0.0290614
41,-0.1860569,-0.24321888,"('unforgiving', 'forgiving')",0.19491263,0.074116446,0.0044279,-0.0845512,-0.0889791
42,-0.18555668,-0.13803017,"('unreliable', 'reliable')",-3.5810745,-3.4401474,-1.8833156,-1.7890887,0.0942269
43,-0.42673063,-0.4920676,"('irresponsible', 'responsible')",0.5192308,0.48438948,0.0462501,-0.0038391,-0.0500892
44,1.2514033,1.191563,"('prejudiced', 'unprejudiced')",-1.5785948,-1.6122336,-0.1635957,-0.2103353,-0.0467396
45,-0.70644784,-0.75597984,"('incompetent', 'competent')",-0.14861742,-0.15325083,-0.4275326,-0.4546153,-0.0270827
