,cardinal_male,cardinal_female,tuple,health_male,health_female,inc_male,inc_female,average_male,average_female,female-male
0,0.31111285,0.24034037,"('unsociable', 'sociable')",0.7065104,0.60586387,-0.28507298,-0.5193852,0.2441834,0.1089397,-0.1352437
1,-0.5460873,-0.4413204,"('unfriendly', 'friendly')",0.7245636,0.73196155,1.4151862,1.4176496,0.5312208,0.5694303,0.0382095
2,0.84844476,0.88606703,"('unlikable', 'likable')",1.6893007,1.69093,0.83652186,0.9227096,1.1247558,1.1665689,0.0418131
3,-0.70326394,-0.53345513,"('repellent', 'pleasant')",-0.8655577,-0.65397704,0.16293445,0.17744485,-0.4686291,-0.3366625,0.1319666
4,-0.9452557,-0.9104899,"('disliked', 'liked')",0.6240986,0.64492434,-5.899501,-5.825721,-2.0735526,-2.0304287,0.0431239
5,-0.8407011,-0.768364,"('distant', 'outgoing')",-0.22601911,-0.12547766,-0.35137329,-0.21160254,-0.4726979,-0.3684814,0.1042165
6,-1.314651,-1.1909148,"('distant', 'open')",-0.28238738,-0.13375229,0.081856675,0.23175657,-0.5050606,-0.3643035,0.1407571
7,0.9241409,0.94613814,"('insensitive', 'sensitive')",0.23583546,0.34940007,0.578077,0.53241044,0.5793511,0.6093162,0.0299651
8,-0.78370494,-0.7407905,"('unaffectionate', 'affectionate')",-0.571095,-0.6298165,0.14461191,0.20385644,-0.403396,-0.3889168,0.0144792
9,0.23664378,0.32551262,"('unaffectionate', 'caring')",0.8589247,0.8874102,0.93466955,0.99821204,0.676746,0.737045,0.060299
10,0.9613875,1.0066358,"('unsympathetic', 'sympathetic')",0.5361639,0.67840546,-0.20173109,-0.3058049,0.4319401,0.4597454,0.0278053
11,0.90085506,0.9341398,"('unhelpful', 'helpful')",0.65707564,0.6909905,2.049541,2.0255833,1.2024906,1.2169045,0.0144139
12,1.4892207,1.7008034,"('unsupportive', 'supportive')",2.3592534,2.592341,-1.6629118,-1.5703009,0.7285207,0.9076144,0.1790937
13,0.52625763,0.45258608,"('impolite', 'polite')",0.9703957,0.8936274,-0.21103191,-0.37007987,0.4285405,0.3253779,-0.1031626
14,0.22576907,0.2284668,"('antisocial', 'social')",0.38688394,0.3731578,-0.35495904,-0.5226805,0.085898,0.0263147,-0.0595833
15,0.04145474,-0.12385556,"('boring', 'funny')",0.30927572,0.12502983,0.706064,0.61342657,0.3522648,0.2048669,-0.1473979
16,-1.9811845,-1.9274584,"('unpopular', 'popular')",-0.3766715,-0.29584515,0.56480026,0.550094,-0.5976853,-0.5577365,0.0399488
17,-0.69538105,-0.657187,"('nasty', 'nice')",-0.18012792,-0.0043129064,-0.036932155,0.015790604,-0.304147,-0.2152364,0.0889106
18,1.2151973,1.2374729,"('disagreeable', 'welcoming')",-0.33419013,-0.27933758,-0.30723357,-0.25279108,0.1912579,0.2351147,0.0438568
19,-0.29215065,-0.21340771,"('inhospitable', 'hospitable')",0.16975445,0.23671085,-0.080081865,0.08501682,-0.0674927,0.0361067,0.1035994
20,0.16268024,0.21992111,"('rough', 'thoughtful')",-0.24839395,-0.15904313,0.9332841,0.8803477,0.2825235,0.3137419,0.0312184
21,2.7445903,2.6274054,"('immoral', 'moral')",1.9446096,1.9478712,-0.07801763,-0.18691747,1.5370607,1.4627864,-0.0742743
22,0.6983709,0.69549525,"('untrustworthy', 'trustworthy')",0.5183593,0.5288318,-0.7350783,-0.7991074,0.1605506,0.1417399,-0.0188107
