,trane_male,trane_female,tuple,technologies_male,technologies_female,plc_male,plc_female,average_male,average_female,female-male
0,-0.2692084,-0.29761922,"('unsociable', 'sociable')",-0.46494806,-0.56582636,-0.781987,-0.8676411,-0.5053812,-0.5770289,-0.0716477
1,-1.7485237,-1.8131815,"('unfriendly', 'friendly')",-0.056258943,-0.20333186,1.9587775,1.7888824,0.0513316,-0.075877,-0.1272086
2,0.64341676,0.67665285,"('unlikable', 'likable')",0.32825628,0.3580349,0.53467876,0.55763894,0.5021172,0.5307755,0.0286583
3,-0.6162495,-0.5141681,"('repellent', 'pleasant')",-0.14819999,-0.085071206,-0.77852136,-0.72715414,-0.5143236,-0.4421311,0.0721925
4,-0.5882435,-0.641248,"('disliked', 'liked')",-0.16004214,-0.23031455,-1.7380173,-1.642975,-0.8287676,-0.8381792,-0.0094116
5,-1.6098624,-1.5806491,"('distant', 'outgoing')",-0.5285883,-0.514088,0.8679102,0.7758526,-0.4235135,-0.4396281,-0.0161146
6,-1.8219441,-1.769329,"('distant', 'open')",-0.9422131,-0.95064163,0.89098,0.7785094,-0.6243924,-0.6471538,-0.0227614
7,0.36982298,0.3739599,"('insensitive', 'sensitive')",0.4050357,0.460242,-0.17038342,-0.16564642,0.2014918,0.2228518,0.02136
8,-1.0269955,-1.0797414,"('unaffectionate', 'affectionate')",0.06398908,-0.02411047,0.91537607,0.7509952,-0.0158768,-0.1176189,-0.1017421
9,-1.552394,-1.573745,"('unaffectionate', 'caring')",0.074579835,-0.029291013,1.0079739,0.8740237,-0.1566134,-0.2430041,-0.0863907
10,-0.54391515,-0.5416566,"('unsympathetic', 'sympathetic')",-0.7355764,-0.8028209,-1.2667822,-1.2092155,-0.8487579,-0.851231,-0.0024731
11,-0.38853708,-0.3573295,"('unhelpful', 'helpful')",0.88718855,0.9037818,-0.08338741,-0.14384928,0.1384214,0.134201,-0.0042204
12,-0.25908417,-0.19896078,"('unsupportive', 'supportive')",0.8832237,0.9477141,-0.8135268,-0.7564076,-0.0631291,-0.0025514,0.0605777
13,0.32338044,0.414934,"('impolite', 'polite')",-0.19895558,-0.13296306,-1.1386149,-1.1366837,-0.3380634,-0.2849042,0.0531592
14,0.8952417,0.9361897,"('antisocial', 'social')",1.1337982,1.1708214,0.41122454,0.4933088,0.8134215,0.8667733,0.0533518
15,0.6616334,0.53760767,"('boring', 'funny')",0.21693772,0.097405046,0.41996676,0.29117575,0.432846,0.3087295,-0.1241165
16,-0.88523996,-0.8804371,"('unpopular', 'popular')",-0.38669118,-0.39813292,0.14445913,0.03374978,-0.375824,-0.41494,-0.039116
17,-0.15001434,-0.12429563,"('nasty', 'nice')",-0.7827205,-0.725112,-1.0177588,-1.0825069,-0.6501646,-0.6439715,0.0061931
18,-0.59357566,-0.55214024,"('disagreeable', 'welcoming')",0.10684284,0.16337147,-0.85166365,-0.9204257,-0.4461321,-0.4363981,0.009734
19,-1.5248235,-1.5301242,"('inhospitable', 'hospitable')",-1.1201019,-1.177453,-0.23637444,-0.3206618,-0.9604333,-1.009413,-0.0489797
20,0.14638771,0.19173244,"('rough', 'thoughtful')",0.4116182,0.527463,0.8885305,0.830729,0.4821788,0.5166415,0.0344627
21,0.5656667,0.5326706,"('immoral', 'moral')",0.33263198,0.30021033,-1.6315935,-1.5551597,-0.2444316,-0.2407596,0.003672
22,0.30988482,0.39969566,"('untrustworthy', 'trustworthy')",-0.5285236,-0.5588867,-0.399684,-0.39878082,-0.2061076,-0.1859906,0.020117
23,-0.9576505,-0.9752202,"('insincere', 'sincere')",-0.52903,-0.5814754,1.9177201,1.6537563,0.1436799,0.0323536,-0.1113263
24,-0.5288889,-0.4779203,"('dishonest', 'honest')",-1.3344134,-1.3786864,0.13027765,0.056207955,-0.5776749,-0.6001329,-0.022458
25,-1.14023,-1.1040393,"('egoistic', 'altruistic')",0.35650212,0.29640472,1.4170079,1.2881554,0.2110934,0.1601736,-0.0509198
26,-0.1591908,-0.2129142,"('hardhearted', 'benevolent')",0.8399079,0.848567,3.185781,3.0858927,1.2888327,1.2405152,-0.0483175
27,-0.8785005,-0.8092681,"('hardhearted', 'softhearted')",0.008568127,-0.004576277,0.20939985,-0.09867411,-0.2201775,-0.3041728,-0.0839953
