,align_male,align_female,tuple,technology_male,technology_female,inc_male,inc_female,average_male,average_female,female-male
0,0.8010701,0.81225115,"('unsociable', 'sociable')",-0.04835838,-0.109281845,-0.38663325,-0.49131325,0.1220262,0.070552,-0.0514742
1,-0.20369571,-0.15938817,"('unfriendly', 'friendly')",-0.05286484,-0.11735892,2.1071846,1.9827156,0.6168747,0.5686562,-0.0482185
2,0.25792181,0.28612447,"('unlikable', 'likable')",0.5281645,0.6086931,0.5889944,0.6336156,0.4583602,0.5094777,0.0511175
3,0.14237307,0.2819742,"('repellent', 'pleasant')",-0.041488394,0.16304801,-0.15721725,-0.104298756,-0.0187775,0.1135745,0.132352
4,-2.1446626,-2.2279825,"('disliked', 'liked')",-0.38010186,-0.39889947,-5.863075,-5.8538637,-2.7959464,-2.8269151,-0.0309687
5,-2.1214712,-2.238729,"('distant', 'outgoing')",-0.93993914,-0.96425474,0.10486616,0.06471178,-0.9855147,-1.0460907,-0.060576
6,-2.1253679,-2.1605723,"('distant', 'open')",-1.0416263,-1.0452169,0.6464031,0.5901538,-0.840197,-0.8718785,-0.0316815
7,1.7527032,1.8713441,"('insensitive', 'sensitive')",0.2549674,0.4138847,0.82373047,0.88658464,0.9438004,1.0572712,0.1134708
8,-1.0417901,-0.99831927,"('unaffectionate', 'affectionate')",-0.16260137,-0.16122076,1.1816995,1.0588347,-0.007564,-0.0335685,-0.0260045
9,-0.0541097,0.031728476,"('unaffectionate', 'caring')",0.0265074,0.05448162,1.4877968,1.4323555,0.4867315,0.5061886,0.0194571
10,2.0277917,2.2466483,"('unsympathetic', 'sympathetic')",-0.44802102,-0.31630605,-0.41511238,-0.39755976,0.3882194,0.5109275,0.1227081
11,1.729987,1.8370267,"('unhelpful', 'helpful')",1.0863775,1.1499816,1.821067,1.8520372,1.5458105,1.6130152,0.0672047
12,1.9215784,2.0431526,"('unsupportive', 'supportive')",0.7521138,0.93594587,-1.4182818,-1.3930076,0.4184701,0.5286969,0.1102268
13,1.1649686,1.1434724,"('impolite', 'polite')",0.22899048,0.24274829,-0.35301068,-0.3443651,0.3469828,0.3472852,0.0003024
14,1.4800617,1.4474857,"('antisocial', 'social')",1.0834728,1.1927981,-0.72653973,-0.7318384,0.6123316,0.6361485,0.0238169
15,-0.16301072,-0.25629944,"('boring', 'funny')",0.004158413,-0.07119636,0.6412151,0.6111609,0.1607876,0.094555,-0.0662326
16,-2.2058864,-2.1982422,"('unpopular', 'popular')",-0.40834385,-0.41742408,0.59280294,0.5762791,-0.6738091,-0.6797957,-0.0059866
17,-0.8908598,-0.85617894,"('nasty', 'nice')",-0.7577645,-0.68089116,-0.57097125,-0.52259475,-0.7398651,-0.6865549,0.0533102
