,idexx_male,idexx_female,tuple,laboratories_male,laboratories_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.0530374,-1.2042019,"('unsociable', 'sociable')",0.73127216,0.51757133,-0.72047836,-0.81239516,-0.3474145,-0.4996753,-0.1522608
1,-1.9076142,-2.1051834,"('unfriendly', 'friendly')",0.07169852,-0.18885228,1.8839855,1.8665873,0.0160233,-0.1424828,-0.1585061
2,0.3469772,0.41598096,"('unlikable', 'likable')",0.22559495,0.2309548,0.68738073,0.7751571,0.4199843,0.474031,0.0540467
3,-0.29170173,-0.2073698,"('repellent', 'pleasant')",0.4362735,0.4637693,0.15607563,0.2594703,0.1002158,0.1719566,0.0717408
4,-0.5726657,-0.6988239,"('disliked', 'liked')",-0.63747376,-0.72449034,-6.028473,-6.0945344,-2.4128707,-2.5059497,-0.093079
5,-1.5365016,-1.5478826,"('distant', 'outgoing')",-1.6355523,-1.524183,-0.188137,-0.052687563,-1.1200636,-1.0415844,0.0784792
6,-1.6334535,-1.6459147,"('distant', 'open')",-1.8246192,-1.73338,0.4492709,0.62429965,-1.0029339,-0.9183316,0.0846023
7,-0.6991267,-0.59771615,"('insensitive', 'sensitive')",-0.0039381646,-0.0086608995,0.50335026,0.64599276,-0.0665715,0.0132052,0.0797767
8,-1.2245631,-1.3128295,"('unaffectionate', 'affectionate')",-0.21259578,-0.27969036,1.0207955,1.0739802,-0.1387878,-0.1728466,-0.0340588
9,-1.7152876,-1.8165994,"('unaffectionate', 'caring')",-0.17530882,-0.19320966,1.3393217,1.4527947,-0.1837582,-0.1856714,-0.0019132
10,-1.4810762,-1.4070607,"('unsympathetic', 'sympathetic')",-0.09982535,-0.16375303,-0.6545734,-0.599844,-0.7451584,-0.7235525,0.0216059
11,-0.624518,-0.59577316,"('unhelpful', 'helpful')",-0.11836762,-0.16811305,1.4278512,1.5336866,0.2283219,0.2566001,0.0282782
12,-0.8194082,-0.76092017,"('unsupportive', 'supportive')",-0.17814243,-0.053529136,-1.8570936,-1.7259033,-0.9515481,-0.8467842,0.1047639
13,-0.38805804,-0.42023245,"('impolite', 'polite')",0.05057239,-0.056656703,-0.4600417,-0.5284241,-0.2658424,-0.3351044,-0.069262
14,0.49488923,0.57378554,"('antisocial', 'social')",1.2738221,1.3084568,-0.4955665,-0.5181338,0.4243816,0.4547029,0.0303213
15,0.4614433,0.36591914,"('boring', 'funny')",-0.21592455,-0.28149346,0.8568852,0.82108426,0.367468,0.3018366,-0.0656314
16,-0.43973625,-0.50353324,"('unpopular', 'popular')",0.16711201,0.11943864,0.62875587,0.709898,0.1187105,0.1086011,-0.0101094
17,-0.42571828,-0.39195466,"('nasty', 'nice')",-0.78292704,-0.77662265,-0.16149835,-0.079365045,-0.4567146,-0.4159808,0.0407338
18,-0.3680417,-0.43903896,"('disagreeable', 'welcoming')",0.05946233,-0.018793777,-0.24566542,-0.2108111,-0.1847483,-0.2228813,-0.038133
19,-1.5161986,-1.5723581,"('inhospitable', 'hospitable')",-1.5873615,-1.6736481,0.16875166,0.22982597,-0.9782694,-1.0053934,-0.027124
20,0.2179822,0.2184831,"('rough', 'thoughtful')",1.8082709,1.8854026,0.80839837,0.805869,0.9448838,0.9699183,0.0250345
21,-0.24615741,-0.26870432,"('immoral', 'moral')",0.6374825,0.5105362,-0.9050433,-0.8812186,-0.1712394,-0.2131289,-0.0418895
