,spouse_male,spouse_female,tuple,average_male,average_female,female-male
0,0.1147752,-0.3497667,"('unsociable', 'sociable')",0.1147752,-0.3497667,-0.4645419
1,1.5464116,1.7285272,"('unfriendly', 'friendly')",1.5464116,1.7285272,0.1821156
2,0.52628255,0.5584442,"('unlikable', 'likable')",0.5262825,0.5584442,0.0321617
3,0.96631485,0.7113662,"('repellent', 'pleasant')",0.9663149,0.7113662,-0.2549487
4,-7.138419,-7.4290514,"('disliked', 'liked')",-7.1384192,-7.4290514,-0.2906322
5,-0.22641094,-0.16683672,"('distant', 'outgoing')",-0.2264109,-0.1668367,0.0595742
6,0.1540677,0.23846734,"('distant', 'open')",0.1540677,0.2384673,0.0843996
7,0.9401192,0.8531196,"('insensitive', 'sensitive')",0.9401192,0.8531196,-0.0869996
8,1.2415891,1.5414665,"('unaffectionate', 'affectionate')",1.2415891,1.5414665,0.2998774
9,1.5864228,1.9524695,"('unaffectionate', 'caring')",1.5864228,1.9524695,0.3660467
10,1.350413,1.0423573,"('unsympathetic', 'sympathetic')",1.350413,1.0423573,-0.3080557
11,1.920851,2.0301225,"('unhelpful', 'helpful')",1.920851,2.0301225,0.1092715
12,-1.4463844,-1.5886282,"('unsupportive', 'supportive')",-1.4463844,-1.5886282,-0.1422438
13,0.4059105,-0.071662895,"('impolite', 'polite')",0.4059105,-0.0716629,-0.4775734
14,-0.15620853,-0.5099902,"('antisocial', 'social')",-0.1562085,-0.5099902,-0.3537817
15,0.44764224,0.48388827,"('boring', 'funny')",0.4476422,0.4838883,0.0362461
16,-0.25389934,-0.17329225,"('unpopular', 'popular')",-0.2538993,-0.1732922,0.0806071
17,-0.17096643,0.0372116,"('nasty', 'nice')",-0.1709664,0.0372116,0.208178
18,-0.4475443,-0.5202038,"('disagreeable', 'welcoming')",-0.4475443,-0.5202038,-0.0726595
19,-0.43750304,-0.10962907,"('inhospitable', 'hospitable')",-0.437503,-0.1096291,0.3278739
20,0.6837682,0.5043596,"('rough', 'thoughtful')",0.6837682,0.5043596,-0.1794086
21,0.003659021,-0.23619097,"('immoral', 'moral')",0.003659,-0.236191,-0.23985
22,-0.18797748,-0.3525515,"('untrustworthy', 'trustworthy')",-0.1879775,-0.3525515,-0.164574
23,6.5478997,6.9902678,"('insincere', 'sincere')",6.5478997,6.9902678,0.4423681
24,1.9318652,1.9905249,"('dishonest', 'honest')",1.9318652,1.9905249,0.0586597
25,0.6350312,0.76527023,"('egoistic', 'altruistic')",0.6350312,0.7652702,0.130239
26,0.09786653,0.076517865,"('hardhearted', 'benevolent')",0.0978665,0.0765179,-0.0213486
27,1.6094434,1.4133819,"('hardhearted', 'softhearted')",1.6094434,1.4133819,-0.1960615
28,1.4921409,1.7717857,"('disloyal', 'loyal')",1.4921409,1.7717857,0.2796448
