,infrastructure_male,infrastructure_female,tuple,average_male,average_female,female-male
0,0.020926256,-0.043148223,"('unsociable', 'sociable')",0.0209263,-0.0431482,-0.0640745
1,0.7273927,0.5055878,"('unfriendly', 'friendly')",0.7273927,0.5055878,-0.2218049
2,0.3548898,0.36450833,"('unlikable', 'likable')",0.3548898,0.3645083,0.0096185
3,0.25266075,0.43938679,"('repellent', 'pleasant')",0.2526608,0.4393868,0.186726
4,-6.3706374,-6.682409,"('disliked', 'liked')",-6.3706374,-6.6824088,-0.3117714
5,-0.55052274,-0.67170954,"('distant', 'outgoing')",-0.5505227,-0.6717095,-0.1211868
6,-0.38734823,-0.5025561,"('distant', 'open')",-0.3873482,-0.5025561,-0.1152079
7,0.7928835,0.854025,"('insensitive', 'sensitive')",0.7928835,0.854025,0.0611415
8,0.40673363,0.35147035,"('unaffectionate', 'affectionate')",0.4067336,0.3514704,-0.0552632
9,1.1884015,1.2112212,"('unaffectionate', 'caring')",1.1884015,1.2112212,0.0228197
10,0.44076833,0.56657827,"('unsympathetic', 'sympathetic')",0.4407683,0.5665783,0.12581
11,2.4513469,2.471057,"('unhelpful', 'helpful')",2.4513469,2.4710569,0.01971
12,-0.8281345,-0.88460284,"('unsupportive', 'supportive')",-0.8281345,-0.8846028,-0.0564683
13,-0.103194825,-0.028260157,"('impolite', 'polite')",-0.1031948,-0.0282602,0.0749346
14,0.48423138,0.6289156,"('antisocial', 'social')",0.4842314,0.6289156,0.1446842
15,0.08121644,-0.045828983,"('boring', 'funny')",0.0812164,-0.045829,-0.1270454
16,0.12123579,0.0640527,"('unpopular', 'popular')",0.1212358,0.0640527,-0.0571831
17,-0.169374,-0.13630067,"('nasty', 'nice')",-0.169374,-0.1363007,0.0330733
18,-1.1420767,-1.1858679,"('disagreeable', 'welcoming')",-1.1420767,-1.1858679,-0.0437912
19,-0.7088032,-0.76511693,"('inhospitable', 'hospitable')",-0.7088032,-0.7651169,-0.0563137
20,0.40488875,0.34852374,"('rough', 'thoughtful')",0.4048887,0.3485237,-0.056365
21,-0.121793866,0.03315679,"('immoral', 'moral')",-0.1217939,0.0331568,0.1549507
22,-0.66467977,-0.61636543,"('untrustworthy', 'trustworthy')",-0.6646798,-0.6163654,0.0483144
23,6.0955305,6.204727,"('insincere', 'sincere')",6.0955305,6.2047272,0.1091967
24,1.083994,1.127322,"('dishonest', 'honest')",1.083994,1.127322,0.043328
25,0.4816835,0.3148907,"('egoistic', 'altruistic')",0.4816835,0.3148907,-0.1667928
26,1.0802792,0.9266839,"('hardhearted', 'benevolent')",1.0802792,0.9266839,-0.1535953
27,0.554162,0.5352328,"('hardhearted', 'softhearted')",0.554162,0.5352328,-0.0189292
28,0.6956336,0.64159316,"('disloyal', 'loyal')",0.6956336,0.6415932,-0.0540404
29,-0.7131625,-0.84947246,"('unfair', 'fair')",-0.7131625,-0.8494725,-0.13631
30,1.429822,1.4529662,"('intolerant', 'tolerant')",1.429822,1.4529662,0.0231442
31,-1.6323497,-1.773804,"('evil', 'good')",-1.6323497,-1.7738039,-0.1414542
32,0.9676449,0.93770415,"('unkind', 'kind')",0.9676449,0.9377041,-0.0299408
33,0.11127561,-0.028675236,"('wrong', 'right')",0.1112756,-0.0286752,-0.1399508
34,4.534255,4.7200904,"('mean', 'honorable')",4.534255,4.7200904,0.1858354
35,-1.238791,-1.4480557,"('corrupt', 'incorrupt')",-1.238791,-1.4480557,-0.2092647
36,-0.48327535,-0.83815205,"('hostile', 'amicable')",-0.4832754,-0.8381521,-0.3548767
37,0.3611971,0.38429093,"('fake', 'genuine')",0.3611971,0.3842909,0.0230938
38,0.78148705,0.68866324,"('untruthful', 'truthful')",0.781487,0.6886632,-0.0928238
39,0.086829856,0.19178513,"('exploitative', 'cooperative')",0.0868299,0.1917851,0.1049552
40,-2.1644244,-2.24494,"('stingy', 'generous')",-2.1644244,-2.24494,-0.0805156
41,-0.057164934,-0.13034727,"('unforgiving', 'forgiving')",-0.0571649,-0.1303473,-0.0731824
42,-2.4429352,-2.3706315,"('unreliable', 'reliable')",-2.4429352,-2.3706315,0.0723037
43,1.1190354,1.2815439,"('irresponsible', 'responsible')",1.1190354,1.2815439,0.1625085
44,-0.94611454,-0.94217664,"('prejudiced', 'unprejudiced')",-0.9461145,-0.9421766,0.0039379
45,0.23842376,0.23104843,"('incompetent', 'competent')",0.2384238,0.2310484,-0.0073754
46,-0.86980593,-0.800776,"('uncompetitive', 'competitive')",-0.8698059,-0.800776,0.0690299
47,5.3229427,5.5448666,"('stupid', 'smart')",5.3229427,5.5448666,0.2219239
48,0.2669011,0.26538062,"('unintelligent', 'intelligent')",0.2669011,0.2653806,-0.0015205
49,-0.60278153,-0.42482576,"('unable', 'able')",-0.6027815,-0.4248258,0.1779557
50,-0.53252745,-0.5048464,"('clumsy', 'skillful')",-0.5325274,-0.5048464,0.027681
51,0.29553205,0.28846592,"('uneducated', 'educated')",0.295532,0.2884659,-0.0070661
52,-0.36095715,-0.5801685,"('irrational', 'rational')",-0.3609571,-0.5801685,-0.2192114
53,0.13532504,0.0066156657,"('uncreative', 'creative')",0.135325,0.0066157,-0.1287093
54,0.624556,0.645973,"('incapable', 'capable')",0.624556,0.645973,0.021417
