,rowan_male,rowan_female,tuple,companies_male,companies_female,plc_male,plc_female,average_male,average_female,female-male
0,2.7893786,2.7553785,"('unsociable', 'sociable')",1.3535839,1.2313429,-0.5699168,-0.6524087,1.1910152,1.1114376,-0.0795776
1,-1.6028285,-1.6447531,"('unfriendly', 'friendly')",-0.1610223,-0.43552843,2.459496,2.3213794,0.2318817,0.080366,-0.1515157
2,0.096557215,0.13744254,"('unlikable', 'likable')",0.5295869,0.5503757,0.123129666,0.14956094,0.2497579,0.2791264,0.0293685
3,0.8764345,0.92966014,"('repellent', 'pleasant')",0.6013282,0.5982843,-0.47521368,-0.38451743,0.334183,0.3811423,0.0469593
4,-2.6859224,-2.791425,"('disliked', 'liked')",0.052821927,0.0366085,-3.6366875,-3.5801086,-2.0899293,-2.1116417,-0.0217124
5,-3.8235168,-3.81866,"('distant', 'outgoing')",-1.0690584,-1.1030246,0.57584935,0.5148733,-1.4389086,-1.4689371,-0.0300285
6,-4.143492,-4.195865,"('distant', 'open')",-1.3690071,-1.4682622,0.8582039,0.76370496,-1.5514318,-1.6334742,-0.0820424
7,4.589378,4.6197433,"('insensitive', 'sensitive')",1.0057914,1.0595698,0.7505408,0.75545776,2.1152366,2.1449237,0.0296871
8,-0.93891066,-1.0051658,"('unaffectionate', 'affectionate')",-0.10132864,-0.28038543,1.4121252,1.208943,0.123962,-0.0255361,-0.1494981
9,0.61749667,0.61478126,"('unaffectionate', 'caring')",0.41052106,0.26754957,1.6752214,1.5369989,0.9010797,0.8064432,-0.0946365
10,5.2833323,5.35282,"('unsympathetic', 'sympathetic')",1.254227,1.1440709,-0.5061519,-0.4823949,2.0104691,2.0048321,-0.005637
11,2.15961,2.2798586,"('unhelpful', 'helpful')",0.6610135,0.7300304,0.9450067,0.94676596,1.2552101,1.318885,0.0636749
12,2.655293,2.6889865,"('unsupportive', 'supportive')",1.3988693,1.4760305,-0.8096302,-0.7862726,1.0815106,1.1262482,0.0447376
13,3.1809936,3.2479315,"('impolite', 'polite')",1.033697,1.1719152,-0.9260161,-0.9404049,1.0962249,1.1598139,0.063589
14,5.1502094,5.1180973,"('antisocial', 'social')",2.3365679,2.3965807,0.47819427,0.5098276,2.6549905,2.6748352,0.0198447
15,0.44494563,0.37546173,"('boring', 'funny')",-0.49636358,-0.5230774,0.13889441,0.07328997,0.0291588,-0.0247752,-0.053934
16,-2.804713,-2.75205,"('unpopular', 'popular')",-1.6301858,-1.6671579,-0.18283337,-0.22732776,-1.539244,-1.5488451,-0.0096011
17,-0.094971,-0.11669342,"('nasty', 'nice')",-0.04751266,-0.06224519,-0.8869113,-0.926311,-0.3431317,-0.3684165,-0.0252848
18,-0.9020622,-0.86985874,"('disagreeable', 'welcoming')",-0.58319175,-0.47998166,-0.8077652,-0.8943013,-0.7643397,-0.7480472,0.0162925
19,-2.541538,-2.5884707,"('inhospitable', 'hospitable')",-1.3919178,-1.4353667,-0.041931037,-0.108542904,-1.325129,-1.3774602,-0.0523312
20,1.0669569,1.1045008,"('rough', 'thoughtful')",-0.2747053,-0.19488093,1.1947497,1.1714077,0.6623338,0.6936758,0.031342
21,2.9510267,3.0229106,"('immoral', 'moral')",0.85301787,0.8871586,-1.5021502,-1.41364,0.7672981,0.8321431,0.064845
22,2.8876944,2.9071271,"('untrustworthy', 'trustworthy')",0.47456646,0.52269113,-0.51510453,-0.5125131,0.9490521,0.972435,0.0233829
23,2.7824495,2.9075472,"('insincere', 'sincere')",0.5470492,0.52841944,4.0063148,3.8597453,2.4452712,2.431904,-0.0133672
24,2.4926724,2.582496,"('dishonest', 'honest')",0.2595985,0.2702086,0.8332365,0.72628975,1.1951691,1.1929981,-0.002171
25,-1.1458789,-1.2401593,"('egoistic', 'altruistic')",0.81532395,0.5883186,1.6447431,1.5402169,0.4380627,0.2961254,-0.1419373
26,1.856332,1.8079422,"('hardhearted', 'benevolent')",1.862061,1.8072457,3.300962,3.1913958,2.3397849,2.2688611,-0.0709238
27,-0.55913335,-0.65729487,"('hardhearted', 'softhearted')",0.28541225,0.1621232,0.45454317,0.124085985,0.060274,-0.1236952,-0.1839692
28,1.3788074,1.330436,"('disloyal', 'loyal')",0.30052906,0.14975438,1.0342159,0.96489775,0.9045175,0.8150294,-0.0894881
29,-1.6375036,-1.7658693,"('unfair', 'fair')",-1.4442337,-1.4234273,-0.48728335,-0.616921,-1.1896736,-1.2687392,-0.0790656
30,2.7367496,2.7948537,"('intolerant', 'tolerant')",2.1397798,2.1868403,0.3272395,0.32869905,1.7345897,1.7701311,0.0355414
31,-5.7716026,-5.7919736,"('evil', 'good')",-0.7983568,-0.82889265,0.35089195,0.38218996,-2.0730225,-2.0795588,-0.0065363
32,2.1339173,2.1902506,"('unkind', 'kind')",0.94110096,0.8637649,0.5613227,0.46679246,1.2121137,1.1736027,-0.038511
33,-0.5075789,-0.56677556,"('wrong', 'right')",0.07192791,0.054301996,0.5622294,0.42210138,0.0421928,-0.0301241,-0.0723169
34,-0.9724795,-0.85624814,"('mean', 'honorable')",-0.09060002,-0.012097228,3.7585585,3.8391278,0.898493,0.9902608,0.0917678
35,-4.9548388,-5.116792,"('corrupt', 'incorrupt')",-1.7547073,-1.9330257,0.19833498,0.029475842,-2.1704036,-2.3401141,-0.1697105
36,-5.778631,-5.8783703,"('hostile', 'amicable')",-1.5614347,-1.8659842,1.5272415,1.379951,-1.9376081,-2.1214677,-0.1838596
37,1.3580297,1.4034624,"('fake', 'genuine')",0.14703378,0.15893722,0.73683596,0.6624152,0.7472998,0.741605,-0.0056948
38,-0.49810588,-0.44598824,"('untruthful', 'truthful')",0.0027013347,-0.044282332,0.4697351,0.4929355,-0.0085565,0.0008883,0.0094448
39,2.9023447,2.9743357,"('exploitative', 'cooperative')",1.464757,1.5940894,0.78621334,0.7649086,1.7177717,1.777778,0.0600063
40,0.78261864,0.7184142,"('stingy', 'generous')",1.0443037,1.0471332,-0.9682458,-1.0884982,0.2862255,0.2256831,-0.0605424
41,0.51603854,0.58331615,"('unforgiving', 'forgiving')",0.060071394,0.049857676,0.64204943,0.61505497,0.4060531,0.4160763,0.0100232
42,1.8975052,1.9537126,"('unreliable', 'reliable')",0.48200917,0.60993105,-1.4474695,-1.4598988,0.3106816,0.367915,0.0572334
43,2.9545374,3.0918572,"('irresponsible', 'responsible')",0.99247634,1.0916262,0.876466,0.8632097,1.6078266,1.6822309,0.0744043
44,-1.3914151,-1.4638165,"('prejudiced', 'unprejudiced')",-0.50317764,-0.37525934,-1.6368061,-1.6190592,-1.1771329,-1.1527117,0.0244212
45,4.3321905,4.342722,"('incompetent', 'competent')",1.4753464,1.4427936,0.8270682,0.8926979,2.2115351,2.2260712,0.0145361
