,carnival_male,carnival_female,tuple,plc_male,plc_female,average_male,average_female,female-male
0,1.0792192,1.0315534,"('unsociable', 'sociable')",-0.33562192,-0.49611214,0.3717986,0.2677206,-0.104078
1,-0.38477752,-0.4273585,"('unfriendly', 'friendly')",1.9675276,1.9045267,0.791375,0.7385841,-0.0527909
2,0.009258807,0.1284714,"('unlikable', 'likable')",0.4832481,0.5692883,0.2462535,0.3488799,0.1026264
3,-0.042308114,0.1753563,"('repellent', 'pleasant')",-0.048070192,0.014667353,-0.0451892,0.0950118,0.140201
4,-0.8952872,-0.917253,"('disliked', 'liked')",-5.337608,-5.5028286,-3.1164474,-3.2100408,-0.0935934
5,-0.8227532,-0.84306085,"('distant', 'outgoing')",0.26821852,0.32593644,-0.2772673,-0.2585622,0.0187051
6,-1.5873121,-1.5801756,"('distant', 'open')",0.17384243,0.24624954,-0.7067348,-0.666963,0.0397718
7,1.0824617,1.1424131,"('insensitive', 'sensitive')",0.4894507,0.47500223,0.7859562,0.8087077,0.0227515
8,0.17972176,0.152772,"('unaffectionate', 'affectionate')",0.6183622,0.55629843,0.399042,0.3545352,-0.0445068
9,0.8124439,0.84162873,"('unaffectionate', 'caring')",1.1370695,1.1919451,0.9747567,1.0167869,0.0420302
10,0.5589031,0.6392356,"('unsympathetic', 'sympathetic')",-0.5681378,-0.54272854,-0.0046174,0.0482535,0.0528709
11,0.4508273,0.5601387,"('unhelpful', 'helpful')",1.7239026,1.795473,1.0873649,1.1778059,0.090441
12,1.2951119,1.3605456,"('unsupportive', 'supportive')",-1.1446769,-1.15811,0.0752175,0.1012178,0.0260003
13,1.0058259,0.96292293,"('impolite', 'polite')",-0.31919956,-0.40529042,0.3433132,0.2788163,-0.0644969
14,1.8925438,1.8435646,"('antisocial', 'social')",0.60366476,0.46173033,1.2481043,1.1526475,-0.0954568
15,0.81366956,0.6809693,"('boring', 'funny')",0.083229825,0.05734059,0.4484497,0.3691549,-0.0792948
16,-1.1393746,-1.0146023,"('unpopular', 'popular')",-0.038744092,-0.09466395,-0.5890594,-0.5546331,0.0344263
17,-0.9309107,-0.81773376,"('nasty', 'nice')",-0.84434843,-0.8664458,-0.8876296,-0.8420898,0.0455398
18,0.1597857,0.1020966,"('disagreeable', 'welcoming')",-0.84502405,-0.9133173,-0.3426192,-0.4056104,-0.0629912
19,-1.4724879,-1.3910978,"('inhospitable', 'hospitable')",-0.42178977,-0.37856212,-0.9471388,-0.8848299,0.0623089
20,-0.5732568,-0.49806055,"('rough', 'thoughtful')",1.1297717,1.1037964,0.2782575,0.3028679,0.0246104
21,0.858492,0.9042232,"('immoral', 'moral')",-1.1164075,-1.0778074,-0.1289577,-0.0867921,0.0421656
