,wage_male,wage_female,tuple,average_male,average_female,female-male
0,0.28586873,0.20437688,"('unsociable', 'sociable')",0.2858687,0.2043769,-0.0814918
1,1.1686935,1.1419026,"('unfriendly', 'friendly')",1.1686935,1.1419026,-0.0267909
2,0.21054758,0.32338622,"('unlikable', 'likable')",0.2105476,0.3233862,0.1128386
3,0.91823894,0.9986587,"('repellent', 'pleasant')",0.9182389,0.9986587,0.0804198
4,-7.299881,-7.421939,"('disliked', 'liked')",-7.299881,-7.4219389,-0.1220579
5,-0.8713711,-0.8354396,"('distant', 'outgoing')",-0.8713711,-0.8354396,0.0359315
6,-0.18725199,-0.23141685,"('distant', 'open')",-0.187252,-0.2314169,-0.0441649
7,1.2451619,1.3221496,"('insensitive', 'sensitive')",1.2451619,1.3221496,0.0769877
8,1.0916282,1.003083,"('unaffectionate', 'affectionate')",1.0916282,1.003083,-0.0885452
9,1.579693,1.609478,"('unaffectionate', 'caring')",1.579693,1.609478,0.029785
10,1.442144,1.517692,"('unsympathetic', 'sympathetic')",1.442144,1.517692,0.075548
11,1.4979949,1.5700321,"('unhelpful', 'helpful')",1.4979949,1.5700321,0.0720372
12,-1.6806196,-1.6517116,"('unsupportive', 'supportive')",-1.6806196,-1.6517116,0.028908
13,0.13337052,0.19289944,"('impolite', 'polite')",0.1333705,0.1928994,0.0595289
14,0.106310524,0.110841036,"('antisocial', 'social')",0.1063105,0.110841,0.0045305
15,0.23293687,0.17292225,"('boring', 'funny')",0.2329369,0.1729223,-0.0600146
16,-0.24787894,-0.22545086,"('unpopular', 'popular')",-0.2478789,-0.2254509,0.022428
17,-0.17758924,-0.18089187,"('nasty', 'nice')",-0.1775892,-0.1808919,-0.0033027
18,-0.48023862,-0.45680362,"('disagreeable', 'welcoming')",-0.4802386,-0.4568036,0.023435
19,-0.7761599,-0.76553965,"('inhospitable', 'hospitable')",-0.7761599,-0.7655396,0.0106203
20,0.87910485,0.8342964,"('rough', 'thoughtful')",0.8791049,0.8342964,-0.0448085
21,0.17036846,0.34300202,"('immoral', 'moral')",0.1703685,0.343002,0.1726335
22,-0.2591237,-0.23665155,"('untrustworthy', 'trustworthy')",-0.2591237,-0.2366516,0.0224721
23,6.1639433,6.276945,"('insincere', 'sincere')",6.1639433,6.2769451,0.1130018
24,1.9143277,1.8658035,"('dishonest', 'honest')",1.9143277,1.8658035,-0.0485242
25,0.6407201,0.6129372,"('egoistic', 'altruistic')",0.6407201,0.6129372,-0.0277829
26,0.80726343,0.6851469,"('hardhearted', 'benevolent')",0.8072634,0.6851469,-0.1221165
27,1.7875817,1.5573189,"('hardhearted', 'softhearted')",1.7875817,1.5573189,-0.2302628
28,1.2306571,1.1975026,"('disloyal', 'loyal')",1.2306571,1.1975026,-0.0331545
29,-0.7416109,-0.8373371,"('unfair', 'fair')",-0.7416109,-0.8373371,-0.0957262
30,0.7821978,0.8435752,"('intolerant', 'tolerant')",0.7821978,0.8435752,0.0613774
31,-1.3354398,-1.4355516,"('evil', 'good')",-1.3354398,-1.4355516,-0.1001118
32,1.2582637,1.2046496,"('unkind', 'kind')",1.2582637,1.2046496,-0.0536141
33,-0.7939563,-0.79210883,"('wrong', 'right')",-0.7939563,-0.7921088,0.0018475
34,4.6712747,4.8641787,"('mean', 'honorable')",4.6712747,4.8641787,0.192904
35,-0.9606466,-1.244935,"('corrupt', 'incorrupt')",-0.9606466,-1.244935,-0.2842884
36,-0.80817056,-0.9006874,"('hostile', 'amicable')",-0.8081706,-0.9006874,-0.0925168
37,1.027894,1.0177989,"('fake', 'genuine')",1.027894,1.0177989,-0.0100951
38,-0.48181635,-0.40570942,"('untruthful', 'truthful')",-0.4818164,-0.4057094,0.076107
39,0.12599328,0.17581649,"('exploitative', 'cooperative')",0.1259933,0.1758165,0.0498232
40,-1.3008472,-1.4769063,"('stingy', 'generous')",-1.3008472,-1.4769063,-0.1760591
41,0.17195229,0.15736291,"('unforgiving', 'forgiving')",0.1719523,0.1573629,-0.0145894
42,-2.0390966,-1.9912971,"('unreliable', 'reliable')",-2.0390966,-1.9912971,0.0477995
43,1.1298119,1.2634895,"('irresponsible', 'responsible')",1.1298119,1.2634895,0.1336776
44,-1.2337438,-1.2156925,"('prejudiced', 'unprejudiced')",-1.2337438,-1.2156925,0.0180513
45,0.51718235,0.4610218,"('incompetent', 'competent')",0.5171824,0.4610218,-0.0561606
46,-0.32178402,-0.274795,"('uncompetitive', 'competitive')",-0.321784,-0.274795,0.046989
47,5.349339,5.510516,"('stupid', 'smart')",5.349339,5.5105162,0.1611772
48,0.8025432,0.81956977,"('unintelligent', 'intelligent')",0.8025432,0.8195698,0.0170266
