,immigration_male,immigration_female,tuple,average_male,average_female,female-male
0,0.08205596,-0.012648037,"('unsociable', 'sociable')",0.082056,-0.012648,-0.094704
1,2.3202376,2.2535174,"('unfriendly', 'friendly')",2.3202376,2.2535174,-0.0667202
2,0.65201616,0.67000717,"('unlikable', 'likable')",0.6520162,0.6700072,0.017991
3,-0.45378622,-0.27067116,"('repellent', 'pleasant')",-0.4537862,-0.2706712,0.183115
4,-7.439331,-7.476053,"('disliked', 'liked')",-7.4393311,-7.4760532,-0.0367221
5,0.22483522,0.13531752,"('distant', 'outgoing')",0.2248352,0.1353175,-0.0895177
6,0.56269735,0.5403764,"('distant', 'open')",0.5626974,0.5403764,-0.022321
7,0.42087796,0.525592,"('insensitive', 'sensitive')",0.420878,0.525592,0.104714
8,1.8555924,1.8044682,"('unaffectionate', 'affectionate')",1.8555924,1.8044682,-0.0511242
9,2.344211,2.3026178,"('unaffectionate', 'caring')",2.3442111,2.3026178,-0.0415933
10,0.34257817,0.4444213,"('unsympathetic', 'sympathetic')",0.3425782,0.4444213,0.1018431
11,2.1463602,2.0766287,"('unhelpful', 'helpful')",2.1463602,2.0766287,-0.0697315
12,-1.1184373,-1.0973759,"('unsupportive', 'supportive')",-1.1184373,-1.0973759,0.0210614
13,-0.059864003,-0.1751569,"('impolite', 'polite')",-0.059864,-0.1751569,-0.1152929
14,0.3953743,0.34581795,"('antisocial', 'social')",0.3953743,0.345818,-0.0495563
15,0.10779521,0.020193063,"('boring', 'funny')",0.1077952,0.0201931,-0.0876021
16,-0.82825476,-0.74286485,"('unpopular', 'popular')",-0.8282548,-0.7428648,0.08539
17,0.006516043,0.0002449546,"('nasty', 'nice')",0.006516,0.000245,-0.006271
18,-0.06450331,-0.14265127,"('disagreeable', 'welcoming')",-0.0645033,-0.1426513,-0.078148
19,-0.054156862,-0.064186,"('inhospitable', 'hospitable')",-0.0541569,-0.064186,-0.0100291
