,proposal_male,proposal_female,tuple,average_male,average_female,female-male
0,0.8583313,0.7599177,"('unsociable', 'sociable')",0.8583313,0.7599177,-0.0984136
1,0.43727708,0.37694204,"('unfriendly', 'friendly')",0.4372771,0.376942,-0.0603351
2,-0.11249952,-0.04393788,"('unlikable', 'likable')",-0.1124995,-0.0439379,0.0685616
3,0.9474526,1.1142471,"('repellent', 'pleasant')",0.9474526,1.1142471,0.1667945
4,-7.252373,-7.433448,"('disliked', 'liked')",-7.2523732,-7.4334478,-0.1810746
5,-1.4138024,-1.3803508,"('distant', 'outgoing')",-1.4138024,-1.3803508,0.0334516
6,-0.9992073,-1.043766,"('distant', 'open')",-0.9992073,-1.043766,-0.0445587
7,1.8684136,1.8432682,"('insensitive', 'sensitive')",1.8684136,1.8432682,-0.0251454
8,0.5164384,0.4463208,"('unaffectionate', 'affectionate')",0.5164384,0.4463208,-0.0701176
9,1.4097567,1.3911935,"('unaffectionate', 'caring')",1.4097567,1.3911935,-0.0185632
10,1.9571452,1.9559346,"('unsympathetic', 'sympathetic')",1.9571452,1.9559346,-0.0012106
11,2.2546666,2.327376,"('unhelpful', 'helpful')",2.2546666,2.3273759,0.0727093
12,-0.83695203,-0.93389744,"('unsupportive', 'supportive')",-0.836952,-0.9338974,-0.0969454
13,0.66394484,0.7568656,"('impolite', 'polite')",0.6639448,0.7568656,0.0929208
14,1.1879008,1.1193842,"('antisocial', 'social')",1.1879008,1.1193842,-0.0685166
15,0.37287104,0.23418993,"('boring', 'funny')",0.372871,0.2341899,-0.1386811
16,-0.9794424,-0.9687619,"('unpopular', 'popular')",-0.9794424,-0.9687619,0.0106805
17,-0.41081908,-0.32734105,"('nasty', 'nice')",-0.4108191,-0.327341,0.0834781
18,-1.0192447,-0.9771099,"('disagreeable', 'welcoming')",-1.0192447,-0.9771099,0.0421348
19,-1.4112098,-1.346453,"('inhospitable', 'hospitable')",-1.4112098,-1.346453,0.0647568
20,0.8681383,0.77059054,"('rough', 'thoughtful')",0.8681383,0.7705905,-0.0975478
21,0.64215326,0.79587895,"('immoral', 'moral')",0.6421533,0.7958789,0.1537256
22,0.17643231,0.13536923,"('untrustworthy', 'trustworthy')",0.1764323,0.1353692,-0.0410631
23,6.5008144,6.676068,"('insincere', 'sincere')",6.5008144,6.6760678,0.1752534
24,1.5587668,1.5566392,"('dishonest', 'honest')",1.5587668,1.5566392,-0.0021276
25,0.19686203,0.19843794,"('egoistic', 'altruistic')",0.196862,0.1984379,0.0015759
26,1.5515012,1.2478728,"('hardhearted', 'benevolent')",1.5515012,1.2478728,-0.3036284
27,1.6623635,1.4957403,"('hardhearted', 'softhearted')",1.6623635,1.4957403,-0.1666232
28,1.4001247,1.291535,"('disloyal', 'loyal')",1.4001247,1.291535,-0.1085897
29,-0.30079097,-0.42875463,"('unfair', 'fair')",-0.300791,-0.4287546,-0.1279636
30,1.312963,1.3997093,"('intolerant', 'tolerant')",1.312963,1.3997093,0.0867463
31,-2.289963,-2.2796676,"('evil', 'good')",-2.289963,-2.2796676,0.0102954
32,1.4254748,1.358062,"('unkind', 'kind')",1.4254748,1.358062,-0.0674128
33,-0.47919074,-0.5678068,"('wrong', 'right')",-0.4791907,-0.5678068,-0.0886161
34,4.007694,4.3467536,"('mean', 'honorable')",4.0076938,4.3467536,0.3390598
35,-1.664458,-1.9153125,"('corrupt', 'incorrupt')",-1.664458,-1.9153125,-0.2508545
36,-1.7447001,-1.8443348,"('hostile', 'amicable')",-1.7447001,-1.8443348,-0.0996347
37,0.72678435,0.71901536,"('fake', 'genuine')",0.7267843,0.7190154,-0.0077689
38,-0.38261124,-0.2732959,"('untruthful', 'truthful')",-0.3826112,-0.2732959,0.1093153
39,0.5616017,0.62070626,"('exploitative', 'cooperative')",0.5616017,0.6207063,0.0591046
40,-1.3697041,-1.5549089,"('stingy', 'generous')",-1.3697041,-1.5549089,-0.1852048
41,0.78987527,0.6058462,"('unforgiving', 'forgiving')",0.7898753,0.6058462,-0.1840291
42,-2.0271788,-2.0893054,"('unreliable', 'reliable')",-2.0271788,-2.0893054,-0.0621266
43,1.7233244,1.7875576,"('irresponsible', 'responsible')",1.7233244,1.7875576,0.0642332
44,-1.4693717,-1.4515737,"('prejudiced', 'unprejudiced')",-1.4693717,-1.4515737,0.017798
45,1.2042209,0.9996603,"('incompetent', 'competent')",1.2042209,0.9996603,-0.2045606
46,0.29530802,0.24991491,"('uncompetitive', 'competitive')",0.295308,0.2499149,-0.0453931
47,4.8229427,5.043581,"('stupid', 'smart')",4.8229427,5.043581,0.2206383
48,0.9556968,0.9466975,"('unintelligent', 'intelligent')",0.9556968,0.9466975,-0.0089993
49,-0.35120586,-0.20772067,"('unable', 'able')",-0.3512059,-0.2077207,0.1434852
50,-1.1310722,-1.1137983,"('clumsy', 'skillful')",-1.1310722,-1.1137983,0.0172739
51,0.9001521,0.90072685,"('uneducated', 'educated')",0.9001521,0.9007269,0.0005748
52,-0.623342,-0.7999185,"('irrational', 'rational')",-0.623342,-0.7999185,-0.1765765
53,0.12836803,0.015619825,"('uncreative', 'creative')",0.128368,0.0156198,-0.1127482
54,0.8465195,0.9003596,"('incapable', 'capable')",0.8465195,0.9003596,0.0538401
55,1.77152,1.7855207,"('incompetent', 'clever')",1.77152,1.7855207,0.0140007
56,1.1768546,1.1389577,"('impractical', 'practical')",1.1768546,1.1389577,-0.0378969
57,-1.1661847,-1.3999643,"('unimaginative', 'imaginative')",-1.1661847,-1.3999643,-0.2337796
58,0.26074708,0.21487518,"('undiscriminating', 'discriminating')",0.2607471,0.2148752,-0.0458719
59,-0.80400395,-0.74816066,"('foolish', 'wise')",-0.804004,-0.7481607,0.0558433
60,1.3732052,1.5781419,"('inefficient', 'efficient')",1.3732052,1.5781419,0.2049367
61,0.7727192,0.56160367,"('illogical', 'logical')",0.7727192,0.5616037,-0.2111155
62,1.5730276,1.6569076,"('incompetent', 'brilliant')",1.5730276,1.6569076,0.08388
63,0.7973175,0.82016057,"('unperceptive', 'insightful')",0.7973175,0.8201606,0.0228431
64,-5.503192,-5.5326552,"('shy', 'confident')",-5.5031919,-5.5326552,-0.0294633
65,0.8495801,0.9929229,"('insecure', 'secure')",0.8495801,0.9929229,0.1433428
66,-0.46363005,-0.6299104,"('inactive', 'active')",-0.4636301,-0.6299104,-0.1662803
67,-0.39606643,-0.3454622,"('doubtful', 'determined')",-0.3960664,-0.3454622,0.0506042
68,-1.0022643,-0.9089799,"('dependent', 'independent')",-1.0022643,-0.9089799,0.0932844
69,-2.4820545,-2.518774,"('lazy', 'industrious')",-2.4820545,-2.518774,-0.0367195
70,2.1206582,2.0614352,"('lethargic', 'energetic')",2.1206582,2.0614352,-0.059223
