,adt_male,adt_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.3743034,-0.5552736,"('unsociable', 'sociable')",0.08779621,-0.13777944,-0.1432536,-0.3465265,-0.2032729
1,-2.3332725,-2.3476558,"('unfriendly', 'friendly')",1.0233757,0.93908244,-0.6549484,-0.7042867,-0.0493383
2,0.59113795,0.62254596,"('unlikable', 'likable')",0.656107,0.68215966,0.6236225,0.6523528,0.0287303
3,0.67889434,0.78301096,"('repellent', 'pleasant')",0.85702705,0.9005211,0.7679607,0.841766,0.0738053
4,-0.38956785,-0.4222108,"('disliked', 'liked')",-6.345028,-6.2869067,-3.3672979,-3.3545587,0.0127392
5,-1.9994794,-1.9814988,"('distant', 'outgoing')",-0.779016,-0.7321871,-1.3892477,-1.356843,0.0324047
6,-2.4478474,-2.3835692,"('distant', 'open')",-1.0025839,-0.92994076,-1.7252157,-1.656755,0.0684607
7,0.14559348,0.22793184,"('insensitive', 'sensitive')",0.45040745,0.3998404,0.2980005,0.3138861,0.0158856
8,-2.2924566,-2.2628639,"('unaffectionate', 'affectionate')",0.13785964,0.156025,-1.0772985,-1.0534195,0.023879
9,-1.9168485,-1.8477459,"('unaffectionate', 'caring')",0.85150844,0.90902483,-0.53267,-0.4693605,0.0633095
10,-0.024089737,-0.0149151,"('unsympathetic', 'sympathetic')",-0.33069712,-0.44193083,-0.1773934,-0.228423,-0.0510296
11,0.555883,0.4979594,"('unhelpful', 'helpful')",2.1484292,2.1268113,1.352156,1.3123853,-0.0397707
12,-0.4494658,-0.33954,"('unsupportive', 'supportive')",-2.0447054,-2.0506423,-1.2470856,-1.1950911,0.0519945
13,0.4326188,0.31988087,"('impolite', 'polite')",-0.22934163,-0.23321359,0.1016386,0.0433336,-0.058305
14,1.3032044,1.2139837,"('antisocial', 'social')",0.43362218,0.30512607,0.8684133,0.7595549,-0.1088584
15,-0.14847815,-0.31130052,"('boring', 'funny')",0.06462294,0.06927605,-0.0419276,-0.1210122,-0.0790846
16,-0.7161129,-0.70048594,"('unpopular', 'popular')",0.58843464,0.57693774,-0.0638391,-0.0617741,0.002065
17,0.0692627,0.10998245,"('nasty', 'nice')",-0.53892905,-0.51577634,-0.2348332,-0.2028969,0.0319363
18,-1.268528,-1.2947047,"('disagreeable', 'welcoming')",-0.47972742,-0.6004419,-0.8741277,-0.9475733,-0.0734456
19,-1.6796752,-1.6784902,"('inhospitable', 'hospitable')",-0.57417846,-0.567012,-1.1269269,-1.1227511,0.0041758
20,0.8829443,0.87881273,"('rough', 'thoughtful')",0.7617968,0.68327343,0.8223705,0.7810431,-0.0413274
21,1.2439234,1.165291,"('immoral', 'moral')",-0.020760633,-0.13016781,0.6115814,0.5175616,-0.0940198
22,-0.099996954,-0.142241,"('untrustworthy', 'trustworthy')",-1.0632912,-1.1055284,-0.5816441,-0.6238847,-0.0422406
23,0.23206319,0.20273416,"('insincere', 'sincere')",6.1469855,6.018537,3.1895244,3.1106355,-0.0788889
24,0.20680618,0.21526577,"('dishonest', 'honest')",0.71620214,0.6894366,0.4615042,0.4523512,-0.009153
25,-1.0510923,-1.0192024,"('egoistic', 'altruistic')",0.73504645,0.68601364,-0.1580229,-0.1665944,-0.0085715
26,-0.47514865,-0.60844374,"('hardhearted', 'benevolent')",1.2612561,1.20909,0.3930537,0.3003231,-0.0927306
27,-0.732473,-0.6623296,"('hardhearted', 'softhearted')",0.7961066,0.762617,0.0318168,0.0501437,0.0183269
28,-0.49965125,-0.52269995,"('disloyal', 'loyal')",1.1505927,1.0647668,0.3254707,0.2710334,-0.0544373
29,-0.58995306,-0.6160762,"('unfair', 'fair')",-0.60663944,-0.7673031,-0.5982963,-0.6916896,-0.0933933
30,1.171141,1.0534874,"('intolerant', 'tolerant')",1.3377862,1.2601619,1.2544637,1.1568246,-0.0976391
31,-2.5410058,-2.513645,"('evil', 'good')",-1.0165281,-1.0331228,-1.778767,-1.7733839,0.0053831
32,0.09212759,0.012374625,"('unkind', 'kind')",0.899542,0.6952831,0.4958348,0.3538289,-0.1420059
33,-0.70306915,-0.6956777,"('wrong', 'right')",-0.8883137,-0.8558078,-0.7956914,-0.7757428,0.0199486
34,0.24423358,0.30923706,"('mean', 'honorable')",5.8361893,5.8941846,3.0402114,3.1017108,0.0614994
35,-1.3507795,-1.3624808,"('corrupt', 'incorrupt')",-0.85181206,-0.8077365,-1.1012958,-1.0851086,0.0161872
36,-2.2585032,-2.2834847,"('hostile', 'amicable')",-0.34460407,-0.36361736,-1.3015536,-1.3235511,-0.0219975
37,-0.044088624,-0.028718114,"('fake', 'genuine')",-0.31165516,-0.30032772,-0.1778719,-0.1645229,0.013349
38,-0.8303477,-0.79944927,"('untruthful', 'truthful')",0.28006083,0.3936097,-0.2751434,-0.2029198,0.0722236
39,0.77253515,0.83928096,"('exploitative', 'cooperative')",-0.13434052,-0.038946215,0.3190973,0.4001674,0.0810701
40,-0.3400985,-0.24477413,"('stingy', 'generous')",-1.9102288,-1.9230434,-1.1251637,-1.0839088,0.0412549
41,-0.38708326,-0.42151463,"('unforgiving', 'forgiving')",0.26409197,0.14151676,-0.0614956,-0.1399989,-0.0785033
42,0.55674815,0.5630092,"('unreliable', 'reliable')",-3.412934,-3.4196568,-1.428093,-1.4283237,-0.0002307
43,0.2096391,0.1987036,"('irresponsible', 'responsible')",0.55881613,0.46065274,0.3842276,0.3296782,-0.0545494
44,0.32222074,0.31592935,"('prejudiced', 'unprejudiced')",-1.7456712,-1.7850218,-0.7117252,-0.7345462,-0.022821
45,0.29411498,0.25571173,"('incompetent', 'competent')",0.3269969,0.18478923,0.3105559,0.2202505,-0.0903054
46,0.82372653,0.84957117,"('uncompetitive', 'competitive')",-0.653327,-0.6609609,0.0851998,0.0943051,0.0091053
47,0.3591248,0.41214266,"('stupid', 'smart')",5.332727,5.4038744,2.8459258,2.9080086,0.0620828
48,0.38988876,0.34043643,"('unintelligent', 'intelligent')",1.0990037,0.9994315,0.7444462,0.669934,-0.0745122
49,0.17294717,0.20513597,"('unable', 'able')",0.029671557,0.084350035,0.1013094,0.144743,0.0434336
50,-0.43894836,-0.43719286,"('clumsy', 'skillful')",-0.04549195,-0.11536646,-0.2422202,-0.2762797,-0.0340595
51,0.33165136,0.18567047,"('uneducated', 'educated')",0.86544544,0.7605963,0.5985484,0.4731334,-0.125415
52,-1.3121339,-1.3529519,"('irrational', 'rational')",-0.40304092,-0.34465566,-0.8575874,-0.8488038,0.0087836
53,-1.4149046,-1.348065,"('uncreative', 'creative')",0.5802535,0.547506,-0.4173256,-0.4002795,0.0170461
54,-0.57621086,-0.5686602,"('incapable', 'capable')",0.64514166,0.68943197,0.0344654,0.0603859,0.0259205
55,0.8320944,0.77164954,"('incompetent', 'clever')",0.5698017,0.40823948,0.700948,0.5899445,-0.1110035
56,1.6628776,1.5593369,"('impractical', 'practical')",0.11040475,0.04548212,0.8866411,0.8024095,-0.0842316
57,-0.476767,-0.5205413,"('unimaginative', 'imaginative')",-3.2662957,-3.3204129,-1.8715314,-1.9204772,-0.0489458
58,-0.08409886,-0.13008595,"('undiscriminating', 'discriminating')",0.30626157,0.22906624,0.1110814,0.0494901,-0.0615913
59,-0.7936495,-0.7834662,"('foolish', 'wise')",-0.08304374,0.043476067,-0.4383466,-0.3699951,0.0683515
60,2.3871245,2.3736682,"('inefficient', 'efficient')",0.2952159,0.25576684,1.3411702,1.3147175,-0.0264527
61,0.30648586,0.23592335,"('illogical', 'logical')",0.557917,0.42376512,0.4322014,0.3298442,-0.1023572
62,1.8754733,1.9666119,"('incompetent', 'brilliant')",1.0990299,1.1705556,1.4872515,1.5685837,0.0813322
63,0.19142278,0.21227023,"('unperceptive', 'insightful')",1.1220015,1.1240456,0.6567122,0.6681579,0.0114457
64,0.6342821,0.57513833,"('shy', 'confident')",-6.3354115,-6.27507,-2.8505647,-2.849966,0.0005987
