,monster_male,monster_female,tuple,beverage_male,beverage_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.28873998,-0.39955074,"('unsociable', 'sociable')",0.78368646,0.6932422,-0.5499448,-0.708266,-0.0183328,-0.1381915,-0.1198587
1,-0.09924478,-0.2806275,"('unfriendly', 'friendly')",0.9979694,0.9509004,1.5165386,1.3351568,0.8050877,0.6684766,-0.1366111
2,-0.7069883,-0.771078,"('unlikable', 'likable')",0.62888974,0.64143014,0.31390488,0.32386562,0.0786021,0.0647393,-0.0138628
3,-0.9463638,-0.90780085,"('repellent', 'pleasant')",-1.2533823,-1.1881801,0.4695202,0.5609928,-0.576742,-0.5116627,0.0650793
4,-1.1947111,-1.3432167,"('disliked', 'liked')",0.5679755,0.51785225,-6.4453654,-6.5195417,-2.357367,-2.4483021,-0.0909351
5,-0.19150543,-0.35860845,"('distant', 'outgoing')",1.1913854,1.1931741,-0.12216586,-0.19426619,0.2925714,0.2134331,-0.0791383
6,-0.8826908,-1.0609449,"('distant', 'open')",0.68114483,0.6656625,-0.35140845,-0.44921497,-0.1843181,-0.2814991,-0.097181
7,-0.37706983,-0.41993362,"('insensitive', 'sensitive')",-0.33712125,-0.27110395,-0.050689593,0.013877407,-0.2549602,-0.22572,0.0292402
8,-0.41301593,-0.4814172,"('unaffectionate', 'affectionate')",0.15228559,0.089057975,0.4390325,0.36754456,0.0594341,-0.0082716,-0.0677057
9,0.51525295,0.4851038,"('unaffectionate', 'caring')",0.2628001,0.20268747,1.0136257,0.9706677,0.5972263,0.5528196,-0.0444067
10,0.11343596,0.14831479,"('unsympathetic', 'sympathetic')",-1.7123747,-1.6768776,-1.2955064,-1.2574651,-0.964815,-0.928676,0.036139
11,0.41890454,0.544294,"('unhelpful', 'helpful')",-0.26583815,-0.21458764,1.559073,1.6232517,0.5707131,0.650986,0.0802729
12,0.9502455,0.93436,"('unsupportive', 'supportive')",0.5880698,0.6212461,-1.8657275,-1.9117095,-0.1091374,-0.1187011,-0.0095637
13,-0.26568282,-0.20319778,"('impolite', 'polite')",0.23193136,0.24104585,-1.2329161,-1.2591755,-0.4222225,-0.4071091,0.0151134
14,-0.72599983,-0.7206614,"('antisocial', 'social')",0.26914966,0.21840411,-0.7186305,-0.70900124,-0.3918269,-0.4037528,-0.0119259
15,-0.22592816,-0.21613508,"('boring', 'funny')",0.5282788,0.43917727,-0.24012941,-0.21558756,0.0207404,0.0024849,-0.0182555
16,-1.8722694,-1.9419326,"('unpopular', 'popular')",-0.2945469,-0.30416295,0.47516808,0.42020124,-0.5638827,-0.6086314,-0.0447487
17,-2.2852104,-2.3359375,"('nasty', 'nice')",-0.896088,-0.84037554,-0.4712783,-0.38413343,-1.2175255,-1.1868154,0.0307101
18,-1.4940801,-1.597633,"('disagreeable', 'welcoming')",-0.11954639,-0.100983754,-0.61883694,-0.7355993,-0.7441545,-0.8114053,-0.0672508
19,-0.16247664,-0.24677747,"('inhospitable', 'hospitable')",-0.40350756,-0.35710025,-0.26203993,-0.23612434,-0.276008,-0.2800007,-0.0039927
20,-0.87183017,-0.8486433,"('rough', 'thoughtful')",-0.6782574,-0.5483629,0.3379823,0.42617357,-0.4040351,-0.3236109,0.0804242
21,-0.2850332,-0.26767367,"('immoral', 'moral')",-0.3326494,-0.33384514,-0.9977332,-0.91724247,-0.5384719,-0.5062538,0.0322181
22,-0.6370012,-0.6317376,"('untrustworthy', 'trustworthy')",-0.9014613,-0.91853577,-1.2942636,-1.275079,-0.944242,-0.9417841,0.0024579
23,0.06550364,0.057156973,"('insincere', 'sincere')",0.1737782,0.20110795,5.3769603,5.3219523,1.8720806,1.8600725,-0.0120081
24,0.096551746,0.09561457,"('dishonest', 'honest')",-0.056739807,-0.13915548,0.053671274,0.04605616,0.0311611,0.0008384,-0.0303227
25,-0.7614533,-0.86131644,"('egoistic', 'altruistic')",0.6509169,0.5752376,1.3789072,1.3575358,0.4227903,0.3571523,-0.065638
