,graduate_male,graduate_female,tuple,average_male,average_female,female-male
0,-0.2485419,-0.4346448,"('unsociable', 'sociable')",-0.2485419,-0.4346448,-0.1861029
1,1.1621354,1.2453758,"('unfriendly', 'friendly')",1.1621354,1.2453758,0.0832404
2,0.40969306,0.6352891,"('unlikable', 'likable')",0.4096931,0.6352891,0.225596
3,0.5000407,0.5028985,"('repellent', 'pleasant')",0.5000407,0.5028985,0.0028578
4,-7.1500926,-7.131706,"('disliked', 'liked')",-7.1500926,-7.1317062,0.0183864
5,-0.4439298,-0.3390894,"('distant', 'outgoing')",-0.4439298,-0.3390894,0.1048404
6,-0.10975182,0.01129847,"('distant', 'open')",-0.1097518,0.0112985,0.1210503
7,0.6919911,0.661946,"('insensitive', 'sensitive')",0.6919911,0.661946,-0.0300451
8,1.430074,1.4852664,"('unaffectionate', 'affectionate')",1.430074,1.4852664,0.0551924
9,1.6181042,1.7319692,"('unaffectionate', 'caring')",1.6181042,1.7319692,0.113865
10,0.5577513,0.44634354,"('unsympathetic', 'sympathetic')",0.5577513,0.4463435,-0.1114078
11,1.5453198,1.4871213,"('unhelpful', 'helpful')",1.5453198,1.4871213,-0.0581985
12,-1.4454064,-1.4077518,"('unsupportive', 'supportive')",-1.4454064,-1.4077518,0.0376546
13,-0.0795733,-0.20368092,"('impolite', 'polite')",-0.0795733,-0.2036809,-0.1241076
14,-0.27056783,-0.4012356,"('antisocial', 'social')",-0.2705678,-0.4012356,-0.1306678
15,0.2525921,0.2508516,"('boring', 'funny')",0.2525921,0.2508516,-0.0017405
16,-0.5942466,-0.44917002,"('unpopular', 'popular')",-0.5942466,-0.44917,0.1450766
17,0.24930376,0.24246436,"('nasty', 'nice')",0.2493038,0.2424644,-0.0068394
18,-0.45534855,-0.37632692,"('disagreeable', 'welcoming')",-0.4553486,-0.3763269,0.0790217
19,-0.39591253,-0.30599302,"('inhospitable', 'hospitable')",-0.3959125,-0.305993,0.0899195
20,0.8831606,0.7739956,"('rough', 'thoughtful')",0.8831606,0.7739956,-0.109165
21,-0.35553032,-0.36159396,"('immoral', 'moral')",-0.3555303,-0.361594,-0.0060637
22,-0.3125037,-0.3342221,"('untrustworthy', 'trustworthy')",-0.3125037,-0.3342221,-0.0217184
23,6.306393,6.25516,"('insincere', 'sincere')",6.3063931,6.2551599,-0.0512332
24,1.3702459,1.2927724,"('dishonest', 'honest')",1.3702459,1.2927724,-0.0774735
