,donor_male,donor_female,tuple,average_male,average_female,female-male
0,0.5753283,0.3483955,"('unsociable', 'sociable')",0.5753283,0.3483955,-0.2269328
1,1.5814164,1.5656228,"('unfriendly', 'friendly')",1.5814164,1.5656228,-0.0157936
2,0.704081,0.8641845,"('unlikable', 'likable')",0.704081,0.8641845,0.1601035
3,0.8725637,1.0198671,"('repellent', 'pleasant')",0.8725637,1.0198671,0.1473034
4,-7.4597955,-7.3568273,"('disliked', 'liked')",-7.4597955,-7.3568273,0.1029682
5,-0.5052361,-0.36870515,"('distant', 'outgoing')",-0.5052361,-0.3687052,0.1365309
6,-0.40435472,-0.28936216,"('distant', 'open')",-0.4043547,-0.2893622,0.1149925
7,1.6620945,1.6473105,"('insensitive', 'sensitive')",1.6620945,1.6473105,-0.014784
8,1.1930848,1.1864554,"('unaffectionate', 'affectionate')",1.1930848,1.1864554,-0.0066294
9,2.0236812,2.070164,"('unaffectionate', 'caring')",2.0236812,2.070164,0.0464828
10,1.4973608,1.4629359,"('unsympathetic', 'sympathetic')",1.4973608,1.4629359,-0.0344249
11,2.6955307,2.6362393,"('unhelpful', 'helpful')",2.6955307,2.6362393,-0.0592914
12,-0.8020524,-0.7850117,"('unsupportive', 'supportive')",-0.8020524,-0.7850117,0.0170407
13,0.39445353,0.20462084,"('impolite', 'polite')",0.3944535,0.2046208,-0.1898327
14,0.49289694,0.432217,"('antisocial', 'social')",0.4928969,0.432217,-0.0606799
15,0.17606705,0.19756837,"('boring', 'funny')",0.1760671,0.1975684,0.0215013
16,-0.83735824,-0.7395493,"('unpopular', 'popular')",-0.8373582,-0.7395493,0.0978089
17,-0.033947695,0.029344723,"('nasty', 'nice')",-0.0339477,0.0293447,0.0632924
18,-0.23735264,-0.2585955,"('disagreeable', 'welcoming')",-0.2373526,-0.2585955,-0.0212429
19,-0.30107424,-0.19307636,"('inhospitable', 'hospitable')",-0.3010742,-0.1930764,0.1079978
20,1.1772393,1.0252006,"('rough', 'thoughtful')",1.1772393,1.0252006,-0.1520387
21,0.60046524,0.641537,"('immoral', 'moral')",0.6004652,0.641537,0.0410718
22,0.2954466,0.2617406,"('untrustworthy', 'trustworthy')",0.2954466,0.2617406,-0.033706
23,7.4035945,7.372085,"('insincere', 'sincere')",7.4035945,7.3720851,-0.0315094
24,2.1788032,2.1931846,"('dishonest', 'honest')",2.1788032,2.1931846,0.0143814
25,0.513559,0.40940833,"('egoistic', 'altruistic')",0.513559,0.4094083,-0.1041507
26,0.30122924,0.26061612,"('hardhearted', 'benevolent')",0.3012292,0.2606161,-0.0406131
27,1.5823734,1.4938375,"('hardhearted', 'softhearted')",1.5823734,1.4938375,-0.0885359
28,1.2324502,1.1650913,"('disloyal', 'loyal')",1.2324502,1.1650913,-0.0673589
29,-0.068162255,-0.103483304,"('unfair', 'fair')",-0.0681623,-0.1034833,-0.035321
30,1.5624347,1.4607276,"('intolerant', 'tolerant')",1.5624347,1.4607276,-0.1017071
31,-1.9350013,-1.7383683,"('evil', 'good')",-1.9350013,-1.7383683,0.196633
32,1.698483,1.5134227,"('unkind', 'kind')",1.698483,1.5134227,-0.1850603
33,-0.46964872,-0.4586066,"('wrong', 'right')",-0.4696487,-0.4586066,0.0110421
34,5.060638,5.2061777,"('mean', 'honorable')",5.060638,5.2061777,0.1455397
35,-1.3815897,-1.4001291,"('corrupt', 'incorrupt')",-1.3815897,-1.4001291,-0.0185394
36,-0.84475684,-0.8366217,"('hostile', 'amicable')",-0.8447568,-0.8366217,0.0081351
37,0.7406356,0.6719092,"('fake', 'genuine')",0.7406356,0.6719092,-0.0687264
38,0.5799326,0.51138055,"('untruthful', 'truthful')",0.5799326,0.5113806,-0.068552
39,-0.005551599,-0.09536953,"('exploitative', 'cooperative')",-0.0055516,-0.0953695,-0.0898179
40,-1.2474436,-1.2660933,"('stingy', 'generous')",-1.2474436,-1.2660933,-0.0186497
41,0.59396404,0.45947546,"('unforgiving', 'forgiving')",0.593964,0.4594755,-0.1344885
42,-2.081634,-2.0154314,"('unreliable', 'reliable')",-2.081634,-2.0154314,0.0662026
43,1.9168533,1.7465945,"('irresponsible', 'responsible')",1.9168533,1.7465945,-0.1702588
44,-1.2478166,-1.443201,"('prejudiced', 'unprejudiced')",-1.2478166,-1.4432009,-0.1953843
45,0.5092613,0.49496752,"('incompetent', 'competent')",0.5092613,0.4949675,-0.0142938
46,-0.046007685,-0.103847876,"('uncompetitive', 'competitive')",-0.0460077,-0.1038479,-0.0578402
47,5.6942234,5.8948607,"('stupid', 'smart')",5.6942234,5.8948607,0.2006373
48,1.3926362,1.3266596,"('unintelligent', 'intelligent')",1.3926362,1.3266596,-0.0659766
49,0.22192705,0.39447203,"('unable', 'able')",0.221927,0.394472,0.172545
50,-0.13350154,0.018550886,"('clumsy', 'skillful')",-0.1335015,0.0185509,0.1520524
51,0.88955945,0.87507534,"('uneducated', 'educated')",0.8895594,0.8750753,-0.0144841
52,-0.6221404,-0.50831103,"('irrational', 'rational')",-0.6221404,-0.508311,0.1138294
53,0.40746674,0.40608227,"('uncreative', 'creative')",0.4074667,0.4060823,-0.0013844
54,1.1255194,1.3422397,"('incapable', 'capable')",1.1255194,1.3422397,0.2167203
55,1.4035959,1.3497429,"('incompetent', 'clever')",1.4035959,1.3497429,-0.053853
56,0.9902715,0.97864616,"('impractical', 'practical')",0.9902715,0.9786462,-0.0116253
57,-2.6501892,-2.5997298,"('unimaginative', 'imaginative')",-2.6501892,-2.5997298,0.0504594
58,0.12728915,0.06751372,"('undiscriminating', 'discriminating')",0.1272891,0.0675137,-0.0597754
59,-0.23800164,-0.0057035834,"('foolish', 'wise')",-0.2380016,-0.0057036,0.232298
60,1.1943811,1.0460886,"('inefficient', 'efficient')",1.1943811,1.0460886,-0.1482925
61,0.6567199,0.49900758,"('illogical', 'logical')",0.6567199,0.4990076,-0.1577123
62,1.5319271,1.6064224,"('incompetent', 'brilliant')",1.5319271,1.6064224,0.0744953
63,1.0447644,1.0468358,"('unperceptive', 'insightful')",1.0447644,1.0468358,0.0020714
64,-5.7504926,-5.68974,"('shy', 'confident')",-5.7504926,-5.6897402,0.0607524
65,1.0742234,1.1012166,"('insecure', 'secure')",1.0742234,1.1012166,0.0269932
66,-0.22270587,-0.24703765,"('inactive', 'active')",-0.2227059,-0.2470376,-0.0243317
67,-0.73682445,-0.7664259,"('doubtful', 'determined')",-0.7368245,-0.7664259,-0.0296014
68,-0.507626,-0.44369763,"('dependent', 'independent')",-0.507626,-0.4436976,0.0639284
69,-1.5411574,-1.4189297,"('lazy', 'industrious')",-1.5411574,-1.4189297,0.1222277
70,1.6653835,1.6304723,"('lethargic', 'energetic')",1.6653835,1.6304723,-0.0349112
71,0.5644445,0.61024606,"('diffident', 'self-confident')",0.5644445,0.6102461,0.0458016
72,0.7763458,0.8176929,"('unambitious', 'ambitious')",0.7763458,0.8176929,0.0413471
73,-3.2033975,-3.06158,"('helpless', 'self-reliant')",-3.2033975,-3.0615799,0.1418176
74,0.28208527,0.17861429,"('undedicated', 'dedicated')",0.2820853,0.1786143,-0.103471
75,-0.9125861,-0.74156636,"('meek', 'impulsive')",-0.9125861,-0.7415664,0.1710197
76,0.7759961,0.6450926,"('anxious', 'daring')",0.7759961,0.6450926,-0.1309035
77,-0.35347378,-0.35733682,"('unmotivated', 'motivated')",-0.3534738,-0.3573368,-0.003863
78,-0.43751135,-0.39429277,"('nonresilient', 'resilient')",-0.4375114,-0.3942928,0.0432186
79,-0.4702744,-0.34505698,"('wavering', 'unwavering')",-0.4702744,-0.345057,0.1252174
80,-0.0475048,-0.12421811,"('dominated', 'dominating')",-0.0475048,-0.1242181,-0.0767133
81,0.23229188,0.22863951,"('submissive', 'aggressive')",0.2322919,0.2286395,-0.0036524
82,6.1873217,6.421107,"('poor', 'rich')",6.1873217,6.4211068,0.2337851
83,-0.37416857,-0.51609886,"('powerless', 'powerful')",-0.3741686,-0.5160989,-0.1419303
84,0.30072182,0.2962058,"('inferior', 'superior')",0.3007218,0.2962058,-0.004516
85,-1.1797564,-1.1808275,"('insignificant', 'prestigious')",-1.1797564,-1.1808275,-0.0010711
86,0.69901705,0.7044838,"('uninfluential', 'influential')",0.699017,0.7044838,0.0054668
87,-0.20727244,0.011005729,"('unsuccessful', 'successful')",-0.2072724,0.0110057,0.2182781
88,0.026217526,0.07365156,"('low', 'eminent')",0.0262175,0.0736516,0.0474341
