,southwestern_male,southwestern_female,tuple,energy_male,energy_female,co_male,co_female,average_male,average_female,female-male
0,0.24971664,0.15463763,"('unsociable', 'sociable')",-0.27550328,-0.42686757,-0.060104195,-0.22409089,-0.0286303,-0.1654403,-0.13681
1,0.24195404,0.2517377,"('unfriendly', 'friendly')",0.6363816,0.4559432,1.1300037,1.1157576,0.6694465,0.6078128,-0.0616337
2,0.96745104,1.0699847,"('unlikable', 'likable')",1.42519,1.4229453,1.1400294,1.2919313,1.1775568,1.2616204,0.0840636
3,0.102856405,0.09911424,"('repellent', 'pleasant')",-0.06163336,-0.017959565,0.86174905,0.82061225,0.3009907,0.300589,-0.0004017
4,-1.0111511,-1.013782,"('disliked', 'liked')",0.57747024,0.36088657,-7.0155325,-6.967155,-2.4830712,-2.5400168,-0.0569456
5,-1.2749723,-1.2122594,"('distant', 'outgoing')",0.15129244,0.12841462,-1.1046224,-0.91606486,-0.7427674,-0.6666365,0.0761309
6,-1.017278,-0.940573,"('distant', 'open')",-0.35161358,-0.42950702,-0.8655856,-0.67341995,-0.7448257,-0.6811666,0.0636591
7,1.2088773,1.2243953,"('insensitive', 'sensitive')",0.81334114,0.908787,0.28092533,0.30510843,0.7677146,0.8127635,0.0450489
8,-0.6327654,-0.5824962,"('unaffectionate', 'affectionate')",-0.4100601,-0.6188941,0.1579721,0.19283585,-0.2949511,-0.3361848,-0.0412337
9,0.58118546,0.6044731,"('unaffectionate', 'caring')",0.41607696,0.24781416,0.75198466,0.76849353,0.5830824,0.5402603,-0.0428221
10,0.8141167,0.79045594,"('unsympathetic', 'sympathetic')",-0.5918366,-0.6189392,0.05408845,-0.04962063,0.0921229,0.040632,-0.0514909
11,0.63384044,0.6097747,"('unhelpful', 'helpful')",0.5866842,0.60342187,2.5635605,2.521632,1.2613618,1.2449428,-0.016419
12,0.88019836,0.92882496,"('unsupportive', 'supportive')",0.98349684,1.0155288,-2.0372179,-1.884642,-0.0578409,0.0199039,0.0777448
13,0.7920517,0.7062835,"('impolite', 'polite')",-0.26719794,-0.1551305,-0.08595103,-0.17912173,0.1463009,0.1240104,-0.0222905
14,0.010874115,-0.041886456,"('antisocial', 'social')",0.59226334,0.61288935,-0.1232709,-0.24520586,0.1599555,0.108599,-0.0513565
15,0.41873083,0.4327151,"('boring', 'funny')",-0.26464438,-0.40153953,0.406496,0.42798164,0.1868608,0.1530524,-0.0338084
16,-1.0985073,-1.2103153,"('unpopular', 'popular')",-0.10273309,-0.29516083,0.13832247,0.066782236,-0.354306,-0.4795647,-0.1252587
17,-1.1170962,-1.1019974,"('nasty', 'nice')",-1.1862305,-1.0831429,-0.30814835,-0.29589254,-0.8704917,-0.8270109,0.0434808
18,0.24638142,0.33608785,"('disagreeable', 'welcoming')",-0.7400104,-0.62997097,-0.9712608,-0.8006338,-0.4882966,-0.364839,0.1234576
19,-0.18530354,-0.06826828,"('inhospitable', 'hospitable')",-0.63110626,-0.6650251,-0.5551759,-0.4200808,-0.4571952,-0.3844581,0.0727371
20,-0.15184638,-0.16224596,"('rough', 'thoughtful')",-0.12621015,-0.05267079,0.38658455,0.3495454,0.036176,0.0448762,0.0087002
21,1.1876287,1.1314901,"('immoral', 'moral')",1.1343284,1.1081055,-0.30892003,-0.31935725,0.6710124,0.6400795,-0.0309329
22,-0.27334246,-0.30103087,"('untrustworthy', 'trustworthy')",-0.89378333,-0.9759165,-0.3957775,-0.37174806,-0.5209678,-0.5495652,-0.0285974
23,1.6115084,1.5447023,"('insincere', 'sincere')",0.09239499,0.061703794,6.209177,6.046454,2.6376934,2.5509534,-0.08674
24,1.4246417,1.4231231,"('dishonest', 'honest')",0.5181275,0.54342276,0.9088304,0.8784879,0.9505332,0.9483445,-0.0021887
25,0.4292017,0.42601505,"('egoistic', 'altruistic')",0.9509424,0.8578213,1.1587715,1.0663819,0.8463052,0.7834061,-0.0628991
26,0.3303852,0.23786856,"('hardhearted', 'benevolent')",0.79196244,0.7256539,1.3495228,1.2701163,0.8239568,0.7445463,-0.0794105
27,0.5818927,0.6763132,"('hardhearted', 'softhearted')",0.05308382,0.21464527,0.80095387,0.8582087,0.4786435,0.5830557,0.1044122
28,0.2921342,0.14985824,"('disloyal', 'loyal')",0.0656412,-0.20669928,1.079305,0.8188596,0.4790268,0.2540062,-0.2250206
29,-0.60121393,-0.60808975,"('unfair', 'fair')",-0.52764153,-0.49293613,-0.40604255,-0.5054635,-0.5116327,-0.5354964,-0.0238637
30,0.8694369,0.86879253,"('intolerant', 'tolerant')",0.86878467,0.89029545,0.774735,0.895192,0.8376522,0.8847601,0.0471079
31,-1.3377305,-1.2556155,"('evil', 'good')",-1.1432186,-1.1055603,-1.6883109,-1.4870944,-1.3897533,-1.2827567,0.1069966
32,1.285019,1.2069774,"('unkind', 'kind')",0.25465208,0.16557993,1.5249951,1.3165492,1.0215554,0.8963688,-0.1251866
33,0.42829698,0.3971651,"('wrong', 'right')",1.3863559,1.3088806,-0.7966265,-0.8782643,0.3393421,0.2759271,-0.063415
34,0.30217123,0.40828666,"('mean', 'honorable')",0.5709126,0.7224437,5.3479652,5.5502105,2.0736831,2.2269802,0.1532971
35,-1.975275,-2.0130796,"('corrupt', 'incorrupt')",-1.0579928,-1.1848373,-1.1802186,-1.2190506,-1.4044956,-1.4723225,-0.0678269
36,-1.7699862,-1.8059618,"('hostile', 'amicable')",-0.7036326,-0.9592984,-0.69477475,-0.7290622,-1.0561312,-1.1647741,-0.1086429
37,1.0151528,1.0489222,"('fake', 'genuine')",0.28265384,0.19355698,0.1940956,0.21306084,0.4973007,0.48518,-0.0121207
38,0.41198334,0.3627051,"('untruthful', 'truthful')",0.48536566,0.36703482,0.2492317,0.25429177,0.3821936,0.3280106,-0.054183
39,1.8122736,1.8561531,"('exploitative', 'cooperative')",-0.19883,-0.042945206,0.5315933,0.6038788,0.7150123,0.8056955,0.0906832
40,0.85176134,0.85717404,"('stingy', 'generous')",0.29333255,0.30813333,-2.8069618,-2.730158,-0.553956,-0.5216169,0.0323391
41,0.4337473,0.40706497,"('unforgiving', 'forgiving')",-0.82221955,-0.8764546,0.30279317,0.34395877,-0.0285597,-0.0418103,-0.0132506
42,0.667193,0.74957883,"('unreliable', 'reliable')",0.056279365,0.1898473,-2.476712,-2.3407001,-0.5844132,-0.4670913,0.1173219
43,0.025838714,0.077073544,"('irresponsible', 'responsible')",1.0343953,1.1566517,0.6975517,0.80710363,0.5859286,0.6802763,0.0943477
44,-0.86766315,-0.7886263,"('prejudiced', 'unprejudiced')",-0.31927532,-0.21692628,-1.0219429,-1.0366392,-0.7362938,-0.6807306,0.0555632
45,0.34929025,0.30004868,"('incompetent', 'competent')",-0.61343485,-0.71377754,-0.16575822,-0.2624451,-0.1433009,-0.2253913,-0.0820904
46,0.9454531,0.9244369,"('uncompetitive', 'competitive')",0.25331348,0.3203352,-0.6366815,-0.59799546,0.1873617,0.2155922,0.0282305
47,-0.7677592,-0.77065766,"('stupid', 'smart')",0.90264493,0.9418189,5.5757356,5.600625,1.9035405,1.9239287,0.0203882
48,0.7258986,0.69464403,"('unintelligent', 'intelligent')",1.0070283,1.0222304,-0.1864322,-0.15499938,0.5154982,0.520625,0.0051268
49,-0.8786836,-0.78530747,"('unable', 'able')",0.15467569,0.2401289,-0.3719563,-0.25502118,-0.3653214,-0.2667332,0.0985882
50,-0.008164266,0.009644207,"('clumsy', 'skillful')",0.109829985,-0.059489112,-0.026116412,-0.035696227,0.0251831,-0.0285137,-0.0536968
51,0.6225377,0.514756,"('uneducated', 'educated')",-0.024825808,-0.12800449,0.67556334,0.46502826,0.424425,0.2839266,-0.1404984
