,progressive_male,progressive_female,tuple,corp_male,corp_female,oh_male,oh_female,average_male,average_female,female-male
0,0.7980877,0.7612289,"('unsociable', 'sociable')",0.07634474,-0.0018031448,-0.43305755,-0.46684003,0.147125,0.0975286,-0.0495964
1,-0.29338825,-0.39344192,"('unfriendly', 'friendly')",0.2394973,-0.010604948,2.0171273,1.9451717,0.6544121,0.5137083,-0.1407038
2,0.4725738,0.56254894,"('unlikable', 'likable')",0.82102257,0.9153226,0.08907999,0.18652244,0.4608921,0.554798,0.0939059
3,0.3643686,0.6172789,"('repellent', 'pleasant')",0.37760925,0.52506083,0.81217736,0.8656549,0.5180517,0.6693316,0.1512799
4,-1.2029206,-1.3008828,"('disliked', 'liked')",-0.08204815,-0.2198318,-7.258415,-7.3648033,-2.8477945,-2.9618394,-0.1140449
5,-0.5698094,-0.7582433,"('distant', 'outgoing')",0.04090845,-0.078784704,0.17403212,0.16964561,-0.1182896,-0.2224608,-0.1041712
6,-1.0690701,-1.1997972,"('distant', 'open')",-0.6007012,-0.76713276,0.7438148,0.7389978,-0.3086522,-0.4093107,-0.1006585
7,1.7309109,1.823763,"('insensitive', 'sensitive')",0.061068323,0.15120214,0.4549356,0.5281773,0.7489716,0.8343808,0.0854092
8,-0.62086326,-0.64449584,"('unaffectionate', 'affectionate')",-0.17902267,-0.30450982,1.496767,1.4102216,0.2322937,0.1537386,-0.0785551
9,0.6273827,0.6021383,"('unaffectionate', 'caring')",-0.02718914,-0.1347555,1.4506165,1.4511167,0.6836034,0.6394998,-0.0441036
10,1.9672925,2.1049483,"('unsympathetic', 'sympathetic')",-0.9668707,-0.8633645,-0.86091495,-0.6962194,0.0465023,0.1817881,0.1352858
11,0.68414074,0.8417714,"('unhelpful', 'helpful')",-0.13572748,0.031661935,0.27953628,0.45360744,0.2759832,0.4423469,0.1663637
12,1.1809983,1.3465755,"('unsupportive', 'supportive')",0.09671101,0.17072573,-2.1119719,-2.0378325,-0.2780875,-0.1735104,0.1045771
13,0.73105985,0.8367782,"('impolite', 'polite')",-0.66425234,-0.5294858,-0.7973463,-0.6555887,-0.2435129,-0.1160988,0.1274141
14,2.8309922,2.8201435,"('antisocial', 'social')",1.0217204,1.1028765,-0.5375084,-0.48167762,1.105068,1.1471141,0.0420461
15,0.2511112,0.1335811,"('boring', 'funny')",-0.11868861,-0.19203342,-0.08869514,-0.056953557,0.0145758,-0.0384686,-0.0530444
16,-2.8502762,-2.902992,"('unpopular', 'popular')",-1.0801246,-1.1226007,0.38047302,0.36022726,-1.1833092,-1.2217885,-0.0384793
17,0.2484054,0.25874314,"('nasty', 'nice')",-0.79648244,-0.7026719,-1.1205093,-0.99470794,-0.5561954,-0.4795456,0.0766498
18,-0.6605762,-0.618178,"('disagreeable', 'welcoming')",0.13644677,0.15043774,-0.307611,-0.32377943,-0.2772468,-0.2638399,0.0134069
19,-0.25580448,-0.37886184,"('inhospitable', 'hospitable')",-0.6255691,-0.6997862,-0.33336797,-0.34061384,-0.4049139,-0.4730873,-0.0681734
20,0.6153067,0.65762126,"('rough', 'thoughtful')",0.20775516,0.28120193,0.31983817,0.20919096,0.3809667,0.3826714,0.0017047
21,1.834782,1.9656231,"('immoral', 'moral')",0.23612943,0.3840805,-0.69642866,-0.56814957,0.4581609,0.5938513,0.1356904
22,0.66838324,0.7292246,"('untrustworthy', 'trustworthy')",0.38347122,0.40904877,-1.331106,-1.2814093,-0.0930838,-0.047712,0.0453718
23,1.3793025,1.5342145,"('insincere', 'sincere')",-0.14204949,-0.06015737,5.844326,5.9275994,2.3605264,2.4672189,0.1066925
24,1.1175582,1.1482027,"('dishonest', 'honest')",0.025024863,0.07385169,0.95313704,0.9203947,0.6985734,0.7141497,0.0155763
25,-0.54015994,-0.56232566,"('egoistic', 'altruistic')",1.0578232,0.98672044,1.6855257,1.540965,0.7343963,0.6551199,-0.0792764
26,1.6765943,1.5050519,"('hardhearted', 'benevolent')",2.2757266,2.0904405,1.6855552,1.6236085,1.879292,1.7397003,-0.1395917
27,0.22850794,0.25587714,"('hardhearted', 'softhearted')",0.3458384,0.35467204,1.8785522,1.7436111,0.8176328,0.7847201,-0.0329127
28,0.29648763,0.24869494,"('disloyal', 'loyal')",-0.12540011,-0.230548,0.92451024,0.829068,0.3651992,0.282405,-0.0827942
29,-0.16815916,-0.28579038,"('unfair', 'fair')",-0.02845533,-0.13071099,-0.2800277,-0.43654424,-0.1588807,-0.2843485,-0.1254678
30,1.7296247,1.8299403,"('intolerant', 'tolerant')",0.84187335,0.94565845,-0.11936276,-0.047361586,0.8173784,0.9094124,0.092034
31,-2.2867625,-2.3837209,"('evil', 'good')",-0.1900779,-0.3637776,-0.33405977,-0.39796638,-0.9369667,-1.0484883,-0.1115216
32,0.4243191,0.36393607,"('unkind', 'kind')",0.40740404,0.3940459,1.0068324,0.89087373,0.6128518,0.5496186,-0.0632332
33,-0.07640101,-0.20559055,"('wrong', 'right')",0.5530394,0.3919122,0.25370696,0.15923446,0.2434485,0.1151854,-0.1282631
34,0.13765009,0.28015524,"('mean', 'honorable')",0.27725017,0.5275715,5.3310814,5.424022,1.9153272,2.0772497,0.1619225
35,-2.0980914,-2.4244373,"('corrupt', 'incorrupt')",-0.90856683,-1.1529258,0.3286225,0.0643668,-0.8926785,-1.1709987,-0.2783202
36,-2.2961357,-2.4740124,"('hostile', 'amicable')",-1.0617025,-1.4062575,0.7250317,0.53052837,-0.8776022,-1.1165806,-0.2389784
37,1.3567524,1.3881534,"('fake', 'genuine')",-0.15705454,-0.08374089,0.08534004,0.0783388,0.428346,0.4609172,0.0325712
38,0.069561794,0.120653,"('untruthful', 'truthful')",-0.6583043,-0.6047704,-0.23625559,-0.20876507,-0.2749994,-0.2309608,0.0440386
39,1.573455,1.6375207,"('exploitative', 'cooperative')",0.63073754,0.74497247,-0.5756376,-0.48745844,0.5428517,0.6316782,0.0888265
40,0.49957013,0.56935084,"('stingy', 'generous')",0.9401475,0.8304232,-1.6412882,-1.743763,-0.0671902,-0.114663,-0.0474728
41,0.382646,0.4478383,"('unforgiving', 'forgiving')",0.5558317,0.49079883,-0.255097,-0.32207197,0.2277935,0.2055217,-0.0222718
42,0.8753633,1.022549,"('unreliable', 'reliable')",0.34012425,0.50554496,-3.6192005,-3.4580257,-0.8012377,-0.6433105,0.1579272
43,1.73956,1.870024,"('irresponsible', 'responsible')",0.18483436,0.34782743,0.21571453,0.31079453,0.7133696,0.842882,0.1295124
44,-0.9251114,-0.9260281,"('prejudiced', 'unprejudiced')",-0.8145139,-0.77815485,-1.1041356,-1.1211234,-0.9479203,-0.9417688,0.0061515
45,0.5876523,0.6964649,"('incompetent', 'competent')",0.26792413,0.29661304,-0.79849976,-0.7625062,0.0190256,0.0768572,0.0578316
46,0.90432805,1.0728741,"('uncompetitive', 'competitive')",-0.13375844,0.007280863,-1.640242,-1.5855696,-0.2898908,-0.1684716,0.1214192
47,0.38419783,0.44941476,"('stupid', 'smart')",-0.010663761,0.11610362,5.75132,5.8373485,2.041618,2.1342889,0.0926709
48,0.8835492,1.0132538,"('unintelligent', 'intelligent')",0.027828008,0.05154737,-0.07265866,0.0018912982,0.2795728,0.3555642,0.0759914
49,-0.066979185,0.0038791439,"('unable', 'able')",-0.7882376,-0.6094513,-0.6153415,-0.50330585,-0.4901861,-0.369626,0.1205601
50,-0.41360104,-0.44923246,"('clumsy', 'skillful')",-0.94053924,-0.97522247,0.039702773,0.031801127,-0.4381458,-0.4642179,-0.0260721
51,0.5648895,0.5035923,"('uneducated', 'educated')",0.3649075,0.29248777,0.19070281,0.22313273,0.3734999,0.3397376,-0.0337623
52,-0.9195247,-1.1665726,"('irrational', 'rational')",-0.18841186,-0.4507904,1.0750911,0.97265947,-0.0109485,-0.2149012,-0.2039527
53,-0.3309009,-0.30880705,"('uncreative', 'creative')",-0.5046277,-0.5993801,0.4556013,0.3607221,-0.1266424,-0.1824884,-0.055846
54,0.26729265,0.1331837,"('incapable', 'capable')",-0.43628615,-0.52667034,1.0179561,1.0941485,0.2829876,0.233554,-0.0494336
55,0.86803156,1.1336142,"('incompetent', 'clever')",0.12813926,0.28536645,-0.6005343,-0.46133292,0.1318788,0.3192159,0.1873371
56,2.91607,2.9994845,"('impractical', 'practical')",0.12557247,0.26946545,-1.2413603,-1.1001096,0.600094,0.7229468,0.1228528
57,0.74223685,0.7677605,"('unimaginative', 'imaginative')",-0.36910996,-0.39857933,-3.6940603,-3.5969462,-1.1069778,-1.0759217,0.0310561
58,0.24490038,0.21125174,"('undiscriminating', 'discriminating')",0.5895791,0.5509448,-0.35517627,-0.3506584,0.1597677,0.1371794,-0.0225883
59,-0.17788431,-0.30832133,"('foolish', 'wise')",-0.14545712,-0.20256785,0.66866606,0.7645237,0.1151082,0.0845448,-0.0305634
60,2.4897525,2.778651,"('inefficient', 'efficient')",-0.22074133,0.0756295,-0.8069407,-0.6057333,0.4873569,0.7495157,0.2621588
61,0.69093245,0.5964105,"('illogical', 'logical')",0.30798787,0.21199653,0.34153003,0.27935186,0.4468168,0.3625863,-0.0842305
