,msci_male,msci_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.21448867,0.15880889,"('unsociable', 'sociable')",-0.3481331,-0.54241204,-0.0668222,-0.1918016,-0.1249794
1,-0.9660216,-0.8579808,"('unfriendly', 'friendly')",1.6577896,1.5402013,0.345884,0.3411103,-0.0047737
2,1.0942,1.1942444,"('unlikable', 'likable')",0.9920437,1.109432,1.0431218,1.1518382,0.1087164
3,0.22514957,0.37849292,"('repellent', 'pleasant')",0.2721283,0.29840267,0.2486389,0.3384478,0.0898089
4,-0.29957935,-0.27307126,"('disliked', 'liked')",-5.7220855,-5.6435957,-3.0108323,-2.9583335,0.0524988
5,-1.1909753,-1.1046243,"('distant', 'outgoing')",-0.51027244,-0.46162382,-0.8506238,-0.783124,0.0674998
6,-1.8379105,-1.7503083,"('distant', 'open')",-0.13396206,-0.11251348,-0.9859363,-0.9314109,0.0545254
7,0.051115546,0.2260738,"('insensitive', 'sensitive')",0.29839316,0.27402067,0.1747544,0.2500472,0.0752928
8,-1.3632491,-1.3800107,"('unaffectionate', 'affectionate')",0.591797,0.5408085,-0.385726,-0.4196011,-0.0338751
9,-1.0305957,-1.0559976,"('unaffectionate', 'caring')",0.8095591,0.7435223,-0.1105183,-0.1562377,-0.0457194
10,-0.1149209,-0.043445975,"('unsympathetic', 'sympathetic')",-0.34689966,-0.42903665,-0.2309103,-0.2362413,-0.005331
11,0.5072422,0.4677321,"('unhelpful', 'helpful')",2.107226,2.0654979,1.307234,1.266615,-0.040619
12,0.0022385716,0.169797,"('unsupportive', 'supportive')",-1.8726164,-1.8359333,-0.9351889,-0.8330681,0.1021208
13,0.57291377,0.48919472,"('impolite', 'polite')",-0.3737095,-0.38733882,0.0996021,0.050928,-0.0486741
14,1.1598103,1.2124573,"('antisocial', 'social')",-0.2881463,-0.3845411,0.435832,0.4139581,-0.0218739
15,0.20516193,0.038912483,"('boring', 'funny')",0.95032257,0.88109845,0.5777422,0.4600055,-0.1177367
