,otis_male,otis_female,tuple,worldwide_male,worldwide_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.062801294,-0.16669038,"('unsociable', 'sociable')",0.5481443,0.49417523,-0.24236491,-0.39880273,0.0809927,-0.0237726,-0.1047653
1,0.9162938,0.727846,"('unfriendly', 'friendly')",0.02660821,-0.13964239,1.632077,1.4680134,0.8583264,0.6854057,-0.1729207
2,0.11053305,0.23174572,"('unlikable', 'likable')",0.5956808,0.6796488,0.5481329,0.60298073,0.4181156,0.5047917,0.0866761
3,-0.74622166,-0.6359057,"('repellent', 'pleasant')",-0.1877723,-0.10032991,0.55449057,0.64268184,-0.1265011,-0.0311846,0.0953165
4,0.18256192,0.066707194,"('disliked', 'liked')",-0.07122241,-0.18957636,-7.1965437,-7.297086,-2.3617347,-2.4733183,-0.1115836
5,0.8664043,0.78306603,"('distant', 'outgoing')",-0.016133495,-0.11761212,-0.17520615,-0.15161917,0.2250216,0.1712782,-0.0537434
6,0.53925925,0.5207733,"('distant', 'open')",-0.7510917,-0.8682399,-0.12043126,-0.109869145,-0.1107546,-0.1524452,-0.0416906
7,0.30200812,0.26081657,"('insensitive', 'sensitive')",-0.49337006,-0.40648997,0.2986792,0.22716485,0.0357724,0.0271638,-0.0086086
8,0.6211784,0.5960816,"('unaffectionate', 'affectionate')",-1.256789,-1.2972466,0.8657594,0.80618125,0.0767163,0.0350054,-0.0417109
9,1.1326447,1.063422,"('unaffectionate', 'caring')",-0.41844407,-0.43179816,1.328369,1.3160048,0.6808565,0.6492095,-0.031647
10,-0.22740681,-0.26506212,"('unsympathetic', 'sympathetic')",-0.8108086,-0.67562586,-0.4646587,-0.5467466,-0.500958,-0.4958115,0.0051465
11,-0.45613223,-0.45906565,"('unhelpful', 'helpful')",0.16491365,0.30374318,1.4630971,1.5135212,0.3906262,0.4527329,0.0621067
12,0.71020806,0.69281864,"('unsupportive', 'supportive')",1.4613476,1.4978011,-1.7874931,-1.8750031,0.1280208,0.1052055,-0.0228153
13,0.12590975,0.09415444,"('impolite', 'polite')",0.13792914,0.19652511,-0.75471926,-0.7989317,-0.1636268,-0.1694174,-0.0057906
14,-0.8879907,-0.8836176,"('antisocial', 'social')",1.178558,1.2951754,-0.3918988,-0.44872713,-0.0337772,-0.0123898,0.0213874
15,0.4205746,0.35533553,"('boring', 'funny')",-0.3461538,-0.41691488,-0.072073415,-0.059941262,0.0007825,-0.0405069,-0.0412894
16,-0.3960511,-0.3582196,"('unpopular', 'popular')",-0.51751494,-0.587377,0.02186811,-0.015804868,-0.2972326,-0.3204672,-0.0232346
17,0.7334729,0.7968161,"('nasty', 'nice')",-1.7637705,-1.6800362,-0.5267281,-0.43902293,-0.5190086,-0.4407477,0.0782609
18,0.83517444,0.7809308,"('disagreeable', 'welcoming')",0.19539806,0.26163298,-0.4214823,-0.4801171,0.2030301,0.1874822,-0.0155479
19,0.04621032,0.06554079,"('inhospitable', 'hospitable')",-0.3869286,-0.47905788,-0.45513716,-0.43791515,-0.2652851,-0.2838107,-0.0185256
20,0.3780015,0.3919499,"('rough', 'thoughtful')",0.008494727,0.060928315,0.5671706,0.529476,0.317889,0.3274514,0.0095624
21,-0.47951558,-0.42494464,"('immoral', 'moral')",0.5649904,0.74590963,-1.0598583,-1.0291353,-0.3247945,-0.2360568,0.0887377
22,-0.9028912,-0.96240085,"('untrustworthy', 'trustworthy')",0.49647456,0.47059855,-0.8643142,-0.9253784,-0.423577,-0.4723936,-0.0488166
23,-0.20519151,-0.1861681,"('insincere', 'sincere')",0.7546184,0.82556677,5.8147683,5.787008,2.1213984,2.1421355,0.0207371
24,0.90147364,0.8839429,"('dishonest', 'honest')",0.49040854,0.59017634,0.6209185,0.58731705,0.6709336,0.6871454,0.0162118
25,1.2121587,1.1682947,"('egoistic', 'altruistic')",0.23355481,0.24589065,1.517371,1.5456092,0.9876949,0.9865982,-0.0010967
26,2.5729737,2.4202142,"('hardhearted', 'benevolent')",1.3775105,1.2450985,1.8237978,1.7120727,1.9247607,1.7924619,-0.1322988
27,1.3084506,1.2605702,"('hardhearted', 'softhearted')",-0.40249255,-0.42725688,1.2665275,1.1789451,0.7241619,0.6707528,-0.0534091
28,0.20092413,0.11014679,"('disloyal', 'loyal')",-0.005298309,-0.043688208,0.97524345,0.8695728,0.3902897,0.3120105,-0.0782792
29,-1.6504074,-1.7065884,"('unfair', 'fair')",-0.14043446,-0.20167351,-0.18877399,-0.33529913,-0.659872,-0.7478537,-0.0879817
30,0.018982202,0.02832929,"('intolerant', 'tolerant')",-0.12106756,0.015455926,0.4651281,0.43067136,0.1210142,0.1581522,0.037138
31,0.14450738,0.14970337,"('evil', 'good')",-0.7173877,-0.8594457,-0.6832316,-0.76191723,-0.418704,-0.4905532,-0.0718492
32,0.2598061,0.2218667,"('unkind', 'kind')",0.7327659,0.7262116,0.7806692,0.6141994,0.5910804,0.5207592,-0.0703212
33,0.6937846,0.5946222,"('wrong', 'right')",0.3027404,0.21492179,-0.17340001,-0.23050773,0.274375,0.1930121,-0.0813629
34,-0.17611766,-0.035994224,"('mean', 'honorable')",0.22099012,0.3268694,5.221745,5.4339795,1.7555391,1.9082848,0.1527457
35,1.3644004,1.2891111,"('corrupt', 'incorrupt')",-0.3406604,-0.5295766,-0.16244103,-0.2063981,0.2870997,0.1843788,-0.1027209
36,1.3623995,1.2521688,"('hostile', 'amicable')",-0.6997761,-0.9426287,0.117624745,0.0035604984,0.2600827,0.1043669,-0.1557158
37,-0.21881597,-0.2395623,"('fake', 'genuine')",-0.9632206,-0.9271383,0.09536631,0.0975167,-0.3622234,-0.3563946,0.0058288
38,-0.09999542,-0.05299136,"('untruthful', 'truthful')",-0.24021149,-0.19960748,-0.15916607,-0.12271651,-0.1664577,-0.1251051,0.0413526
39,1.6940397,1.76525,"('exploitative', 'cooperative')",1.5220284,1.6119504,0.3800666,0.4333362,1.1987116,1.2701789,0.0714673
