,broker_male,broker_female,tuple,average_male,average_female,female-male
0,0.6157458,0.30608946,"('unsociable', 'sociable')",0.6157458,0.3060895,-0.3096563
1,1.4813983,1.4366862,"('unfriendly', 'friendly')",1.4813983,1.4366862,-0.0447121
2,0.74075675,0.8178123,"('unlikable', 'likable')",0.7407568,0.8178123,0.0770555
3,0.02890148,0.09302726,"('repellent', 'pleasant')",0.0289015,0.0930273,0.0641258
4,-7.360992,-7.374221,"('disliked', 'liked')",-7.360992,-7.3742208,-0.0132288
5,-0.3793708,-0.25891742,"('distant', 'outgoing')",-0.3793708,-0.2589174,0.1204534
6,-0.027261268,0.107321456,"('distant', 'open')",-0.0272613,0.1073215,0.1345828
7,0.7284056,0.6947544,"('insensitive', 'sensitive')",0.7284056,0.6947544,-0.0336512
8,1.1681871,1.1819965,"('unaffectionate', 'affectionate')",1.1681871,1.1819965,0.0138094
9,2.0864499,2.1603332,"('unaffectionate', 'caring')",2.0864499,2.1603332,0.0738833
10,0.6182271,0.60846525,"('unsympathetic', 'sympathetic')",0.6182271,0.6084653,-0.0097618
11,2.6909835,2.6542113,"('unhelpful', 'helpful')",2.6909835,2.6542113,-0.0367722
12,-1.2742765,-1.293813,"('unsupportive', 'supportive')",-1.2742765,-1.293813,-0.0195365
13,0.64210117,0.45350647,"('impolite', 'polite')",0.6421012,0.4535065,-0.1885947
14,0.27328742,0.02762992,"('antisocial', 'social')",0.2732874,0.0276299,-0.2456575
15,0.4341122,0.3462065,"('boring', 'funny')",0.4341122,0.3462065,-0.0879057
16,0.057414386,0.10092745,"('unpopular', 'popular')",0.0574144,0.1009274,0.043513
17,0.32437176,0.3238233,"('nasty', 'nice')",0.3243718,0.3238233,-0.0005485
18,-0.57540387,-0.6374981,"('disagreeable', 'welcoming')",-0.5754039,-0.6374981,-0.0620942
19,-0.6753299,-0.56155765,"('inhospitable', 'hospitable')",-0.6753299,-0.5615577,0.1137722
20,0.6831284,0.6240356,"('rough', 'thoughtful')",0.6831284,0.6240356,-0.0590928
21,-0.13735248,-0.16237377,"('immoral', 'moral')",-0.1373525,-0.1623738,-0.0250213
22,-0.75293005,-0.81427556,"('untrustworthy', 'trustworthy')",-0.75293,-0.8142756,-0.0613456
23,7.110263,7.00431,"('insincere', 'sincere')",7.1102629,7.0043101,-0.1059528
24,1.2420835,1.1792318,"('dishonest', 'honest')",1.2420835,1.1792318,-0.0628517
25,0.79610395,0.73076975,"('egoistic', 'altruistic')",0.796104,0.7307698,-0.0653342
