,condominium_male,condominium_female,tuple,average_male,average_female,female-male
0,0.12759976,0.06437171,"('unsociable', 'sociable')",0.1275998,0.0643717,-0.0632281
1,0.42075762,0.33242434,"('unfriendly', 'friendly')",0.4207576,0.3324243,-0.0883333
2,1.0767807,1.2232302,"('unlikable', 'likable')",1.0767807,1.2232302,0.1464495
3,-0.6893974,-0.57720184,"('repellent', 'pleasant')",-0.6893974,-0.5772018,0.1121956
4,-1.9199547,-1.6815875,"('disliked', 'liked')",-1.9199547,-1.6815875,0.2383672
5,1.4250346,1.4318192,"('distant', 'outgoing')",1.4250346,1.4318192,0.0067846
6,1.2309979,1.2305365,"('distant', 'open')",1.2309979,1.2305365,-0.0004614
7,0.5978272,0.60115767,"('insensitive', 'sensitive')",0.5978272,0.6011577,0.0033305
8,0.7700486,0.6742765,"('unaffectionate', 'affectionate')",0.7700486,0.6742765,-0.0957721
9,1.1334333,1.0459021,"('unaffectionate', 'caring')",1.1334333,1.0459021,-0.0875312
10,-0.57574445,-0.61987776,"('unsympathetic', 'sympathetic')",-0.5757445,-0.6198778,-0.0441333
11,0.31421357,0.24938154,"('unhelpful', 'helpful')",0.3142136,0.2493815,-0.0648321
12,-0.023455214,0.060345184,"('unsupportive', 'supportive')",-0.0234552,0.0603452,0.0838004
13,-0.16371599,-0.24696058,"('impolite', 'polite')",-0.163716,-0.2469606,-0.0832446
14,0.16958402,0.18512972,"('antisocial', 'social')",0.169584,0.1851297,0.0155457
15,0.7599426,0.75646514,"('boring', 'funny')",0.7599426,0.7564651,-0.0034775
16,1.0782199,1.149663,"('unpopular', 'popular')",1.0782199,1.149663,0.0714431
17,0.32599515,0.47551572,"('nasty', 'nice')",0.3259951,0.4755157,0.1495206
18,0.12543318,0.2081912,"('disagreeable', 'welcoming')",0.1254332,0.2081912,0.082758
19,-0.594503,-0.5802838,"('inhospitable', 'hospitable')",-0.594503,-0.5802838,0.0142192
20,-0.2913534,-0.30798212,"('rough', 'thoughtful')",-0.2913534,-0.3079821,-0.0166287
21,-0.49521288,-0.4508186,"('immoral', 'moral')",-0.4952129,-0.4508186,0.0443943
22,-0.7356931,-0.69061327,"('untrustworthy', 'trustworthy')",-0.7356931,-0.6906133,0.0450798
23,2.1285515,1.9898001,"('insincere', 'sincere')",2.1285515,1.9898001,-0.1387514
24,-0.38037747,-0.4924012,"('dishonest', 'honest')",-0.3803775,-0.4924012,-0.1120237
25,0.09801997,-0.03241405,"('egoistic', 'altruistic')",0.09802,-0.032414,-0.130434
26,1.2831945,1.162674,"('hardhearted', 'benevolent')",1.2831945,1.162674,-0.1205205
27,0.8837493,0.706984,"('hardhearted', 'softhearted')",0.8837493,0.706984,-0.1767653
28,0.09896238,-0.12118092,"('disloyal', 'loyal')",0.0989624,-0.1211809,-0.2201433
29,-0.01099522,-0.010653393,"('unfair', 'fair')",-0.0109952,-0.0106534,0.0003418
30,0.6711541,0.6616412,"('intolerant', 'tolerant')",0.6711541,0.6616412,-0.0095129
31,-0.22695753,-0.11633612,"('evil', 'good')",-0.2269575,-0.1163361,0.1106214
32,0.26068115,0.12850107,"('unkind', 'kind')",0.2606812,0.1285011,-0.1321801
33,0.7116674,0.67801946,"('wrong', 'right')",0.7116674,0.6780195,-0.0336479
34,2.0174537,2.0351315,"('mean', 'honorable')",2.0174537,2.0351315,0.0176778
35,0.37770104,0.2882062,"('corrupt', 'incorrupt')",0.377701,0.2882062,-0.0894948
36,0.41597226,0.48177075,"('hostile', 'amicable')",0.4159723,0.4817708,0.0657985
37,0.20244314,0.14768404,"('fake', 'genuine')",0.2024431,0.147684,-0.0547591
38,0.5441307,0.47045854,"('untruthful', 'truthful')",0.5441307,0.4704585,-0.0736722
39,0.97672164,1.01252,"('exploitative', 'cooperative')",0.9767216,1.01252,0.0357984
40,-0.39408135,-0.44533318,"('stingy', 'generous')",-0.3940814,-0.4453332,-0.0512518
41,0.029922642,0.056059625,"('unforgiving', 'forgiving')",0.0299226,0.0560596,0.026137
42,-1.028052,-0.810017,"('unreliable', 'reliable')",-1.028052,-0.810017,0.218035
43,0.60183084,0.59932166,"('irresponsible', 'responsible')",0.6018308,0.5993217,-0.0025091
44,-0.54497665,-0.43546218,"('prejudiced', 'unprejudiced')",-0.5449767,-0.4354622,0.1095145
45,-0.49284732,-0.4212843,"('incompetent', 'competent')",-0.4928473,-0.4212843,0.071563
46,-1.2672039,-1.2001683,"('uncompetitive', 'competitive')",-1.2672039,-1.2001683,0.0670356
47,2.1875033,2.1059978,"('stupid', 'smart')",2.1875033,2.1059978,-0.0815055
48,-0.38554192,-0.49557123,"('unintelligent', 'intelligent')",-0.3855419,-0.4955712,-0.1100293
49,-0.6826315,-0.5629779,"('unable', 'able')",-0.6826315,-0.5629779,0.1196536
50,-0.14707027,-0.13004377,"('clumsy', 'skillful')",-0.1470703,-0.1300438,0.0170265
51,-0.5258995,-0.63095874,"('uneducated', 'educated')",-0.5258995,-0.6309587,-0.1050592
52,0.4391897,0.34439194,"('irrational', 'rational')",0.4391897,0.3443919,-0.0947978
53,0.561319,0.5614436,"('uncreative', 'creative')",0.561319,0.5614436,0.0001246
54,1.2019233,1.1649954,"('incapable', 'capable')",1.2019233,1.1649954,-0.0369279
