,south_male,south_female,tuple,average_male,average_female,female-male
0,0.3597943,0.22816035,"('unsociable', 'sociable')",0.3597943,0.2281604,-0.1316339
1,0.56724393,0.57445675,"('unfriendly', 'friendly')",0.5672439,0.5744568,0.0072129
2,0.021051297,0.17308947,"('unlikable', 'likable')",0.0210513,0.1730895,0.1520382
3,0.6544156,0.7102237,"('repellent', 'pleasant')",0.6544156,0.7102237,0.0558081
4,-7.3595943,-7.5176253,"('disliked', 'liked')",-7.3595943,-7.5176253,-0.158031
5,-1.137597,-0.98712665,"('distant', 'outgoing')",-1.137597,-0.9871266,0.1504704
6,-0.6774565,-0.61803514,"('distant', 'open')",-0.6774565,-0.6180351,0.0594214
7,1.4029607,1.3429295,"('insensitive', 'sensitive')",1.4029607,1.3429295,-0.0600312
8,0.6096589,0.613208,"('unaffectionate', 'affectionate')",0.6096589,0.613208,0.0035491
9,1.3098593,1.327882,"('unaffectionate', 'caring')",1.3098593,1.3278821,0.0180228
10,1.2296339,1.2041296,"('unsympathetic', 'sympathetic')",1.2296339,1.2041296,-0.0255043
11,2.0008335,1.9999299,"('unhelpful', 'helpful')",2.0008335,1.9999299,-0.0009036
12,-1.3816144,-1.4180212,"('unsupportive', 'supportive')",-1.3816144,-1.4180212,-0.0364068
13,0.013089225,0.11162278,"('impolite', 'polite')",0.0130892,0.1116228,0.0985336
14,0.33418855,0.35851654,"('antisocial', 'social')",0.3341886,0.3585165,0.0243279
15,0.085519746,0.12458728,"('boring', 'funny')",0.0855197,0.1245873,0.0390676
16,-0.9229267,-0.84947485,"('unpopular', 'popular')",-0.9229267,-0.8494748,0.0734519
17,-0.053868104,-0.03593353,"('nasty', 'nice')",-0.0538681,-0.0359335,0.0179346
18,-0.85970044,-0.77542716,"('disagreeable', 'welcoming')",-0.8597004,-0.7754272,0.0842732
19,-0.7542271,-0.6845966,"('inhospitable', 'hospitable')",-0.7542271,-0.6845966,0.0696305
20,0.5778165,0.5493538,"('rough', 'thoughtful')",0.5778165,0.5493538,-0.0284627
21,0.1533215,0.2185748,"('immoral', 'moral')",0.1533215,0.2185748,0.0652533
22,0.05437787,0.025013277,"('untrustworthy', 'trustworthy')",0.0543779,0.0250133,-0.0293646
23,5.8906026,6.0548606,"('insincere', 'sincere')",5.8906026,6.0548606,0.164258
24,1.4057189,1.3465061,"('dishonest', 'honest')",1.4057189,1.3465061,-0.0592128
25,0.17000659,0.14451504,"('egoistic', 'altruistic')",0.1700066,0.144515,-0.0254916
26,0.49890262,0.25775483,"('hardhearted', 'benevolent')",0.4989026,0.2577548,-0.2411478
27,1.3871466,1.3281627,"('hardhearted', 'softhearted')",1.3871466,1.3281627,-0.0589839
28,0.78435135,0.69252986,"('disloyal', 'loyal')",0.7843513,0.6925299,-0.0918214
29,-0.36791322,-0.5184406,"('unfair', 'fair')",-0.3679132,-0.5184406,-0.1505274
30,0.96405894,1.1035478,"('intolerant', 'tolerant')",0.9640589,1.1035478,0.1394889
31,-1.9574702,-1.9466441,"('evil', 'good')",-1.9574702,-1.9466441,0.0108261
32,0.9976014,0.88361317,"('unkind', 'kind')",0.9976014,0.8836132,-0.1139882
33,-0.51502466,-0.5635529,"('wrong', 'right')",-0.5150247,-0.5635529,-0.0485282
34,3.9886749,4.2936926,"('mean', 'honorable')",3.9886749,4.2936926,0.3050177
35,-1.3439089,-1.5698744,"('corrupt', 'incorrupt')",-1.3439089,-1.5698744,-0.2259655
36,-1.0708646,-1.1887591,"('hostile', 'amicable')",-1.0708646,-1.1887591,-0.1178945
37,0.68048745,0.656031,"('fake', 'genuine')",0.6804875,0.656031,-0.0244565
38,-0.2611087,-0.3168022,"('untruthful', 'truthful')",-0.2611087,-0.3168022,-0.0556935
39,0.035506874,0.00897732,"('exploitative', 'cooperative')",0.0355069,0.0089773,-0.0265296
40,-1.609204,-1.7346727,"('stingy', 'generous')",-1.6092041,-1.7346727,-0.1254686
41,0.12503533,0.05210051,"('unforgiving', 'forgiving')",0.1250353,0.0521005,-0.0729348
42,-1.830685,-1.8523061,"('unreliable', 'reliable')",-1.830685,-1.8523061,-0.0216211
43,1.3693116,1.4760556,"('irresponsible', 'responsible')",1.3693116,1.4760556,0.106744
44,-1.2197902,-1.2081461,"('prejudiced', 'unprejudiced')",-1.2197902,-1.2081461,0.0116441
45,0.4835214,0.37775612,"('incompetent', 'competent')",0.4835214,0.3777561,-0.1057653
46,-0.029099543,-0.1492402,"('uncompetitive', 'competitive')",-0.0290995,-0.1492402,-0.1201407
47,5.4143085,5.6759434,"('stupid', 'smart')",5.4143085,5.6759434,0.2616349
48,0.8011826,0.79394877,"('unintelligent', 'intelligent')",0.8011826,0.7939488,-0.0072338
49,-0.63246864,-0.3727929,"('unable', 'able')",-0.6324686,-0.3727929,0.2596757
50,-0.9465535,-0.8721787,"('clumsy', 'skillful')",-0.9465535,-0.8721787,0.0743748
