,qualcomm_male,qualcomm_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.8943292,-2.0776656,"('unsociable', 'sociable')",-0.48033452,-0.58822936,-1.1873319,-1.3329475,-0.1456156
1,0.21654709,-0.002999138,"('unfriendly', 'friendly')",2.3421388,2.2024412,1.2793429,1.0997211,-0.1796218
2,0.7972082,0.7729408,"('unlikable', 'likable')",0.7966848,0.85120076,0.7969465,0.8120708,0.0151243
3,-0.9020353,-0.8154731,"('repellent', 'pleasant')",0.03799486,0.12920104,-0.4320202,-0.343136,0.0888842
4,0.45863652,0.40075177,"('disliked', 'liked')",-5.980302,-6.1529484,-2.7608328,-2.8760984,-0.1152656
5,0.503934,0.47216406,"('distant', 'outgoing')",0.26478434,0.24638288,0.3843592,0.3592735,-0.0250857
6,0.5364442,0.52625114,"('distant', 'open')",0.6837641,0.6962955,0.6101041,0.6112733,0.0011692
7,-1.5013468,-1.4959419,"('insensitive', 'sensitive')",0.5499102,0.66606915,-0.4757183,-0.4149364,0.0607819
8,-0.8535217,-0.9622095,"('unaffectionate', 'affectionate')",1.2119224,1.1358235,0.1792004,0.086807,-0.0923934
9,-1.1276152,-1.2688138,"('unaffectionate', 'caring')",1.4478616,1.456415,0.1601232,0.0938006,-0.0663226
10,-3.3577278,-3.4253411,"('unsympathetic', 'sympathetic')",-0.87763417,-0.80847436,-2.117681,-2.1169078,0.0007732
11,-1.7414744,-1.7865998,"('unhelpful', 'helpful')",1.2667876,1.3930624,-0.2373434,-0.1967687,0.0405747
12,-1.4159396,-1.3799269,"('unsupportive', 'supportive')",-1.8799945,-1.8320668,-1.6479671,-1.6059968,0.0419703
13,-1.8823133,-1.9819726,"('impolite', 'polite')",-0.57597935,-0.5695924,-1.2291462,-1.2757825,-0.0466363
14,-0.61245775,-0.6069812,"('antisocial', 'social')",-0.46545428,-0.51138437,-0.538956,-0.5591828,-0.0202268
15,0.59373236,0.5146536,"('boring', 'funny')",0.82385993,0.7968812,0.7087961,0.6557674,-0.0530287
16,0.67807144,0.6987441,"('unpopular', 'popular')",0.52086604,0.57676566,0.5994687,0.6377549,0.0382862
17,0.19030549,0.17773876,"('nasty', 'nice')",-0.16855076,-0.08483295,0.0108774,0.0464529,0.0355755
18,0.40366974,0.3497076,"('disagreeable', 'welcoming')",0.060581844,0.0063255243,0.2321258,0.1780166,-0.0541092
19,-0.20854215,-0.31540295,"('inhospitable', 'hospitable')",0.46156836,0.47076952,0.1265131,0.0776833,-0.0488298
20,0.6997611,0.72967523,"('rough', 'thoughtful')",1.1271598,1.1073908,0.9134605,0.918533,0.0050725
21,-0.7449735,-0.8277311,"('immoral', 'moral')",-0.74772954,-0.6868791,-0.7463515,-0.7573051,-0.0109536
22,-0.013235964,-0.041889187,"('untrustworthy', 'trustworthy')",-0.7967919,-0.8231805,-0.4050139,-0.4325348,-0.0275209
23,-1.6611527,-1.7853454,"('insincere', 'sincere')",5.656888,5.755145,1.9978676,1.9848998,-0.0129678
24,-1.3327848,-1.3810642,"('dishonest', 'honest')",0.94674194,0.90063405,-0.1930214,-0.2402151,-0.0471937
25,0.9113845,0.95710325,"('egoistic', 'altruistic')",1.8833731,1.8577757,1.3973788,1.4074395,0.0100607
26,0.69755334,0.55014837,"('hardhearted', 'benevolent')",2.123875,1.92144,1.4107141,1.2357942,-0.1749199
27,-0.94661033,-0.89693546,"('hardhearted', 'softhearted')",1.705444,1.6500095,0.3794168,0.376537,-0.0028798
28,-1.2111351,-1.3713208,"('disloyal', 'loyal')",0.95120233,0.84762794,-0.1299664,-0.2618465,-0.1318801
29,0.79735297,0.761376,"('unfair', 'fair')",-0.074102566,-0.2848183,0.3616252,0.2382789,-0.1233463
