,archer_male,archer_female,tuple,daniels_male,daniels_female,midland_male,midland_female,co_male,co_female,average_male,average_female,female-male
0,-0.9291305,-1.0430214,"('unsociable', 'sociable')",-0.69105494,-0.6904296,-0.24489592,-0.27088416,-0.11175725,-0.2622803,-0.4942096,-0.5666539,-0.0724443
1,-0.06556347,-0.17349865,"('unfriendly', 'friendly')",1.8916692,1.7631927,1.3983413,1.1545815,2.0597782,1.8790829,1.3210564,1.1558397,-0.1652167
2,0.5519,0.662188,"('unlikable', 'likable')",0.5886173,0.7015121,0.95938265,1.0351777,0.8795973,1.0229014,0.7448744,0.8554448,0.1105704
3,-0.5062481,-0.5302914,"('repellent', 'pleasant')",-1.5674632,-1.4110768,-0.14348234,-0.063937165,0.61073136,0.66606003,-0.4016156,-0.3348113,0.0668043
4,0.18817793,0.009762345,"('disliked', 'liked')",0.73346967,0.518821,0.735136,0.50163466,-6.6146603,-6.6607313,-1.2394692,-1.4076283,-0.1681591
5,-0.5066961,-0.46272677,"('distant', 'outgoing')",1.2913401,1.2740974,0.5097062,0.5019094,-0.5198244,-0.40752855,0.1936314,0.2264379,0.0328065
6,-0.43422842,-0.38487577,"('distant', 'open')",0.7734628,0.7396525,0.23961061,0.13753156,-0.23352295,-0.13549052,0.0863305,0.0892044,0.0028739
7,-0.21075776,-0.1636892,"('insensitive', 'sensitive')",-0.6558007,-0.49042815,-0.32236654,-0.20399314,0.26320136,0.27330756,-0.2314309,-0.1462007,0.0852302
8,0.11577609,0.09319654,"('unaffectionate', 'affectionate')",0.79979,0.68101037,0.5699784,0.41273895,0.89234626,0.7672067,0.5944726,0.4885381,-0.1059345
9,0.7839389,0.7496811,"('unaffectionate', 'caring')",1.2843102,1.2150266,0.9084152,0.78631705,1.4091527,1.2848302,1.0964544,1.0089637,-0.0874907
10,-1.079412,-1.1102021,"('unsympathetic', 'sympathetic')",-2.2550867,-2.1158314,-0.86826944,-0.7877586,-0.08652474,-0.12793013,-1.0723233,-1.0354306,0.0368927
11,-1.1569015,-1.2152953,"('unhelpful', 'helpful')",-1.0545901,-1.030675,-0.6985406,-0.5520321,2.154095,2.144903,-0.1889843,-0.1632748,0.0257095
12,0.89305544,0.9821074,"('unsupportive', 'supportive')",1.2573558,1.3642756,1.1389446,1.2279794,-1.5148292,-1.4161595,0.4436316,0.5395508,0.0959192
