,addition_male,addition_female,tuple,average_male,average_female,female-male
0,0.23388806,0.084475845,"('unsociable', 'sociable')",0.2338881,0.0844758,-0.1494123
1,0.8059058,0.77275187,"('unfriendly', 'friendly')",0.8059058,0.7727519,-0.0331539
2,0.36354822,0.4456411,"('unlikable', 'likable')",0.3635482,0.4456411,0.0820929
3,1.0510644,1.0651451,"('repellent', 'pleasant')",1.0510644,1.0651451,0.0140807
4,-7.34843,-7.4495344,"('disliked', 'liked')",-7.3484302,-7.4495344,-0.1011042
5,-0.77460986,-0.81523913,"('distant', 'outgoing')",-0.7746099,-0.8152391,-0.0406292
6,-0.49241647,-0.5574803,"('distant', 'open')",-0.4924165,-0.5574803,-0.0650638
7,1.457502,1.4103289,"('insensitive', 'sensitive')",1.457502,1.4103289,-0.0471731
8,0.8476006,0.6956867,"('unaffectionate', 'affectionate')",0.8476006,0.6956867,-0.1519139
9,1.0383357,1.0381905,"('unaffectionate', 'caring')",1.0383357,1.0381905,-0.0001452
10,1.7509565,1.5967077,"('unsympathetic', 'sympathetic')",1.7509565,1.5967077,-0.1542488
11,2.1049507,2.065877,"('unhelpful', 'helpful')",2.1049507,2.065877,-0.0390737
12,-1.0744278,-1.1331095,"('unsupportive', 'supportive')",-1.0744278,-1.1331095,-0.0586817
13,0.31949195,0.29488418,"('impolite', 'polite')",0.319492,0.2948842,-0.0246078
14,0.44464335,0.36907938,"('antisocial', 'social')",0.4446433,0.3690794,-0.0755639
15,0.0027571712,0.0043169186,"('boring', 'funny')",0.0027572,0.0043169,0.0015597
16,-0.7665832,-0.6734457,"('unpopular', 'popular')",-0.7665832,-0.6734457,0.0931375
17,0.023898952,-0.03469883,"('nasty', 'nice')",0.023899,-0.0346988,-0.0585978
18,-0.58061713,-0.5754118,"('disagreeable', 'welcoming')",-0.5806171,-0.5754118,0.0052053
19,-0.69345695,-0.7653022,"('inhospitable', 'hospitable')",-0.6934569,-0.7653022,-0.0718453
20,0.7595088,0.6496444,"('rough', 'thoughtful')",0.7595088,0.6496444,-0.1098644
21,0.336238,0.3751337,"('immoral', 'moral')",0.336238,0.3751337,0.0388957
22,0.3107509,0.2188408,"('untrustworthy', 'trustworthy')",0.3107509,0.2188408,-0.0919101
23,6.168815,6.1529,"('insincere', 'sincere')",6.1688151,6.1529002,-0.0159149
24,1.7652625,1.6740469,"('dishonest', 'honest')",1.7652625,1.6740469,-0.0912156
25,0.2516082,0.28609103,"('egoistic', 'altruistic')",0.2516082,0.286091,0.0344828
26,0.31552508,0.2310293,"('hardhearted', 'benevolent')",0.3155251,0.2310293,-0.0844958
27,1.7230718,1.5138642,"('hardhearted', 'softhearted')",1.7230718,1.5138642,-0.2092076
28,0.92184615,0.7524708,"('disloyal', 'loyal')",0.9218462,0.7524708,-0.1693754
29,-0.3323952,-0.50983614,"('unfair', 'fair')",-0.3323952,-0.5098361,-0.1774409
30,1.3600792,1.3103474,"('intolerant', 'tolerant')",1.3600792,1.3103474,-0.0497318
31,-1.3842912,-1.3681471,"('evil', 'good')",-1.3842912,-1.3681471,0.0161441
32,1.3195648,1.1813033,"('unkind', 'kind')",1.3195648,1.1813033,-0.1382615
33,-0.97174484,-0.8724396,"('wrong', 'right')",-0.9717448,-0.8724396,0.0993052
34,4.3935094,4.580431,"('mean', 'honorable')",4.3935094,4.580431,0.1869216
35,-1.3112832,-1.4903923,"('corrupt', 'incorrupt')",-1.3112832,-1.4903923,-0.1791091
36,-0.8896862,-0.99952286,"('hostile', 'amicable')",-0.8896862,-0.9995229,-0.1098367
37,0.76931334,0.6753957,"('fake', 'genuine')",0.7693133,0.6753957,-0.0939176
38,-0.246894,-0.24390434,"('untruthful', 'truthful')",-0.246894,-0.2439043,0.0029897
39,-0.021296758,-0.035296388,"('exploitative', 'cooperative')",-0.0212968,-0.0352964,-0.0139996
40,-1.1453469,-1.3873538,"('stingy', 'generous')",-1.1453469,-1.3873538,-0.2420069
41,0.23801807,0.106499776,"('unforgiving', 'forgiving')",0.2380181,0.1064998,-0.1315183
42,-1.3935332,-1.4767747,"('unreliable', 'reliable')",-1.3935332,-1.4767747,-0.0832415
43,1.6262418,1.56806,"('irresponsible', 'responsible')",1.6262418,1.56806,-0.0581818
44,-1.1010393,-1.1490709,"('prejudiced', 'unprejudiced')",-1.1010393,-1.1490709,-0.0480316
45,0.54847395,0.30466333,"('incompetent', 'competent')",0.548474,0.3046633,-0.2438107
46,-0.08603104,-0.15951855,"('uncompetitive', 'competitive')",-0.086031,-0.1595186,-0.0734876
47,5.5852127,5.693253,"('stupid', 'smart')",5.5852127,5.693253,0.1080403
48,0.98559666,0.87781566,"('unintelligent', 'intelligent')",0.9855967,0.8778157,-0.107781
49,-0.27623293,-0.1679892,"('unable', 'able')",-0.2762329,-0.1679892,0.1082437
50,-0.20646696,-0.28122422,"('clumsy', 'skillful')",-0.206467,-0.2812242,-0.0747572
51,0.6626952,0.55614567,"('uneducated', 'educated')",0.6626952,0.5561457,-0.1065495
52,-0.71738046,-0.79846984,"('irrational', 'rational')",-0.7173805,-0.7984698,-0.0810893
53,0.24901462,0.16892739,"('uncreative', 'creative')",0.2490146,0.1689274,-0.0800872
54,0.87191516,0.90461576,"('incapable', 'capable')",0.8719152,0.9046158,0.0327006
55,0.9665538,0.87010247,"('incompetent', 'clever')",0.9665538,0.8701025,-0.0964513
56,0.734096,0.6815607,"('impractical', 'practical')",0.734096,0.6815607,-0.0525353
57,-2.1034937,-2.214656,"('unimaginative', 'imaginative')",-2.1034937,-2.2146561,-0.1111624
58,-0.030436961,-0.10884769,"('undiscriminating', 'discriminating')",-0.030437,-0.1088477,-0.0784107
59,-0.05590031,-0.009029977,"('foolish', 'wise')",-0.0559003,-0.00903,0.0468703
60,0.65774214,0.73338753,"('inefficient', 'efficient')",0.6577421,0.7333875,0.0756454
61,0.5822518,0.33810318,"('illogical', 'logical')",0.5822518,0.3381032,-0.2441486
62,1.2408909,1.1615698,"('incompetent', 'brilliant')",1.2408909,1.1615698,-0.0793211
63,0.80257887,0.7138957,"('unperceptive', 'insightful')",0.8025789,0.7138957,-0.0886832
64,-5.4847713,-5.5572305,"('shy', 'confident')",-5.4847713,-5.5572305,-0.0724592
65,1.4270473,1.317662,"('insecure', 'secure')",1.4270473,1.317662,-0.1093853
66,0.019163404,-0.050882697,"('inactive', 'active')",0.0191634,-0.0508827,-0.0700461
67,-0.88759834,-0.78326267,"('doubtful', 'determined')",-0.8875983,-0.7832627,0.1043356
68,-0.38700965,-0.35316658,"('dependent', 'independent')",-0.3870097,-0.3531666,0.0338431
69,-1.8745205,-1.8180963,"('lazy', 'industrious')",-1.8745205,-1.8180963,0.0564242
70,2.0681326,1.9813037,"('lethargic', 'energetic')",2.0681326,1.9813037,-0.0868289
71,0.19530049,0.2874178,"('diffident', 'self-confident')",0.1953005,0.2874178,0.0921173
72,1.0237738,1.1021852,"('unambitious', 'ambitious')",1.0237738,1.1021852,0.0784114
73,-3.0208204,-2.90994,"('helpless', 'self-reliant')",-3.0208204,-2.90994,0.1108804
74,0.03871961,-0.10111691,"('undedicated', 'dedicated')",0.0387196,-0.1011169,-0.1398365
75,-0.758518,-0.6151285,"('meek', 'impulsive')",-0.758518,-0.6151285,0.1433895
76,1.0066056,0.9027561,"('anxious', 'daring')",1.0066056,0.9027561,-0.1038495
77,-1.0546111,-1.0636339,"('unmotivated', 'motivated')",-1.0546111,-1.0636339,-0.0090228
78,-0.5773641,-0.7297952,"('nonresilient', 'resilient')",-0.5773641,-0.7297952,-0.1524311
79,-0.27274287,-0.3446954,"('wavering', 'unwavering')",-0.2727429,-0.3446954,-0.0719525
80,0.3509094,0.2271445,"('dominated', 'dominating')",0.3509094,0.2271445,-0.1237649
81,0.7240101,0.75531685,"('submissive', 'aggressive')",0.7240101,0.7553169,0.0313068
82,6.038164,6.2367926,"('poor', 'rich')",6.0381641,6.2367926,0.1986285
83,-0.4325993,-0.37264735,"('powerless', 'powerful')",-0.4325993,-0.3726473,0.059952
84,-0.035187174,0.03958948,"('inferior', 'superior')",-0.0351872,0.0395895,0.0747767
85,-1.6315312,-1.5882456,"('insignificant', 'prestigious')",-1.6315312,-1.5882456,0.0432856
86,0.6345015,0.5273493,"('uninfluential', 'influential')",0.6345015,0.5273493,-0.1071522
87,-0.18287593,-0.1225013,"('unsuccessful', 'successful')",-0.1828759,-0.1225013,0.0603746
88,-0.033933837,0.045152947,"('low', 'eminent')",-0.0339338,0.0451529,0.0790867
