,organon_male,organon_female,tuple,&_male,&_female,co_male,co_female,average_male,average_female,female-male
0,0.45469683,0.36790508,"('unsociable', 'sociable')",0.59897554,0.62862253,-0.34620884,-0.27119076,0.2358212,0.2417789,0.0059577
1,0.051631548,-0.28438056,"('unfriendly', 'friendly')",0.7655937,0.6827867,2.0949502,1.7501405,0.9707251,0.7161822,-0.2545429
2,-0.47974497,-0.33270612,"('unlikable', 'likable')",0.60434544,0.8860776,0.4589822,0.6274109,0.1945275,0.3935941,0.1990666
3,-0.64086777,-0.52053803,"('repellent', 'pleasant')",-0.6207392,-0.50303715,0.23109758,0.40557688,-0.3435031,-0.2059994,0.1375037
4,-0.39905202,-0.49383616,"('disliked', 'liked')",-0.039720863,-0.19380699,-6.405215,-6.247488,-2.2813292,-2.3117104,-0.0303812
5,-0.21938536,-0.3481993,"('distant', 'outgoing')",0.35152638,0.33894593,0.5686779,0.45129824,0.2336063,0.1473483,-0.086258
6,-0.16192642,-0.28981546,"('distant', 'open')",0.20662832,0.23357207,0.67471135,0.48575038,0.2398044,0.143169,-0.0966354
7,0.3506476,0.40405142,"('insensitive', 'sensitive')",0.24886455,0.39749852,-0.20670485,-0.12848717,0.1309358,0.2243542,0.0934184
8,-0.41780078,-0.5877185,"('unaffectionate', 'affectionate')",0.059898864,0.06362658,1.357213,1.0403391,0.3331037,0.1720824,-0.1610213
9,-0.4756289,-0.6562401,"('unaffectionate', 'caring')",0.17908356,0.18653034,1.3508452,1.1141466,0.3514333,0.2148123,-0.136621
10,-0.32632372,-0.26972088,"('unsympathetic', 'sympathetic')",-0.16244423,0.023401484,-0.5902477,-0.45061445,-0.3596719,-0.2323113,0.1273606
11,-0.4519661,-0.38508046,"('unhelpful', 'helpful')",-0.7060515,-0.5544161,1.1876594,1.2791361,0.0098806,0.1132132,0.1033326
12,-0.27741566,-0.2370329,"('unsupportive', 'supportive')",0.08976568,0.34414184,-2.4916122,-2.3735507,-0.8930874,-0.7554806,0.1376068
13,-0.15081069,-0.14544758,"('impolite', 'polite')",-0.55832464,-0.43786743,-0.9441417,-0.73817736,-0.5510923,-0.4404975,0.1105948
14,0.8745429,0.90280265,"('antisocial', 'social')",1.3732171,1.5050725,-0.87884986,-0.6981531,0.4563034,0.5699073,0.1136039
15,0.07786727,-0.011294495,"('boring', 'funny')",0.7543377,0.6798526,0.31747127,0.30622023,0.3832254,0.3249261,-0.0582993
16,-1.0566224,-1.1306984,"('unpopular', 'popular')",-0.20493898,-0.24947375,0.6137745,0.5778605,-0.215929,-0.2674373,-0.0515083
17,-0.28518414,-0.24151069,"('nasty', 'nice')",0.019830145,0.103759244,-0.26990154,-0.15852948,-0.1784185,-0.0987603,0.0796582
18,-0.6164273,-0.6036005,"('disagreeable', 'welcoming')",0.29483923,0.50277376,-0.9893787,-1.1321075,-0.4369889,-0.4109781,0.0260108
19,-0.6787084,-0.7081706,"('inhospitable', 'hospitable')",-0.34198835,-0.32169652,0.45173135,0.3953548,-0.1896551,-0.2115041,-0.021849
20,0.06675373,0.15140988,"('rough', 'thoughtful')",0.5247492,0.74087155,-0.255027,-0.24641201,0.1121587,0.2152898,0.1031311
21,-0.13742675,-0.07285933,"('immoral', 'moral')",-0.02375403,0.10096142,-2.084657,-1.8893349,-0.7486126,-0.620411,0.1282016
22,-0.19172737,-0.24506514,"('untrustworthy', 'trustworthy')",0.15082502,0.16405809,-1.6091207,-1.5824468,-0.5500077,-0.5544846,-0.0044769
23,-0.021913875,-0.041604318,"('insincere', 'sincere')",-0.088971995,0.07177089,4.569628,4.3534737,1.4862472,1.4612134,-0.0250338
24,-0.1286157,-0.1204041,"('dishonest', 'honest')",0.35110927,0.47304747,0.20610398,0.18492463,0.1428658,0.1791893,0.0363235
25,-0.54242134,-0.5647944,"('egoistic', 'altruistic')",-0.41097116,-0.31719637,1.3622582,1.307423,0.1362886,0.1418107,0.0055221
26,1.5715053,1.3604083,"('hardhearted', 'benevolent')",3.0943286,3.0400767,2.1892328,1.9868104,2.2850223,2.1290986,-0.1559237
27,-0.07858322,-0.23629218,"('hardhearted', 'softhearted')",-0.48079622,-0.42497805,0.79743075,0.54214436,0.0793504,-0.0397086,-0.119059
28,-0.10466416,-0.21984899,"('disloyal', 'loyal')",0.32054818,0.26574424,0.43916264,0.28094357,0.2183489,0.1089463,-0.1094026
29,-0.46192142,-0.48750377,"('unfair', 'fair')",0.034695372,-0.017703041,-0.8539547,-0.94450957,-0.4270602,-0.4832388,-0.0561786
30,-0.08393483,-0.06486715,"('intolerant', 'tolerant')",0.039678443,0.15215506,-1.1507858,-0.9569221,-0.3983474,-0.2898781,0.1084693
31,-0.7987303,-0.7850872,"('evil', 'good')",-0.27899146,-0.3141206,0.1862892,-0.013187131,-0.2971442,-0.3707983,-0.0736541
32,0.09602494,0.026197001,"('unkind', 'kind')",0.26618564,0.30011177,0.12266565,-0.0011139922,0.1616254,0.1083983,-0.0532271
33,0.4540501,0.30937606,"('wrong', 'right')",0.5041228,0.48207057,-0.14316928,-0.255068,0.2716679,0.1787929,-0.092875
34,-0.043249037,0.12024139,"('mean', 'honorable')",0.03154292,0.22969511,5.2719846,5.213505,1.7534261,1.8544804,0.1010543
35,-0.034402363,-0.17417033,"('corrupt', 'incorrupt')",0.2528909,0.037610218,0.6354217,0.36417523,0.2846367,0.0758717,-0.208765
36,0.0009285435,-0.18551974,"('hostile', 'amicable')",-0.079716064,-0.24333319,1.1215119,0.80012167,0.3475748,0.1237562,-0.2238186
37,0.005585421,0.10566722,"('fake', 'genuine')",-0.24788287,-0.05686208,0.1395205,0.14038439,-0.034259,0.0630632,0.0973222
38,-0.23987332,-0.277792,"('untruthful', 'truthful')",-0.6675624,-0.6239763,0.10147863,0.14528783,-0.2686524,-0.2521602,0.0164922
39,0.3964246,0.5599577,"('exploitative', 'cooperative')",0.0672615,0.23147735,0.13311297,0.2912249,0.198933,0.3608867,0.1619537
40,0.346321,0.3839738,"('stingy', 'generous')",-0.3200431,-0.18569613,-2.4079669,-2.3621657,-0.7938964,-0.721296,0.0726004
41,0.6640032,0.66904557,"('unforgiving', 'forgiving')",0.29477325,0.3897379,-0.060472086,-0.20009582,0.2994348,0.2862292,-0.0132056
42,-0.47413802,-0.22048354,"('unreliable', 'reliable')",-0.26885504,0.107838705,-3.9626544,-3.6260898,-1.5685492,-1.2462449,0.3223043
43,-0.46383408,-0.25972012,"('irresponsible', 'responsible')",-0.49589774,-0.10848027,-0.43480486,-0.2443626,-0.4648456,-0.2041877,0.2606579
44,-1.6409255,-1.4548732,"('prejudiced', 'unprejudiced')",-1.947204,-1.7500432,-1.9165077,-1.7749355,-1.8348791,-1.6599506,0.1749285
45,-0.07236904,-0.03905094,"('incompetent', 'competent')",0.8178939,0.95957005,-1.0353914,-0.9562633,-0.0966222,-0.0119147,0.0847075
46,-0.037311427,0.036371335,"('uncompetitive', 'competitive')",-0.12950438,0.015609004,-0.7804259,-0.60030645,-0.3157472,-0.1827754,0.1329718
47,0.11177744,0.22874889,"('stupid', 'smart')",0.7725514,0.95127004,4.019395,3.981604,1.6345746,1.720541,0.0859664
48,-0.004552737,0.056480847,"('unintelligent', 'intelligent')",-0.2224592,-0.0842253,-1.6432599,-1.5767618,-0.6234239,-0.5348354,0.0885885
49,-0.2384021,-0.17793025,"('unable', 'able')",-0.39514622,-0.2747547,-0.79610574,-0.73820144,-0.4765514,-0.3969621,0.0795893
50,0.09677263,0.03502962,"('clumsy', 'skillful')",1.2005064,1.1611345,0.20985596,0.09991892,0.5023783,0.4320277,-0.0703506
51,-0.38469622,-0.38278702,"('uneducated', 'educated')",0.419188,0.42374977,-1.0637655,-1.016934,-0.3430912,-0.3253238,0.0177674
52,-0.559831,-0.74341196,"('irrational', 'rational')",-0.20241305,-0.3029162,0.40851748,0.14641814,-0.1179089,-0.29997,-0.1820611
53,-0.8276034,-0.9981157,"('uncreative', 'creative')",0.45547494,0.45108086,0.88171816,0.7754999,0.1698632,0.076155,-0.0937082
54,-0.89254546,-0.96587044,"('incapable', 'capable')",-0.20256396,-0.107610375,0.57800573,0.49023062,-0.1723679,-0.1944167,-0.0220488
55,-0.22837634,-0.14227493,"('incompetent', 'clever')",0.18627971,0.41770262,-1.6207442,-1.3890909,-0.5542803,-0.3712211,0.1830592
56,1.0794992,1.1829236,"('impractical', 'practical')",0.23893285,0.34289294,-1.4078152,-1.1414232,-0.0297944,0.1281311,0.1579255
57,0.017941047,-0.039546646,"('unimaginative', 'imaginative')",-0.03743024,0.049172603,-3.0670145,-2.8626537,-1.0288346,-0.9510093,0.0778253
58,1.2753073,1.1869471,"('undiscriminating', 'discriminating')",0.76198936,0.7580939,0.72020113,0.6875601,0.9191659,0.8775337,-0.0416322
59,-0.16810223,-0.20340985,"('foolish', 'wise')",0.95372504,0.8891501,0.104217045,-0.05611394,0.2966133,0.2098754,-0.0867379
60,0.96066,1.1473886,"('inefficient', 'efficient')",0.20498024,0.47774076,-1.4585238,-1.0491066,-0.0976278,0.1920076,0.2896354
61,0.66155434,0.5033271,"('illogical', 'logical')",0.76964235,0.68743074,0.05562204,-0.0076185204,0.4956063,0.3943797,-0.1012266
62,-0.5249242,-0.32875437,"('incompetent', 'brilliant')",-0.5872289,-0.25846153,-1.5822122,-1.253252,-0.8981218,-0.6134893,0.2846325
63,0.38889703,0.42236686,"('unperceptive', 'insightful')",0.8470408,1.0710881,-0.3863152,-0.24291605,0.2832075,0.4168463,0.1336388
64,-0.027231533,0.06534879,"('shy', 'confident')",-0.3020156,-0.20711151,-6.480535,-6.0388384,-2.2699273,-2.0602004,0.2097269
65,0.21674402,0.32726118,"('insecure', 'secure')",0.16630769,0.25187033,-1.0945808,-0.8547842,-0.2371764,-0.0918842,0.1452922
66,-0.044654157,-0.061703946,"('inactive', 'active')",1.0049587,1.0282269,1.6989619,1.6686832,0.8864222,0.8784021,-0.0080201
67,0.51935685,0.67157805,"('doubtful', 'determined')",0.08580947,0.17941295,-1.0064174,-0.8132431,-0.1337504,0.0125826,0.146333
68,-0.61263746,-0.5992496,"('dependent', 'independent')",-0.7154285,-0.75951517,-1.6681103,-1.6398944,-0.9987254,-0.999553,-0.0008276
69,1.3805678,1.3276218,"('lazy', 'industrious')",0.7416824,0.52572334,0.20328462,0.15221219,0.7751783,0.6685191,-0.1066592
70,-0.36277664,-0.2572447,"('lethargic', 'energetic')",0.19309613,0.4632957,-1.0074441,-0.81755763,-0.3923749,-0.2038355,0.1885394
71,0.120894924,0.07775214,"('diffident', 'self-confident')",0.041098967,0.075451925,0.11246742,0.08099527,0.0914871,0.0780664,-0.0134207
72,-0.04323744,-0.025985021,"('unambitious', 'ambitious')",-0.5946619,-0.52467996,-0.9269924,-0.90318066,-0.5216306,-0.4846152,0.0370154
73,0.36995518,0.3571949,"('helpless', 'self-reliant')",-0.47523805,-0.4753215,-3.0966995,-2.9481509,-1.0673274,-1.0220925,0.0452349
74,0.6449904,0.6429844,"('undedicated', 'dedicated')",0.8779796,1.0316036,0.040061392,-0.008566513,0.5210104,0.5553405,0.0343301
75,-0.40181836,-0.41446796,"('meek', 'impulsive')",-0.37620366,-0.43556356,0.3296019,0.42742622,-0.1494734,-0.1408684,0.008605
76,-0.32534268,-0.13256326,"('anxious', 'daring')",0.21439919,0.58422333,-1.3085445,-0.9961501,-0.4731627,-0.1814967,0.291666
77,-0.2580862,-0.2065281,"('unmotivated', 'motivated')",-0.8029336,-0.70002925,-1.0664529,-0.84225214,-0.7091575,-0.5829365,0.126221
78,0.5248143,0.45998,"('nonresilient', 'resilient')",0.15798333,0.23501113,0.75453424,0.7460232,0.4791106,0.4803381,0.0012275
79,-0.22907503,-0.29821086,"('wavering', 'unwavering')",0.31079572,0.19186713,0.36416036,0.26025146,0.148627,0.0513026,-0.0973244
