,site_male,site_female,tuple,centers_male,centers_female,corp_male,corp_female,average_male,average_female,female-male
0,0.617675,0.5432043,"('unsociable', 'sociable')",1.7206832,1.7174639,-0.23077273,-0.33229658,0.7025285,0.6427906,-0.0597379
1,-0.8559778,-0.83082443,"('unfriendly', 'friendly')",-0.54781693,-0.53587145,1.5906045,1.5045452,0.0622699,0.0459498,-0.0163201
2,0.008983366,0.039244436,"('unlikable', 'likable')",0.5864839,0.6693744,0.59635764,0.6376653,0.397275,0.4487614,0.0514864
3,-0.10197893,-0.03001852,"('repellent', 'pleasant')",0.5026701,0.63732827,0.92578185,0.9435053,0.4421577,0.5169384,0.0747807
4,-1.7382444,-1.6303178,"('disliked', 'liked')",-0.7796059,-0.6915664,-7.227415,-7.273364,-3.248422,-3.1984161,0.0500059
5,-2.2687347,-2.2003045,"('distant', 'outgoing')",-0.94649273,-0.9421494,-0.3141658,-0.26920262,-1.1764644,-1.1372189,0.0392455
6,-2.1604974,-2.1116786,"('distant', 'open')",-1.1359255,-1.1335138,-0.05952256,0.0138751995,-1.1186485,-1.0771058,0.0415427
7,1.639134,1.5881914,"('insensitive', 'sensitive')",1.8243939,1.9630656,0.13240072,0.18900289,1.1986429,1.2467534,0.0481105
8,-0.690296,-0.7278432,"('unaffectionate', 'affectionate')",-0.72455204,-0.75205123,1.0441654,1.0442172,-0.1235609,-0.1452257,-0.0216648
9,0.2257956,0.2312149,"('unaffectionate', 'caring')",0.75335884,0.8343016,1.7055013,1.8178754,0.8948852,0.9611306,0.0662454
10,1.5344536,1.4644333,"('unsympathetic', 'sympathetic')",1.520747,1.6670446,-0.2469919,-0.10962497,0.9360696,1.0072843,0.0712147
11,1.7222954,1.7280787,"('unhelpful', 'helpful')",2.4832022,2.5816588,2.0336235,2.1178348,2.0797071,2.1425241,0.062817
12,1.522106,1.5858645,"('unsupportive', 'supportive')",1.9823649,2.2462459,-2.2372622,-2.124807,0.4224029,0.5691012,0.1466983
13,1.5029746,1.3222007,"('impolite', 'polite')",1.1423347,1.0330052,-0.58874905,-0.52383304,0.6855202,0.6104577,-0.0750625
14,2.4709163,2.4178572,"('antisocial', 'social')",2.3728566,2.4206488,-0.3467995,-0.4343608,1.4989912,1.4680483,-0.0309429
15,-0.20334442,-0.31272298,"('boring', 'funny')",0.09007722,-0.09406763,0.19734463,0.18045047,0.0280258,-0.0754467,-0.1034725
16,-1.2825097,-1.3174176,"('unpopular', 'popular')",-0.3946267,-0.3900748,0.34477094,0.31010714,-0.4441218,-0.4657951,-0.0216733
17,-0.29447192,-0.2663619,"('nasty', 'nice')",-0.14427543,-0.1509144,-0.20670748,-0.16384703,-0.2151516,-0.1937078,0.0214438
18,-0.6124946,-0.62550706,"('disagreeable', 'welcoming')",0.20465216,0.27757278,-0.7724719,-0.8471463,-0.3934381,-0.3983602,-0.0049221
19,-2.3831682,-2.3673174,"('inhospitable', 'hospitable')",-1.5310835,-1.5511276,-0.6617162,-0.64136314,-1.5253226,-1.5199361,0.0053865
20,0.84763473,0.7838694,"('rough', 'thoughtful')",0.21837291,0.2556812,0.75558376,0.70644665,0.6071971,0.5819991,-0.025198
21,1.6643246,1.6494539,"('immoral', 'moral')",2.0394003,2.1534617,-0.6151462,-0.5381599,1.0295262,1.0882519,0.0587257
22,0.6573133,0.63866156,"('untrustworthy', 'trustworthy')",1.88661,1.9432359,-0.60530424,-0.5697606,0.6462064,0.6707123,0.0245059
23,1.5874832,1.485983,"('insincere', 'sincere')",1.4517524,1.5514644,6.2578297,6.2655954,3.0990219,3.1010145,0.0019926
24,1.213957,1.2024596,"('dishonest', 'honest')",0.75889343,0.86889374,0.8569543,0.9353512,0.9432682,1.0022349,0.0589667
25,-0.3293998,-0.26853117,"('egoistic', 'altruistic')",-0.29612654,-0.34002432,1.1733372,1.0640523,0.1826036,0.1518323,-0.0307713
26,0.60312736,0.55368406,"('hardhearted', 'benevolent')",0.7244063,0.7382349,1.4519718,1.246368,0.9265018,0.8460957,-0.0804061
27,-0.072819695,-0.1240926,"('hardhearted', 'softhearted')",0.8003138,0.93963987,1.1599271,1.1365076,0.6291404,0.650685,0.0215446
28,0.8361201,0.70022875,"('disloyal', 'loyal')",0.18239823,0.075382344,1.0406846,0.9596349,0.686401,0.5784153,-0.1079857
29,-0.594978,-0.6512739,"('unfair', 'fair')",-0.7169545,-0.6680204,-0.66882557,-0.780935,-0.6602527,-0.7000764,-0.0398237
30,1.747175,1.6798031,"('intolerant', 'tolerant')",2.0757935,2.1217208,0.4650229,0.4809527,1.4293305,1.4274921,-0.0018384
31,-2.592549,-2.5561333,"('evil', 'good')",-1.7127539,-1.7700858,-0.72645557,-0.8101166,-1.6772529,-1.7121119,-0.034859
32,0.71243995,0.6591743,"('unkind', 'kind')",1.5942883,1.661348,1.1447955,1.0768285,1.1505079,1.1324503,-0.0180576
33,0.6905397,0.5948361,"('wrong', 'right')",0.13988444,0.030094527,-0.2593994,-0.31753623,0.1903416,0.1024648,-0.0878768
34,0.25293446,0.30843118,"('mean', 'honorable')",-0.047448248,0.1524237,5.532206,5.629394,1.9125641,2.030083,0.1175189
