,heyday_male,heyday_female,tuple,average_male,average_female,female-male
0,0.6505043,0.47018254,"('unsociable', 'sociable')",0.6505043,0.4701825,-0.1803218
1,-0.12353368,-0.1625887,"('unfriendly', 'friendly')",-0.1235337,-0.1625887,-0.039055
2,0.00963144,0.10020014,"('unlikable', 'likable')",0.0096314,0.1002001,0.0905687
3,-0.118387714,-0.12968011,"('repellent', 'pleasant')",-0.1183877,-0.1296801,-0.0112924
4,-3.1248753,-3.1200047,"('disliked', 'liked')",-3.1248753,-3.1200047,0.0048706
5,-1.2852963,-1.1664716,"('distant', 'outgoing')",-1.2852963,-1.1664716,0.1188247
6,-1.532053,-1.4330122,"('distant', 'open')",-1.532053,-1.4330122,0.0990408
7,0.82046276,0.80657375,"('insensitive', 'sensitive')",0.8204628,0.8065737,-0.0138891
8,-0.33549172,-0.35011187,"('unaffectionate', 'affectionate')",-0.3354917,-0.3501119,-0.0146202
9,0.10796671,0.12935954,"('unaffectionate', 'caring')",0.1079667,0.1293595,0.0213928
10,0.45106837,0.36095086,"('unsympathetic', 'sympathetic')",0.4510684,0.3609509,-0.0901175
11,2.086276,2.1150815,"('unhelpful', 'helpful')",2.0862761,2.1150815,0.0288054
12,-0.7757234,-0.70691395,"('unsupportive', 'supportive')",-0.7757234,-0.7069139,0.0688095
13,0.34779745,0.30387005,"('impolite', 'polite')",0.3477975,0.3038701,-0.0439274
14,0.27939296,0.21452978,"('antisocial', 'social')",0.279393,0.2145298,-0.0648632
15,-0.22347464,-0.24511416,"('boring', 'funny')",-0.2234746,-0.2451142,-0.0216396
16,-0.21980757,-0.3511675,"('unpopular', 'popular')",-0.2198076,-0.3511675,-0.1313599
17,-0.6916112,-0.71674526,"('nasty', 'nice')",-0.6916112,-0.7167453,-0.0251341
18,-0.7002344,-0.59859014,"('disagreeable', 'welcoming')",-0.7002344,-0.5985901,0.1016443
19,-0.5182509,-0.48081666,"('inhospitable', 'hospitable')",-0.5182509,-0.4808167,0.0374342
20,-0.048282057,-0.10661727,"('rough', 'thoughtful')",-0.0482821,-0.1066173,-0.0583352
21,0.65310794,0.58771306,"('immoral', 'moral')",0.6531079,0.5877131,-0.0653948
22,0.5858208,0.52907383,"('untrustworthy', 'trustworthy')",0.5858208,0.5290738,-0.056747
23,3.7789478,3.7270312,"('insincere', 'sincere')",3.7789478,3.7270312,-0.0519166
24,1.1891605,1.1702427,"('dishonest', 'honest')",1.1891605,1.1702427,-0.0189178
25,-0.40864345,-0.41665748,"('egoistic', 'altruistic')",-0.4086435,-0.4166575,-0.008014
26,-0.21940418,-0.20984389,"('hardhearted', 'benevolent')",-0.2194042,-0.2098439,0.0095603
27,-0.31666684,-0.29337654,"('hardhearted', 'softhearted')",-0.3166668,-0.2933765,0.0232903
28,0.38610548,0.21188429,"('disloyal', 'loyal')",0.3861055,0.2118843,-0.1742212
29,-0.41842088,-0.48535958,"('unfair', 'fair')",-0.4184209,-0.4853596,-0.0669387
30,0.8103038,0.801998,"('intolerant', 'tolerant')",0.8103038,0.801998,-0.0083058
31,-2.329215,-2.342945,"('evil', 'good')",-2.329215,-2.3429451,-0.0137301
32,1.5354713,1.4004699,"('unkind', 'kind')",1.5354713,1.4004699,-0.1350014
33,-0.45044887,-0.45822352,"('wrong', 'right')",-0.4504489,-0.4582235,-0.0077746
34,2.316542,2.451359,"('mean', 'honorable')",2.3165419,2.451359,0.1348171
35,-1.0424751,-1.1120039,"('corrupt', 'incorrupt')",-1.0424751,-1.1120039,-0.0695288
36,-1.6370466,-1.7366302,"('hostile', 'amicable')",-1.6370466,-1.7366302,-0.0995836
37,0.45544693,0.3864513,"('fake', 'genuine')",0.4554469,0.3864513,-0.0689956
38,0.62289447,0.655438,"('untruthful', 'truthful')",0.6228945,0.655438,0.0325435
39,-0.2829703,-0.2487566,"('exploitative', 'cooperative')",-0.2829703,-0.2487566,0.0342137
40,-2.0643525,-2.0252476,"('stingy', 'generous')",-2.0643525,-2.0252476,0.0391049
41,0.14265326,0.13683856,"('unforgiving', 'forgiving')",0.1426533,0.1368386,-0.0058147
42,-1.2453474,-1.1809034,"('unreliable', 'reliable')",-1.2453474,-1.1809034,0.064444
43,0.8056442,0.862995,"('irresponsible', 'responsible')",0.8056442,0.862995,0.0573508
44,-0.61802876,-0.5771982,"('prejudiced', 'unprejudiced')",-0.6180288,-0.5771982,0.0408306
45,-0.30578613,-0.24108534,"('incompetent', 'competent')",-0.3057861,-0.2410853,0.0647008
46,0.11687556,-0.009491697,"('uncompetitive', 'competitive')",0.1168756,-0.0094917,-0.1263673
