,rowan_male,rowan_female,tuple,companies_male,companies_female,plc_male,plc_female,average_male,average_female,female-male
0,2.4922338,2.048052,"('unsociable', 'sociable')",1.5122719,1.226735,-0.6709607,-0.7197811,1.1111817,0.8516686,-0.2595131
1,-1.4394666,-1.3928504,"('unfriendly', 'friendly')",-0.53525174,-0.8495356,2.681046,2.5883105,0.2354426,0.1153082,-0.1201344
2,-0.15067296,-0.24679044,"('unlikable', 'likable')",0.30849874,0.39765218,0.27446207,0.3385809,0.144096,0.1631475,0.0190515
3,0.5657104,0.5430588,"('repellent', 'pleasant')",0.9191159,0.80840504,-0.3369997,-0.18556061,0.3826089,0.3886344,0.0060255
4,-2.3030157,-2.3297274,"('disliked', 'liked')",0.33546233,0.42607194,-4.601493,-4.790876,-2.189682,-2.2315105,-0.0418285
5,-3.3227303,-3.1785948,"('distant', 'outgoing')",-1.3232702,-1.2593583,0.8039392,0.7769367,-1.280687,-1.2203387,0.0603483
6,-3.8806248,-3.7524242,"('distant', 'open')",-1.9139751,-1.9223576,0.9191851,0.87204385,-1.6251383,-1.6009127,0.0242256
7,3.774142,3.1886835,"('insensitive', 'sensitive')",0.94071984,0.85027975,0.83543766,0.9123199,1.8500999,1.6504278,-0.1996721
8,-0.37935954,-0.28620675,"('unaffectionate', 'affectionate')",-0.3632276,-0.5204489,1.474008,1.324953,0.2438069,0.1727658,-0.0710411
9,0.9363455,0.9185738,"('unaffectionate', 'caring')",0.16512388,-0.015350416,1.7373517,1.6990455,0.9462736,0.867423,-0.0788506
10,4.636991,3.9377315,"('unsympathetic', 'sympathetic')",1.4280387,1.0428848,-0.46961388,-0.4057623,1.8651385,1.5249515,-0.340187
11,1.8719902,1.6573758,"('unhelpful', 'helpful')",0.7810445,0.783125,1.4128361,1.511433,1.3552903,1.3173113,-0.037979
12,2.6335237,2.4108112,"('unsupportive', 'supportive')",1.5393221,1.6135269,-0.98357373,-0.9202219,1.0630907,1.0347055,-0.0283852
13,2.7731423,2.385387,"('impolite', 'polite')",1.032777,0.97879356,-0.72844636,-0.68795747,1.0258242,0.8920743,-0.1337499
14,4.2161484,3.5518222,"('antisocial', 'social')",2.7451556,2.6269898,0.23149541,0.27868658,2.3975997,2.1524995,-0.2451002
15,0.39116153,0.20179784,"('boring', 'funny')",-0.85290515,-0.807524,0.5006222,0.45210096,0.0129595,-0.0512084,-0.0641679
16,-3.056313,-2.8433464,"('unpopular', 'popular')",-1.6608179,-1.3706027,-0.1122064,-0.05998686,-1.609779,-1.4246454,0.1851336
17,-0.8081415,-1.0019906,"('nasty', 'nice')",-0.2190536,-0.20239462,-0.59505206,-0.59491634,-0.5407491,-0.5997672,-0.0590181
18,-0.6094375,-0.47444242,"('disagreeable', 'welcoming')",-0.7548962,-0.5365348,-0.64094007,-0.57430625,-0.6684246,-0.5284278,0.1399968
19,-2.334898,-2.0910776,"('inhospitable', 'hospitable')",-1.5919281,-1.6415502,0.19244035,0.14817818,-1.2447952,-1.1948166,0.0499786
20,0.48849347,0.32929504,"('rough', 'thoughtful')",-0.5124056,-0.44181165,0.89857787,0.84498113,0.2915552,0.2441549,-0.0474003
21,2.287401,1.9866763,"('immoral', 'moral')",0.8824312,0.8266702,-1.5372094,-1.4202719,0.5442076,0.4643583,-0.0798493
