,dam_male,dam_female,tuple,average_male,average_female,female-male
0,0.826575,0.561274,"('unsociable', 'sociable')",0.826575,0.561274,-0.265301
1,0.95687747,0.7912072,"('unfriendly', 'friendly')",0.9568775,0.7912072,-0.1656703
2,0.46341616,0.48782396,"('unlikable', 'likable')",0.4634162,0.487824,0.0244078
3,0.23792285,0.5049485,"('repellent', 'pleasant')",0.2379228,0.5049485,0.2670257
4,-6.9323754,-7.2859435,"('disliked', 'liked')",-6.9323754,-7.2859435,-0.3535681
5,-0.64462817,-0.7485068,"('distant', 'outgoing')",-0.6446282,-0.7485068,-0.1038786
6,-0.37601182,-0.48028514,"('distant', 'open')",-0.3760118,-0.4802851,-0.1042733
7,1.2737775,1.2763835,"('insensitive', 'sensitive')",1.2737775,1.2763835,0.002606
8,0.7934659,0.7576279,"('unaffectionate', 'affectionate')",0.7934659,0.7576279,-0.035838
9,1.4479079,1.4489377,"('unaffectionate', 'caring')",1.4479079,1.4489377,0.0010298
10,1.031064,1.0380422,"('unsympathetic', 'sympathetic')",1.031064,1.0380422,0.0069782
11,2.3796918,2.1232631,"('unhelpful', 'helpful')",2.3796918,2.1232631,-0.2564287
12,-1.1048803,-1.232597,"('unsupportive', 'supportive')",-1.1048803,-1.232597,-0.1277167
13,0.170121,0.17238837,"('impolite', 'polite')",0.170121,0.1723884,0.0022674
14,0.5885659,0.63311297,"('antisocial', 'social')",0.5885659,0.633113,0.0445471
15,0.6346119,0.45229557,"('boring', 'funny')",0.6346119,0.4522956,-0.1823163
16,-0.5153296,-0.6397617,"('unpopular', 'popular')",-0.5153296,-0.6397617,-0.1244321
17,-0.70215625,-0.60827583,"('nasty', 'nice')",-0.7021562,-0.6082758,0.0938804
18,-1.1432372,-1.0344293,"('disagreeable', 'welcoming')",-1.1432372,-1.0344293,0.1088079
19,-0.8647295,-0.8993776,"('inhospitable', 'hospitable')",-0.8647295,-0.8993776,-0.0346481
20,-0.1616488,-0.07075687,"('rough', 'thoughtful')",-0.1616488,-0.0707569,0.0908919
21,-0.11032561,0.035827223,"('immoral', 'moral')",-0.1103256,0.0358272,0.1461528
22,0.013383575,-0.020002155,"('untrustworthy', 'trustworthy')",0.0133836,-0.0200022,-0.0333858
23,5.8225207,5.9537597,"('insincere', 'sincere')",5.8225207,5.9537597,0.131239
24,1.4963332,1.5797906,"('dishonest', 'honest')",1.4963332,1.5797906,0.0834574
25,0.1881907,0.029081635,"('egoistic', 'altruistic')",0.1881907,0.0290816,-0.1591091
26,1.0469531,0.7576504,"('hardhearted', 'benevolent')",1.0469531,0.7576504,-0.2893027
27,0.87317306,0.84450424,"('hardhearted', 'softhearted')",0.8731731,0.8445042,-0.0286689
28,0.6752746,0.54542327,"('disloyal', 'loyal')",0.6752746,0.5454233,-0.1298513
29,-0.35257638,-0.4637801,"('unfair', 'fair')",-0.3525764,-0.4637801,-0.1112037
30,1.3478925,1.224012,"('intolerant', 'tolerant')",1.3478925,1.224012,-0.1238805
31,-1.9068875,-1.924174,"('evil', 'good')",-1.9068875,-1.924174,-0.0172865
32,1.0277791,0.93458676,"('unkind', 'kind')",1.0277791,0.9345868,-0.0931923
33,-0.28507775,-0.28339633,"('wrong', 'right')",-0.2850778,-0.2833963,0.0016815
34,3.6836257,3.9062378,"('mean', 'honorable')",3.6836257,3.9062378,0.2226121
35,-1.4098707,-1.5667076,"('corrupt', 'incorrupt')",-1.4098707,-1.5667076,-0.1568369
36,-1.1955507,-1.3465453,"('hostile', 'amicable')",-1.1955507,-1.3465453,-0.1509946
37,0.13152862,0.16692811,"('fake', 'genuine')",0.1315286,0.1669281,0.0353995
38,0.5095514,0.31717724,"('untruthful', 'truthful')",0.5095514,0.3171772,-0.1923742
39,0.06547442,0.20721215,"('exploitative', 'cooperative')",0.0654744,0.2072122,0.1417378
40,-1.8675685,-1.9348016,"('stingy', 'generous')",-1.8675685,-1.9348016,-0.0672331
41,0.8051293,0.575941,"('unforgiving', 'forgiving')",0.8051293,0.575941,-0.2291883
42,-2.0324223,-2.0278015,"('unreliable', 'reliable')",-2.0324223,-2.0278015,0.0046208
43,1.6345181,1.5999951,"('irresponsible', 'responsible')",1.6345181,1.5999951,-0.034523
44,-1.3783087,-1.3450369,"('prejudiced', 'unprejudiced')",-1.3783087,-1.3450369,0.0332718
45,0.32074624,0.13022414,"('incompetent', 'competent')",0.3207462,0.1302241,-0.1905221
46,-0.37365532,-0.42655244,"('uncompetitive', 'competitive')",-0.3736553,-0.4265524,-0.0528971
47,5.016022,5.2531576,"('stupid', 'smart')",5.0160222,5.2531576,0.2371354
48,0.8355799,0.88282984,"('unintelligent', 'intelligent')",0.8355799,0.8828298,0.0472499
49,-0.59763145,-0.44991574,"('unable', 'able')",-0.5976315,-0.4499157,0.1477158
50,-1.165842,-1.0776317,"('clumsy', 'skillful')",-1.1658421,-1.0776317,0.0882104
51,0.013518723,0.04605854,"('uneducated', 'educated')",0.0135187,0.0460585,0.0325398
52,-0.46753317,-0.6731505,"('irrational', 'rational')",-0.4675332,-0.6731505,-0.2056173
53,0.21574308,0.02279313,"('uncreative', 'creative')",0.2157431,0.0227931,-0.19295
54,0.74730164,0.78911614,"('incapable', 'capable')",0.7473016,0.7891161,0.0418145
55,1.0892704,1.1155919,"('incompetent', 'clever')",1.0892704,1.1155919,0.0263215
56,1.3064544,1.2297331,"('impractical', 'practical')",1.3064544,1.2297331,-0.0767213
57,-2.158935,-2.3563037,"('unimaginative', 'imaginative')",-2.1589351,-2.3563037,-0.1973686
58,-0.3805135,-0.42835522,"('undiscriminating', 'discriminating')",-0.3805135,-0.4283552,-0.0478417
59,0.07295391,0.028435757,"('foolish', 'wise')",0.0729539,0.0284358,-0.0445181
60,0.5147162,0.7233901,"('inefficient', 'efficient')",0.5147162,0.7233901,0.2086739
61,0.6513517,0.47958514,"('illogical', 'logical')",0.6513517,0.4795851,-0.1717666
62,1.1764531,1.2410089,"('incompetent', 'brilliant')",1.1764531,1.2410089,0.0645558
63,0.7297208,0.6338129,"('unperceptive', 'insightful')",0.7297208,0.6338129,-0.0959079
64,-5.21294,-5.2852483,"('shy', 'confident')",-5.2129402,-5.2852483,-0.0723081
65,0.5877879,0.72678566,"('insecure', 'secure')",0.5877879,0.7267857,0.1389978
66,0.11196186,-0.0015849825,"('inactive', 'active')",0.1119619,-0.001585,-0.1135469
67,0.073241785,-0.024377309,"('doubtful', 'determined')",0.0732418,-0.0243773,-0.0976191
68,-1.2449358,-1.0992427,"('dependent', 'independent')",-1.2449358,-1.0992427,0.1456931
69,-1.5843344,-1.6357064,"('lazy', 'industrious')",-1.5843344,-1.6357064,-0.051372
70,1.1192542,1.1121552,"('lethargic', 'energetic')",1.1192542,1.1121552,-0.007099
71,-0.09851625,-0.066919886,"('diffident', 'self-confident')",-0.0985162,-0.0669199,0.0315963
72,0.674199,0.8243464,"('unambitious', 'ambitious')",0.674199,0.8243464,0.1501474
73,-3.6249728,-3.415725,"('helpless', 'self-reliant')",-3.6249728,-3.415725,0.2092478
74,-0.07600336,-0.1489403,"('undedicated', 'dedicated')",-0.0760034,-0.1489403,-0.0729369
75,-1.0445744,-1.1346586,"('meek', 'impulsive')",-1.0445744,-1.1346586,-0.0900842
76,0.37702787,0.47730786,"('anxious', 'daring')",0.3770279,0.4773079,0.10028
77,-1.1665248,-1.2040563,"('unmotivated', 'motivated')",-1.1665248,-1.2040563,-0.0375315
78,-0.67534757,-0.74807787,"('nonresilient', 'resilient')",-0.6753476,-0.7480779,-0.0727303
79,-0.33999178,-0.5463161,"('wavering', 'unwavering')",-0.3399918,-0.5463161,-0.2063243
