,mid_male,mid_female,tuple,america_male,america_female,apt_male,apt_female,communities_male,communities_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.9333326,-2.0884855,"('unsociable', 'sociable')",-1.0085422,-1.0521665,-0.104649395,-0.21834025,1.2263726,0.9475625,-0.34261334,-0.4520825,-0.432553,-0.5727024,-0.1401494
1,-0.6185241,-0.4695548,"('unfriendly', 'friendly')",-1.9899458,-2.1238613,-0.1585697,0.013681905,0.18603902,0.16200703,1.9079471,1.7111435,-0.1346107,-0.1413167,-0.006706
2,1.4195951,1.5143301,"('unlikable', 'likable')",0.5230483,0.49744973,0.6574644,0.7553826,0.4095825,0.520032,0.8780831,1.0069311,0.7775547,0.8588251,0.0812704
3,0.16767566,0.19971345,"('repellent', 'pleasant')",0.5801498,0.69717544,0.35188258,0.41432324,0.83858776,0.91887283,0.46661437,0.5381118,0.480982,0.5536393,0.0726573
4,0.41155922,0.5476878,"('disliked', 'liked')",-0.11369759,-0.11037455,-1.710247,-1.528061,-0.9968467,-0.87806934,-6.642565,-6.552341,-1.8103594,-1.7042316,0.1061278
5,0.8882903,1.1527776,"('distant', 'outgoing')",-1.4209148,-1.4415069,-1.1106294,-0.89685255,0.043755654,0.1767928,0.23085654,0.25742212,-0.2737283,-0.1502734,0.1234549
6,1.1057694,1.4118586,"('distant', 'open')",-1.056079,-0.97693443,-0.5922028,-0.33516595,-0.5711425,-0.45150584,0.7951324,0.7867952,-0.0637045,0.0870095,0.150714
7,-0.11408656,-0.11176852,"('insensitive', 'sensitive')",-0.4479227,-0.42626163,1.8201121,1.7460355,1.964677,2.0599663,0.9453643,0.9085,0.8336288,0.8352943,0.0016655
8,-0.17360517,-0.015924573,"('unaffectionate', 'affectionate')",-1.2587469,-1.3292191,-0.7156318,-0.5850485,-1.0914505,-0.9917659,0.5454502,0.423848,-0.5387968,-0.4996221,0.0391747
9,0.42975125,0.5908011,"('unaffectionate', 'caring')",-1.1276954,-1.1953729,1.1054195,1.2253257,0.8892467,0.99891365,1.3893499,1.3805139,0.5372144,0.6000363,0.0628219
10,-1.2907684,-1.286795,"('unsympathetic', 'sympathetic')",0.119779326,0.1905798,1.8606752,1.8203734,1.1210898,1.0851629,0.06593907,0.04840103,0.375343,0.3715444,-0.0037986
11,-0.009598449,0.014056422,"('unhelpful', 'helpful')",0.07421027,0.10779309,1.8119658,1.7849636,2.276798,2.3257866,2.5107198,2.6297808,1.3328191,1.3724761,0.039657
12,1.0184039,1.2313787,"('unsupportive', 'supportive')",0.6544742,0.7088379,1.9652236,2.2151449,2.2302785,2.5249605,-1.4260374,-1.2828029,0.8884686,1.0795037,0.1910351
13,-0.17690289,-0.34996405,"('impolite', 'polite')",0.298532,0.23702177,1.4183706,1.2575155,1.8710594,1.679106,-0.038918704,-0.17435199,0.6744281,0.5298655,-0.1445626
14,-1.4727556,-1.6177837,"('antisocial', 'social')",-0.11461925,-0.121999025,-0.1331968,-0.30793533,1.6996975,1.592112,-0.77984846,-0.7642137,-0.1601445,-0.243964,-0.0838195
15,-0.69539773,-0.7274866,"('boring', 'funny')",-0.0013432242,-0.020011874,0.8737159,0.8701534,0.6161791,0.6309379,0.54958975,0.5987287,0.2685488,0.2704643,0.0019155
16,-0.32159826,-0.3544047,"('unpopular', 'popular')",-0.9501358,-0.96483374,-1.4623804,-1.3496733,-0.85468674,-0.7683856,0.16533828,0.17382711,-0.6846926,-0.652694,0.0319986
17,0.62103885,0.72866344,"('nasty', 'nice')",-0.4756221,-0.39631963,0.51743305,0.6233942,0.7802559,0.8910029,0.025827043,0.11907923,0.2937865,0.393164,0.0993775
18,0.3670204,0.4129771,"('disagreeable', 'welcoming')",-0.16386881,-0.13457514,-1.0499513,-0.98732436,0.56670904,0.72583795,-0.046167057,-0.070445895,-0.0652515,-0.0107061,0.0545454
19,-0.027143385,0.19948249,"('inhospitable', 'hospitable')",0.23100397,0.3654092,-0.658865,-0.48899212,-0.6695386,-0.4933467,0.24910212,0.34749115,-0.1750882,-0.0139912,0.161097
20,-0.20951587,-0.22739819,"('rough', 'thoughtful')",-0.18801333,-0.1927259,0.87827003,0.835922,0.083064914,0.138459,1.2164707,1.1837441,0.3560553,0.3476002,-0.0084551
21,-0.42538357,-0.43562514,"('immoral', 'moral')",0.90951765,0.92971194,1.2072942,1.1611867,2.0131547,1.9291766,-0.18947671,-0.08351112,0.7030213,0.7001878,-0.0028335
22,0.17397292,0.11019966,"('untrustworthy', 'trustworthy')",0.4308225,0.34093475,0.1886963,0.111168966,1.587524,1.5150571,-0.48554754,-0.5638594,0.3790936,0.3027002,-0.0763934
23,-1.0347733,-1.0629195,"('insincere', 'sincere')",-0.17389354,-0.19587627,2.2609127,2.1510842,2.3856127,2.3867192,6.364772,6.234877,1.9605261,1.9027769,-0.0577492
24,-0.12578727,-0.13986817,"('dishonest', 'honest')",-0.28765562,-0.3835359,0.868117,0.7837805,0.63117605,0.5506451,0.9181783,0.80317664,0.4008057,0.3228396,-0.0779661
25,0.29085463,0.3073712,"('egoistic', 'altruistic')",-0.08691028,-0.05598533,-1.0809011,-1.0195096,-0.24783717,-0.2562905,1.3738996,1.3140342,0.0498211,0.057924,0.0081029
26,0.06716651,0.042949308,"('hardhearted', 'benevolent')",-0.66823906,-0.7878613,0.50603014,0.48706716,0.5460663,0.5955101,1.4024726,1.3132309,0.3706993,0.3301792,-0.0405201
27,-0.1651535,0.015102232,"('hardhearted', 'softhearted')",-0.7989123,-0.7949822,0.32805526,0.4259853,1.4711963,1.5838592,1.7289972,1.5991678,0.5128366,0.5658265,0.0529899
28,-0.30474842,-0.39599368,"('disloyal', 'loyal')",0.25581235,0.17363968,1.0290995,0.8475024,0.89613384,0.7342032,1.1135079,0.88654816,0.597961,0.4491799,-0.1487811
29,0.010518828,0.0023071915,"('unfair', 'fair')",-1.1289669,-1.2526157,-1.6176511,-1.7055408,-0.72581667,-0.7412197,-0.14045773,-0.3418774,-0.7204747,-0.8077892,-0.0873145
30,-0.54300433,-0.6650494,"('intolerant', 'tolerant')",-0.4760866,-0.5885023,1.740528,1.6490158,2.6052346,2.499521,0.8577491,0.8169193,0.8368841,0.7423809,-0.0945032
31,0.6491333,0.931028,"('evil', 'good')",-0.55464756,-0.5261094,-2.1690245,-1.8880451,-1.2417257,-1.0547982,-0.8692881,-0.89978737,-0.8371105,-0.6875424,0.1495681
32,0.023440855,-0.0092780795,"('unkind', 'kind')",0.07080206,-0.0011460073,1.0441331,0.95755005,1.0203313,0.96501344,1.4479942,1.2827034,0.7213403,0.6389686,-0.0823717
