,pea_male,pea_female,tuple,average_male,average_female,female-male
0,0.40589935,0.3518854,"('unsociable', 'sociable')",0.4058993,0.3518854,-0.0540139
1,1.2540057,1.2354983,"('unfriendly', 'friendly')",1.2540057,1.2354983,-0.0185074
2,0.84729266,0.96087384,"('unlikable', 'likable')",0.8472927,0.9608738,0.1135811
3,1.2449212,1.3820236,"('repellent', 'pleasant')",1.2449212,1.3820236,0.1371024
4,-6.7177463,-6.6445813,"('disliked', 'liked')",-6.7177463,-6.6445813,0.073165
5,-0.14636433,-0.07243474,"('distant', 'outgoing')",-0.1463643,-0.0724347,0.0739296
6,0.061012484,0.1566365,"('distant', 'open')",0.0610125,0.1566365,0.095624
7,1.7595406,1.773918,"('insensitive', 'sensitive')",1.7595406,1.773918,0.0143774
8,0.8007025,0.77071327,"('unaffectionate', 'affectionate')",0.8007025,0.7707133,-0.0299892
9,1.3246044,1.3640367,"('unaffectionate', 'caring')",1.3246044,1.3640367,0.0394323
10,1.7617735,1.7478262,"('unsympathetic', 'sympathetic')",1.7617735,1.7478262,-0.0139473
11,2.1926441,2.1707158,"('unhelpful', 'helpful')",2.1926441,2.1707158,-0.0219283
12,-0.8228418,-0.782278,"('unsupportive', 'supportive')",-0.8228418,-0.782278,0.0405638
13,0.59636176,0.49829227,"('impolite', 'polite')",0.5963618,0.4982923,-0.0980695
14,0.45910308,0.3643993,"('antisocial', 'social')",0.4591031,0.3643993,-0.0947038
15,0.30207655,0.3306594,"('boring', 'funny')",0.3020765,0.3306594,0.0285829
16,-0.55446243,-0.39539683,"('unpopular', 'popular')",-0.5544624,-0.3953968,0.1590656
17,0.07039781,0.06883048,"('nasty', 'nice')",0.0703978,0.0688305,-0.0015673
18,-0.008171514,0.0044869017,"('disagreeable', 'welcoming')",-0.0081715,0.0044869,0.0126584
19,-0.14310922,-0.08678915,"('inhospitable', 'hospitable')",-0.1431092,-0.0867892,0.05632
20,0.81112313,0.735993,"('rough', 'thoughtful')",0.8111231,0.735993,-0.0751301
21,0.77623665,0.83263385,"('immoral', 'moral')",0.7762367,0.8326339,0.0563972
22,0.33940542,0.2982872,"('untrustworthy', 'trustworthy')",0.3394054,0.2982872,-0.0411182
23,6.7222786,6.7322707,"('insincere', 'sincere')",6.7222786,6.7322707,0.0099921
24,2.456885,2.4670699,"('dishonest', 'honest')",2.4568851,2.4670699,0.0101848
25,0.23862766,0.18327726,"('egoistic', 'altruistic')",0.2386277,0.1832773,-0.0553504
26,-0.08301524,-0.08667009,"('hardhearted', 'benevolent')",-0.0830152,-0.0866701,-0.0036549
27,1.50207,1.387331,"('hardhearted', 'softhearted')",1.50207,1.387331,-0.114739
28,1.3511322,1.366912,"('disloyal', 'loyal')",1.3511322,1.366912,0.0157798
29,-0.07366527,-0.17108044,"('unfair', 'fair')",-0.0736653,-0.1710804,-0.0974151
30,1.2248604,1.1159794,"('intolerant', 'tolerant')",1.2248604,1.1159794,-0.108881
31,-1.433962,-1.4089521,"('evil', 'good')",-1.433962,-1.4089521,0.0250099
32,1.4804411,1.4025711,"('unkind', 'kind')",1.4804411,1.4025711,-0.07787
33,-0.7443665,-0.6529818,"('wrong', 'right')",-0.7443665,-0.6529818,0.0913847
34,4.3681946,4.5174904,"('mean', 'honorable')",4.3681946,4.5174904,0.1492958
35,-1.1363598,-1.176227,"('corrupt', 'incorrupt')",-1.1363598,-1.176227,-0.0398672
36,-1.387097,-1.3375942,"('hostile', 'amicable')",-1.387097,-1.3375942,0.0495028
37,1.0469122,1.0221164,"('fake', 'genuine')",1.0469122,1.0221164,-0.0247958
38,0.17975265,0.116759434,"('untruthful', 'truthful')",0.1797526,0.1167594,-0.0629932
39,0.250837,0.28535557,"('exploitative', 'cooperative')",0.250837,0.2853556,0.0345186
40,-0.78701186,-0.81431985,"('stingy', 'generous')",-0.7870119,-0.8143198,-0.0273079
41,0.005292382,-0.057536595,"('unforgiving', 'forgiving')",0.0052924,-0.0575366,-0.062829
42,-1.1685277,-1.1399364,"('unreliable', 'reliable')",-1.1685277,-1.1399364,0.0285913
43,1.7340046,1.639706,"('irresponsible', 'responsible')",1.7340046,1.639706,-0.0942986
44,-1.2909883,-1.4593408,"('prejudiced', 'unprejudiced')",-1.2909883,-1.4593408,-0.1683525
45,1.0442882,1.0845815,"('incompetent', 'competent')",1.0442882,1.0845815,0.0402933
46,0.014822204,0.09071762,"('uncompetitive', 'competitive')",0.0148222,0.0907176,0.0758954
47,5.408934,5.5121255,"('stupid', 'smart')",5.4089341,5.5121255,0.1031914
48,1.2201488,1.232147,"('unintelligent', 'intelligent')",1.2201488,1.232147,0.0119982
49,0.4289866,0.6235891,"('unable', 'able')",0.4289866,0.6235891,0.1946025
50,0.33893546,0.50153303,"('clumsy', 'skillful')",0.3389355,0.501533,0.1625975
51,1.1262509,1.153653,"('uneducated', 'educated')",1.1262509,1.153653,0.0274021
52,-0.5660506,-0.4572848,"('irrational', 'rational')",-0.5660506,-0.4572848,0.1087658
53,0.6270074,0.6191737,"('uncreative', 'creative')",0.6270074,0.6191737,-0.0078337
54,1.2517425,1.3980283,"('incapable', 'capable')",1.2517425,1.3980283,0.1462858
55,1.6010563,1.5892911,"('incompetent', 'clever')",1.6010563,1.5892911,-0.0117652
56,1.1512214,1.1412554,"('impractical', 'practical')",1.1512214,1.1412554,-0.009966
57,-2.05128,-1.9504058,"('unimaginative', 'imaginative')",-2.05128,-1.9504058,0.1008742
58,-0.09711747,-0.041587163,"('undiscriminating', 'discriminating')",-0.0971175,-0.0415872,0.0555303
59,0.15411372,0.33480066,"('foolish', 'wise')",0.1541137,0.3348007,0.180687
60,1.252176,1.1958839,"('inefficient', 'efficient')",1.252176,1.1958839,-0.0562921
61,0.70290804,0.64036196,"('illogical', 'logical')",0.702908,0.640362,-0.062546
62,2.2869172,2.3086329,"('incompetent', 'brilliant')",2.2869172,2.3086329,0.0217157
63,1.5480219,1.6462975,"('unperceptive', 'insightful')",1.5480219,1.6462975,0.0982756
64,-4.6757984,-4.664134,"('shy', 'confident')",-4.6757984,-4.664134,0.0116644
65,1.5304188,1.458456,"('insecure', 'secure')",1.5304188,1.458456,-0.0719628
66,0.026891284,0.098392524,"('inactive', 'active')",0.0268913,0.0983925,0.0715012
67,-0.816949,-0.79269063,"('doubtful', 'determined')",-0.816949,-0.7926906,0.0242584
68,0.09409459,0.15104926,"('dependent', 'independent')",0.0940946,0.1510493,0.0569547
69,-1.7869033,-1.7476252,"('lazy', 'industrious')",-1.7869033,-1.7476252,0.0392781
70,1.9692857,1.9982452,"('lethargic', 'energetic')",1.9692857,1.9982452,0.0289595
71,0.7597303,0.8909935,"('diffident', 'self-confident')",0.7597303,0.8909935,0.1312632
72,1.119566,1.1085478,"('unambitious', 'ambitious')",1.119566,1.1085478,-0.0110182
73,-2.7241967,-2.646215,"('helpless', 'self-reliant')",-2.7241967,-2.646215,0.0779817
74,0.5877878,0.508638,"('undedicated', 'dedicated')",0.5877878,0.508638,-0.0791498
75,-0.91360754,-0.81220293,"('meek', 'impulsive')",-0.9136075,-0.8122029,0.1014046
76,1.3921453,1.3511902,"('anxious', 'daring')",1.3921453,1.3511902,-0.0409551
77,-0.7289468,-0.70883846,"('unmotivated', 'motivated')",-0.7289468,-0.7088385,0.0201083
78,-0.2190818,-0.2054804,"('nonresilient', 'resilient')",-0.2190818,-0.2054804,0.0136014
79,-0.12596376,-0.0090930415,"('wavering', 'unwavering')",-0.1259638,-0.009093,0.1168708
80,0.42494223,0.35227156,"('dominated', 'dominating')",0.4249422,0.3522716,-0.0726706
81,0.66418433,0.69338113,"('submissive', 'aggressive')",0.6641843,0.6933811,0.0291968
82,6.235795,6.5145154,"('poor', 'rich')",6.235795,6.5145154,0.2787204
83,-0.21362668,-0.19840448,"('powerless', 'powerful')",-0.2136267,-0.1984045,0.0152222
84,-0.05964528,-0.013111141,"('inferior', 'superior')",-0.0596453,-0.0131111,0.0465342
85,-1.6111389,-1.5525767,"('insignificant', 'prestigious')",-1.6111389,-1.5525767,0.0585622
86,0.85537446,0.9206823,"('uninfluential', 'influential')",0.8553745,0.9206823,0.0653078
87,0.4118934,0.6046062,"('unsuccessful', 'successful')",0.4118934,0.6046062,0.1927128
88,0.29472688,0.40863407,"('low', 'eminent')",0.2947269,0.4086341,0.1139072
