,dynegy_male,dynegy_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.0182048,-1.2126076,"('unsociable', 'sociable')",-0.4412706,-0.63068765,-0.7297377,-0.9216477,-0.19191
1,-1.9381146,-1.9823924,"('unfriendly', 'friendly')",1.7453684,1.6664171,-0.0963731,-0.1579877,-0.0616146
2,0.16207275,0.21046083,"('unlikable', 'likable')",0.38538447,0.44146383,0.2737286,0.3259623,0.0522337
3,-0.48667353,-0.36034805,"('repellent', 'pleasant')",-0.08212574,0.024023272,-0.2843996,-0.1681624,0.1162372
4,-0.004124906,0.026935987,"('disliked', 'liked')",-5.8838673,-5.828927,-2.9439962,-2.9009955,0.0430007
5,-0.16146722,-0.062181655,"('distant', 'outgoing')",0.2968381,0.32552335,0.0676854,0.1316708,0.0639854
6,-0.58091563,-0.44820777,"('distant', 'open')",0.4636683,0.46148765,-0.0586237,0.0066399,0.0652636
7,-1.0461918,-0.9982701,"('insensitive', 'sensitive')",0.45074084,0.4348459,-0.2977255,-0.2817121,0.0160134
8,-1.5266426,-1.5139133,"('unaffectionate', 'affectionate')",0.6520714,0.5909411,-0.4372856,-0.4614861,-0.0242005
9,-1.964216,-1.9216623,"('unaffectionate', 'caring')",0.981932,1.012565,-0.491142,-0.4545487,0.0365933
10,-2.2281406,-2.285654,"('unsympathetic', 'sympathetic')",-0.6167007,-0.72681224,-1.4224206,-1.5062332,-0.0838126
11,-0.19365673,-0.25944,"('unhelpful', 'helpful')",1.7979338,1.8050739,0.8021386,0.7728169,-0.0293217
12,-0.9507849,-0.8956956,"('unsupportive', 'supportive')",-1.683054,-1.6825465,-1.3169194,-1.289121,0.0277984
13,-0.9107629,-1.0432143,"('impolite', 'polite')",-0.279461,-0.31331807,-0.595112,-0.6782662,-0.0831542
14,-0.00996023,-0.090994,"('antisocial', 'social')",-0.59685695,-0.68105704,-0.3034086,-0.3860255,-0.0826169
15,0.27044258,0.16025206,"('boring', 'funny')",0.5901664,0.54863584,0.4303045,0.354444,-0.0758605
16,0.036423326,0.121488415,"('unpopular', 'popular')",0.73764884,0.7511366,0.3870361,0.4363125,0.0492764
17,-0.3115088,-0.23013732,"('nasty', 'nice')",-0.2827982,-0.24715297,-0.2971535,-0.2386451,0.0585084
18,-0.54481286,-0.5666496,"('disagreeable', 'welcoming')",-0.22109702,-0.2835538,-0.382955,-0.4251017,-0.0421467
19,-0.44905743,-0.34119734,"('inhospitable', 'hospitable')",0.013647811,0.026226468,-0.2177048,-0.1574854,0.0602194
20,0.102529414,0.13551128,"('rough', 'thoughtful')",0.96375716,0.9106317,0.5331433,0.5230715,-0.0100718
21,-0.35905,-0.49597988,"('immoral', 'moral')",-0.5397778,-0.5816102,-0.4494139,-0.5387951,-0.0893812
22,-0.63493603,-0.6842145,"('untrustworthy', 'trustworthy')",-1.1310267,-1.1831208,-0.8829814,-0.9336677,-0.0506863
23,-1.008342,-1.0509572,"('insincere', 'sincere')",5.6371856,5.5898976,2.3144217,2.2694702,-0.0449515
