,detective_male,detective_female,tuple,average_male,average_female,female-male
0,0.3826683,0.30509737,"('unsociable', 'sociable')",0.3826683,0.3050974,-0.0775709
1,1.0930283,0.9780433,"('unfriendly', 'friendly')",1.0930283,0.9780433,-0.114985
2,0.41337952,0.521867,"('unlikable', 'likable')",0.4133795,0.521867,0.1084875
3,0.31752682,0.46616548,"('repellent', 'pleasant')",0.3175268,0.4661655,0.1486387
4,-7.429826,-7.5003405,"('disliked', 'liked')",-7.4298258,-7.5003405,-0.0705147
5,-0.55916697,-0.5970292,"('distant', 'outgoing')",-0.559167,-0.5970292,-0.0378622
6,-0.16383246,-0.2328035,"('distant', 'open')",-0.1638325,-0.2328035,-0.068971
7,0.73020744,0.77977854,"('insensitive', 'sensitive')",0.7302074,0.7797785,0.0495711
8,1.136657,1.0221272,"('unaffectionate', 'affectionate')",1.136657,1.0221272,-0.1145298
9,2.0266857,2.008816,"('unaffectionate', 'caring')",2.0266857,2.008816,-0.0178697
10,1.1247203,1.1415431,"('unsympathetic', 'sympathetic')",1.1247203,1.1415431,0.0168228
11,2.1820574,2.2670717,"('unhelpful', 'helpful')",2.1820574,2.2670717,0.0850143
12,-1.4423404,-1.4591528,"('unsupportive', 'supportive')",-1.4423404,-1.4591528,-0.0168124
13,0.098975025,0.14550215,"('impolite', 'polite')",0.098975,0.1455022,0.0465272
14,0.0018698638,0.037453074,"('antisocial', 'social')",0.0018699,0.0374531,0.0355832
15,0.13748945,0.07424489,"('boring', 'funny')",0.1374895,0.0742449,-0.0632446
16,0.2265746,0.21139598,"('unpopular', 'popular')",0.2265746,0.211396,-0.0151786
17,-0.19253588,-0.14753449,"('nasty', 'nice')",-0.1925359,-0.1475345,0.0450014
18,-0.6696003,-0.6860785,"('disagreeable', 'welcoming')",-0.6696003,-0.6860785,-0.0164782
19,-0.63655466,-0.5995844,"('inhospitable', 'hospitable')",-0.6365547,-0.5995844,0.0369703
20,0.3883652,0.40733847,"('rough', 'thoughtful')",0.3883652,0.4073385,0.0189733
21,-0.03907353,0.15348995,"('immoral', 'moral')",-0.0390735,0.1534899,0.1925634
22,-0.26262423,-0.24917836,"('untrustworthy', 'trustworthy')",-0.2626242,-0.2491784,0.0134458
23,6.561541,6.6239705,"('insincere', 'sincere')",6.5615411,6.6239705,0.0624294
24,1.600099,1.5276809,"('dishonest', 'honest')",1.600099,1.5276809,-0.0724181
25,0.45881817,0.37087804,"('egoistic', 'altruistic')",0.4588182,0.370878,-0.0879402
26,1.25665,1.1399957,"('hardhearted', 'benevolent')",1.25665,1.1399957,-0.1166543
27,1.0052177,0.8419168,"('hardhearted', 'softhearted')",1.0052177,0.8419168,-0.1633009
28,1.603019,1.558594,"('disloyal', 'loyal')",1.603019,1.558594,-0.044425
29,-0.77559185,-0.9110404,"('unfair', 'fair')",-0.7755919,-0.9110404,-0.1354485
30,0.622885,0.7256948,"('intolerant', 'tolerant')",0.622885,0.7256948,0.1028098
31,-1.7749325,-1.859832,"('evil', 'good')",-1.7749325,-1.859832,-0.0848995
32,1.7784657,1.739777,"('unkind', 'kind')",1.7784657,1.739777,-0.0386887
33,-0.26950118,-0.32049462,"('wrong', 'right')",-0.2695012,-0.3204946,-0.0509934
34,4.8470235,5.022001,"('mean', 'honorable')",4.8470235,5.0220008,0.1749773
35,-1.22057,-1.3562578,"('corrupt', 'incorrupt')",-1.22057,-1.3562578,-0.1356878
36,-0.41273934,-0.54155684,"('hostile', 'amicable')",-0.4127393,-0.5415568,-0.1288175
37,0.42480674,0.42331737,"('fake', 'genuine')",0.4248067,0.4233174,-0.0014893
38,0.32502943,0.36638078,"('untruthful', 'truthful')",0.3250294,0.3663808,0.0413514
39,-0.25081855,-0.16325435,"('exploitative', 'cooperative')",-0.2508186,-0.1632544,0.0875642
40,-2.5187593,-2.685501,"('stingy', 'generous')",-2.5187593,-2.6855011,-0.1667418
