,childhood_male,childhood_female,tuple,average_male,average_female,female-male
0,0.06960197,-0.15845513,"('unsociable', 'sociable')",0.069602,-0.1584551,-0.2280571
1,0.974292,0.9638675,"('unfriendly', 'friendly')",0.974292,0.9638675,-0.0104245
2,0.22756243,0.3899513,"('unlikable', 'likable')",0.2275624,0.3899513,0.1623889
3,0.6069454,0.5987733,"('repellent', 'pleasant')",0.6069454,0.5987733,-0.0081721
4,-7.203838,-7.3003235,"('disliked', 'liked')",-7.2038379,-7.3003235,-0.0964856
5,-0.43676734,-0.30548322,"('distant', 'outgoing')",-0.4367673,-0.3054832,0.1312841
6,-0.36163655,-0.23099683,"('distant', 'open')",-0.3616365,-0.2309968,0.1306397
7,0.5001739,0.44176137,"('insensitive', 'sensitive')",0.5001739,0.4417614,-0.0584125
8,1.1290809,1.192014,"('unaffectionate', 'affectionate')",1.1290809,1.192014,0.0629331
9,1.7579997,1.8464298,"('unaffectionate', 'caring')",1.7579997,1.8464298,0.0884301
10,0.83960897,0.82757443,"('unsympathetic', 'sympathetic')",0.839609,0.8275744,-0.0120346
11,2.1379385,2.1474836,"('unhelpful', 'helpful')",2.1379385,2.1474836,0.0095451
12,-1.4494288,-1.4351525,"('unsupportive', 'supportive')",-1.4494288,-1.4351525,0.0142763
13,0.33204168,0.25259507,"('impolite', 'polite')",0.3320417,0.2525951,-0.0794466
14,-0.04577578,-0.2312864,"('antisocial', 'social')",-0.0457758,-0.2312864,-0.1855106
15,0.8816998,0.78082436,"('boring', 'funny')",0.8816998,0.7808244,-0.1008754
16,-0.08445331,-0.060486883,"('unpopular', 'popular')",-0.0844533,-0.0604869,0.0239664
17,-0.1138605,-0.110770315,"('nasty', 'nice')",-0.1138605,-0.1107703,0.0030902
18,-0.39243644,-0.4948448,"('disagreeable', 'welcoming')",-0.3924364,-0.4948448,-0.1024084
19,-0.66882586,-0.5487183,"('inhospitable', 'hospitable')",-0.6688259,-0.5487183,0.1201076
20,0.6529,0.49640656,"('rough', 'thoughtful')",0.6529,0.4964066,-0.1564934
