,hillshire_male,hillshire_female,tuple,brands_male,brands_female,co_male,co_female,average_male,average_female,female-male
0,-0.07291356,-0.2012306,"('unsociable', 'sociable')",1.4583902,1.0182408,-0.1327809,-0.31462792,0.4175653,0.1674608,-0.2501045
1,-1.0651711,-1.1578115,"('unfriendly', 'friendly')",0.74239177,0.7089129,0.9864793,0.87116694,0.2212333,0.1407561,-0.0804772
2,0.614665,0.7320401,"('unlikable', 'likable')",0.85679823,0.96350956,0.57789755,0.82902205,0.6831203,0.841524,0.1584037
3,-0.06559605,0.15881118,"('repellent', 'pleasant')",-0.7975279,-0.7111916,0.4806392,0.4848657,-0.1274949,-0.0225049,0.10499
4,0.26514727,0.18427646,"('disliked', 'liked')",-0.24854255,-0.0326247,-6.658852,-6.6869946,-2.2140824,-2.1784476,0.0356348
5,-1.2944404,-1.1484588,"('distant', 'outgoing')",-0.4598014,-0.06562002,-0.6980303,-0.4916958,-0.8174241,-0.5685916,0.2488325
6,-1.8858044,-1.7084074,"('distant', 'open')",-0.9343575,-0.5160713,-0.53491783,-0.35311067,-1.1183599,-0.8591965,0.2591634
7,0.56788087,0.5547596,"('insensitive', 'sensitive')",1.061913,0.81699175,-0.17445737,-0.21163747,0.4851122,0.3867046,-0.0984076
8,-0.9370683,-1.0650865,"('unaffectionate', 'affectionate')",-0.39650515,-0.33921424,0.18479879,0.14459611,-0.3829249,-0.4199015,-0.0369766
9,-0.3773826,-0.49198356,"('unaffectionate', 'caring')",0.56775033,0.49661422,0.80432963,0.79556257,0.3315658,0.2667311,-0.0648347
10,0.62998754,0.52148455,"('unsympathetic', 'sympathetic')",0.95229197,0.5226749,-0.16819108,-0.3770284,0.4713628,0.222377,-0.2489858
11,0.36387393,0.4035108,"('unhelpful', 'helpful')",0.60331595,0.60560584,2.3594172,2.3030543,1.1088691,1.104057,-0.0048121
12,0.47002062,0.5721964,"('unsupportive', 'supportive')",1.0688593,1.1408889,-2.3250484,-2.219304,-0.2620562,-0.1687396,0.0933166
13,0.40491086,0.2895242,"('impolite', 'polite')",1.1351151,0.86498165,-0.11040011,-0.18850183,0.476542,0.3220013,-0.1545407
14,0.7953809,0.8161737,"('antisocial', 'social')",1.147035,0.9057075,0.020431243,-0.13510159,0.6542824,0.5289265,-0.1253559
15,-0.088418484,-0.16088036,"('boring', 'funny')",0.8324707,0.80503917,0.47849193,0.5896165,0.4075147,0.4112585,0.0037438
16,-0.8330378,-0.7321532,"('unpopular', 'popular')",-1.2027843,-0.81343883,0.074819796,0.18059441,-0.6536674,-0.4549992,0.1986682
17,-0.26038083,-0.17826232,"('nasty', 'nice')",-1.022881,-0.84134096,-0.15525249,-0.10814791,-0.4795048,-0.375917,0.1035878
18,-0.85080224,-0.5159295,"('disagreeable', 'welcoming')",-0.96137416,-0.5953087,-1.064932,-0.88486826,-0.9590362,-0.6653688,0.2936674
19,-0.8905666,-0.76986307,"('inhospitable', 'hospitable')",-0.74523103,-0.5534787,-0.60358036,-0.33360133,-0.7464593,-0.5523144,0.1941449
20,-0.07954488,0.028554639,"('rough', 'thoughtful')",0.44152832,0.5269858,0.23121932,0.22475153,0.1977343,0.2600973,0.062363
21,0.4499403,0.5756012,"('immoral', 'moral')",0.8131064,0.6388196,-0.9379991,-0.79705036,0.1083492,0.1391235,0.0307743
22,1.1058766,1.0564699,"('untrustworthy', 'trustworthy')",0.79941577,0.53501916,-0.18611184,-0.3109402,0.5730602,0.4268496,-0.1462106
23,0.4508705,0.509142,"('insincere', 'sincere')",1.116194,0.95970595,5.747423,5.669897,2.4381625,2.3795818,-0.0585807
24,0.58616155,0.47585136,"('dishonest', 'honest')",0.39850935,0.1973492,0.9668731,0.8340703,0.6505147,0.5024236,-0.1480911
25,-1.192306,-1.1980698,"('egoistic', 'altruistic')",-0.81240815,-0.6032814,0.737306,0.7064685,-0.4224694,-0.3649609,0.0575085
26,-0.25912046,-0.4267447,"('hardhearted', 'benevolent')",1.1655399,1.1756009,1.105557,0.98475575,0.6706587,0.5778706,-0.0927881
27,-0.8551529,-0.79755884,"('hardhearted', 'softhearted')",-0.0664816,-0.021519892,0.32457948,0.2621033,-0.1990183,-0.1856585,0.0133598
28,0.11960535,-0.10096551,"('disloyal', 'loyal')",-0.034865238,-0.19035722,1.2441262,1.00579,0.4429555,0.2381558,-0.2047997
29,-0.26024282,-0.2363539,"('unfair', 'fair')",-1.300996,-1.1909722,-0.7502605,-0.8535827,-0.7704997,-0.7603029,0.0101968
30,0.8304752,0.9571165,"('intolerant', 'tolerant')",1.6288278,1.618945,0.40336543,0.62950885,0.9542228,1.0685234,0.1143006
31,-1.6282432,-1.3879753,"('evil', 'good')",-2.0833642,-1.7361848,-1.1411068,-1.0074493,-1.6175715,-1.3772031,0.2403684
32,-0.030009223,-0.1573695,"('unkind', 'kind')",1.3184203,1.0230699,1.0546688,0.8729429,0.7810266,0.5795478,-0.2014788
33,0.042730726,0.07195883,"('wrong', 'right')",0.54691386,0.66874,-0.6705037,-0.61561865,-0.026953,0.0416934,0.0686464
34,-0.092667684,0.13455905,"('mean', 'honorable')",-0.3668692,-0.12471615,5.0446944,5.2451816,1.5283858,1.7516748,0.223289
35,-0.8434622,-0.8609295,"('corrupt', 'incorrupt')",-2.5099494,-2.2404225,-0.7247036,-0.6872459,-1.3593718,-1.2628659,0.0965059
36,-1.627929,-1.5484035,"('hostile', 'amicable')",-2.252886,-1.9635365,-0.41940615,-0.32486638,-1.433407,-1.2789354,0.1544716
37,1.0616622,1.0279567,"('fake', 'genuine')",0.031141868,-0.025849327,-0.038948435,-0.08480065,0.3512852,0.3057689,-0.0455163
38,0.3446209,0.34474418,"('untruthful', 'truthful')",-0.09590688,-0.022057606,0.12916692,0.12987058,0.1259603,0.1508524,0.0248921
39,1.26852,1.2650282,"('exploitative', 'cooperative')",1.5842285,1.5113856,0.670193,0.7606756,1.1743138,1.1790299,0.0047161
40,-0.061105534,-0.11560444,"('stingy', 'generous')",-0.571632,-0.606815,-2.8845937,-2.9516602,-1.1724438,-1.2246932,-0.0522494
41,0.111912504,0.2640222,"('unforgiving', 'forgiving')",-0.30506212,-0.2413115,0.32491753,0.38143444,0.0439226,0.134715,0.0907924
42,1.2215861,1.3132821,"('unreliable', 'reliable')",0.52151805,0.684466,-2.5434074,-2.4197488,-0.2667677,-0.1406669,0.1261008
