,epam_male,epam_female,tuple,systems_male,systems_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.2804454,-0.3298915,"('unsociable', 'sociable')",0.23547152,0.1600623,-0.19140965,-0.2910572,-0.0787945,-0.1536288,-0.0748343
1,-1.2501717,-1.3580751,"('unfriendly', 'friendly')",0.1463009,-0.023685656,1.815945,1.6102221,0.2373581,0.0761538,-0.1612043
2,0.7009137,0.7346503,"('unlikable', 'likable')",0.8141808,0.874788,0.65123373,0.72524506,0.7221094,0.7782278,0.0561184
3,0.040178534,0.21119371,"('repellent', 'pleasant')",0.41602924,0.68291324,-0.028792104,0.07749083,0.1424719,0.3238659,0.181394
4,-0.5141787,-0.57941794,"('disliked', 'liked')",-0.6953476,-0.8107721,-5.5442963,-5.547762,-2.2512741,-2.3126507,-0.0613766
5,-1.4893304,-1.5276234,"('distant', 'outgoing')",-1.003357,-1.0811658,-0.09727104,-0.14265293,-0.8633195,-0.9171474,-0.0538279
6,-2.2004757,-2.2246902,"('distant', 'open')",-1.6102673,-1.7161216,0.29714185,0.22895241,-1.1712004,-1.2372864,-0.066086
7,0.5464214,0.6744848,"('insensitive', 'sensitive')",0.41748515,0.590883,0.5939002,0.6767605,0.5192689,0.6473761,0.1281072
8,-1.7987747,-1.9025911,"('unaffectionate', 'affectionate')",-1.1404886,-1.2809513,0.26024267,0.13281764,-0.8930069,-1.0169082,-0.1239013
9,-1.4217644,-1.4621983,"('unaffectionate', 'caring')",-0.2836747,-0.38414687,0.9640793,0.93078214,-0.2471199,-0.3051877,-0.0580678
10,-0.5041517,-0.4409876,"('unsympathetic', 'sympathetic')",-0.37564018,-0.30185026,-0.28499386,-0.28549656,-0.3882619,-0.3427781,0.0454838
11,0.0849923,0.14709067,"('unhelpful', 'helpful')",1.1275259,1.2040337,1.7306854,1.7635711,0.9810678,1.0382318,0.057164
12,0.34771186,0.47045222,"('unsupportive', 'supportive')",0.5853194,0.7146586,-1.7009939,-1.6301876,-0.2559875,-0.1483589,0.1076286
13,0.659879,0.655173,"('impolite', 'polite')",0.43617103,0.47645557,0.10187664,0.13214684,0.3993089,0.4212584,0.0219495
14,1.2324219,1.328353,"('antisocial', 'social')",0.859294,0.99032485,-0.48039344,-0.41568005,0.5371075,0.6343326,0.0972251
15,-0.023523329,-0.117788054,"('boring', 'funny')",-0.3844679,-0.44580793,0.8477211,0.8379143,0.1465766,0.0914394,-0.0551372
16,-0.88441306,-0.9081218,"('unpopular', 'popular')",-0.4088495,-0.37699014,0.7014184,0.71851903,-0.1972814,-0.1888643,0.0084171
17,-0.020786956,0.046717327,"('nasty', 'nice')",-0.31971377,-0.26125157,-0.25760514,-0.23583779,-0.1993686,-0.150124,0.0492446
18,-0.4453653,-0.43196264,"('disagreeable', 'welcoming')",-0.20820877,-0.17646438,-0.41490337,-0.46110377,-0.3561592,-0.3565103,-0.0003511
19,-1.4454219,-1.4381423,"('inhospitable', 'hospitable')",-1.2130132,-1.2912793,0.068407215,0.062128402,-0.8633426,-0.8890978,-0.0257552
20,0.73134583,0.79674107,"('rough', 'thoughtful')",0.7358874,0.83634204,0.95534503,0.909654,0.8075261,0.847579,0.0400529
21,1.2227297,1.2431593,"('immoral', 'moral')",1.0879567,1.1098341,-0.45189828,-0.3949047,0.619596,0.6526963,0.0331003
22,0.6997485,0.78091615,"('untrustworthy', 'trustworthy')",0.51014405,0.5022425,-0.9685926,-0.952734,0.0804333,0.1101416,0.0297083
23,0.3067357,0.3603285,"('insincere', 'sincere')",0.857228,0.9789168,5.3157673,5.262611,2.1599104,2.2006187,0.0407083
24,0.3926877,0.4405286,"('dishonest', 'honest')",-0.935872,-0.92496806,0.6982361,0.6628204,0.0516839,0.0594603,0.0077764
25,-0.916502,-0.9663914,"('egoistic', 'altruistic')",0.3462209,0.31728917,1.13827,1.0970888,0.1893296,0.1493289,-0.0400007
26,-0.25245374,-0.34345886,"('hardhearted', 'benevolent')",0.24663818,0.23750718,1.4483008,1.3275201,0.4808284,0.4071895,-0.0736389
27,-0.5004462,-0.41655487,"('hardhearted', 'softhearted')",0.059205554,0.12860543,1.3831862,1.3563148,0.3139819,0.3561218,0.0421399
28,-0.52918243,-0.59131557,"('disloyal', 'loyal')",0.30077818,0.21374393,0.7162237,0.57635134,0.1626065,0.0662599,-0.0963466
29,-0.415906,-0.42023027,"('unfair', 'fair')",-0.6281119,-0.62585795,-0.6012585,-0.7559149,-0.5484255,-0.6006677,-0.0522422
30,1.4438232,1.4191402,"('intolerant', 'tolerant')",1.6836687,1.6695524,1.4210579,1.3717687,1.5161832,1.4868205,-0.0293627
31,-1.6849557,-1.6466541,"('evil', 'good')",-0.97258306,-1.0055226,-0.8048035,-0.91826296,-1.1541141,-1.1901466,-0.0360325
32,0.20221573,0.18615405,"('unkind', 'kind')",0.18852131,0.17625326,0.86509967,0.80005157,0.4186122,0.3874863,-0.0311259
33,0.592502,0.5107815,"('wrong', 'right')",0.020532131,-0.050871495,-0.40399912,-0.4697878,0.0696783,-0.0032926,-0.0729709
34,0.07246113,0.19309798,"('mean', 'honorable')",0.17443131,0.3363491,5.7743516,5.8293233,2.0070813,2.1195901,0.1125088
35,-0.8262037,-0.9496406,"('corrupt', 'incorrupt')",-1.2710289,-1.4300399,-0.21037832,-0.40052852,-0.7692037,-0.9267363,-0.1575326
36,-1.6916788,-1.805262,"('hostile', 'amicable')",-1.7468237,-1.9449543,0.25517634,0.034033127,-1.0611087,-1.2387277,-0.177619
37,0.23764461,0.28502497,"('fake', 'genuine')",-0.20880392,-0.19046395,0.10152933,0.10533512,0.0434567,0.066632,0.0231753
38,-0.5026067,-0.44523656,"('untruthful', 'truthful')",-0.5212808,-0.53227115,0.07818447,0.08650948,-0.3152343,-0.2969994,0.0182349
39,1.7127032,1.7547868,"('exploitative', 'cooperative')",1.557468,1.5754393,0.109408945,0.10358913,1.1265267,1.1446051,0.0180784
40,-0.11676183,-0.070734024,"('stingy', 'generous')",0.29878536,0.3723273,-1.2242463,-1.2693707,-0.3474076,-0.3225925,0.0248151
41,0.42590314,0.43688273,"('unforgiving', 'forgiving')",-0.12240432,-0.08199732,0.34212396,0.26197025,0.2152076,0.2056185,-0.0095891
42,0.68794155,0.78896713,"('unreliable', 'reliable')",-0.5661003,-0.47173423,-3.1338649,-3.0292637,-1.0040079,-0.9040103,0.0999976
43,0.4502297,0.5812498,"('irresponsible', 'responsible')",-0.12594406,-0.03091108,0.2198623,0.23953779,0.1813826,0.2632922,0.0819096
44,0.038139146,0.029832153,"('prejudiced', 'unprejudiced')",-0.5524109,-0.5786435,-1.4617336,-1.5148205,-0.6586684,-0.6878773,-0.0292089
45,0.07467373,0.24172768,"('incompetent', 'competent')",-0.04290144,0.10185259,-0.084870555,-0.059127763,-0.0176994,0.0948175,0.1125169
46,0.29664546,0.37239698,"('uncompetitive', 'competitive')",1.0141001,1.1479104,-0.69617945,-0.64759386,0.2048553,0.2909045,0.0860492
47,0.6932768,0.8288198,"('stupid', 'smart')",0.86936027,0.9741028,5.2374268,5.3228073,2.266688,2.3752433,0.1085553
