,statue_male,statue_female,tuple,average_male,average_female,female-male
0,0.92068803,0.58039397,"('unsociable', 'sociable')",0.920688,0.580394,-0.340294
1,1.0244968,1.0715753,"('unfriendly', 'friendly')",1.0244968,1.0715753,0.0470785
2,0.10568482,0.23577726,"('unlikable', 'likable')",0.1056848,0.2357773,0.1300925
3,0.82459867,0.729492,"('repellent', 'pleasant')",0.8245987,0.729492,-0.0951067
4,-6.793904,-6.9759264,"('disliked', 'liked')",-6.7939038,-6.9759264,-0.1820226
5,-0.9371863,-0.8181598,"('distant', 'outgoing')",-0.9371863,-0.8181598,0.1190265
6,-1.0663713,-0.88270193,"('distant', 'open')",-1.0663713,-0.8827019,0.1836694
7,1.4029546,1.329406,"('insensitive', 'sensitive')",1.4029546,1.329406,-0.0735486
8,0.44191295,0.6354953,"('unaffectionate', 'affectionate')",0.4419129,0.6354953,0.1935824
9,1.6113105,1.7998309,"('unaffectionate', 'caring')",1.6113105,1.7998309,0.1885204
10,1.4110371,1.4195454,"('unsympathetic', 'sympathetic')",1.4110371,1.4195454,0.0085083
11,2.7096236,2.7779243,"('unhelpful', 'helpful')",2.7096236,2.7779243,0.0683007
12,-0.98717874,-1.03852,"('unsupportive', 'supportive')",-0.9871787,-1.03852,-0.0513413
13,0.83590806,0.6203127,"('impolite', 'polite')",0.8359081,0.6203127,-0.2155954
14,0.5761557,0.3039768,"('antisocial', 'social')",0.5761557,0.3039768,-0.2721789
15,0.9723761,0.87086076,"('boring', 'funny')",0.9723761,0.8708608,-0.1015153
16,0.30703002,0.18219435,"('unpopular', 'popular')",0.30703,0.1821944,-0.1248356
17,0.23004302,0.24454689,"('nasty', 'nice')",0.230043,0.2445469,0.0145039
18,-0.74579513,-0.83381194,"('disagreeable', 'welcoming')",-0.7457951,-0.8338119,-0.0880168
19,-0.73385376,-0.6389773,"('inhospitable', 'hospitable')",-0.7338538,-0.6389773,0.0948765
20,0.52478516,0.4803213,"('rough', 'thoughtful')",0.5247852,0.4803213,-0.0444639
21,0.67305845,0.6657765,"('immoral', 'moral')",0.6730585,0.6657765,-0.007282
22,-0.3572851,-0.45872575,"('untrustworthy', 'trustworthy')",-0.3572851,-0.4587258,-0.1014407
23,6.7793837,6.7687993,"('insincere', 'sincere')",6.7793837,6.7687993,-0.0105844
24,1.8569328,1.8803476,"('dishonest', 'honest')",1.8569328,1.8803476,0.0234148
25,0.040313333,-0.004351549,"('egoistic', 'altruistic')",0.0403133,-0.0043515,-0.0446648
26,0.5766184,0.46568933,"('hardhearted', 'benevolent')",0.5766184,0.4656893,-0.1109291
27,0.6968748,0.65372366,"('hardhearted', 'softhearted')",0.6968748,0.6537237,-0.0431511
28,1.3252363,1.3025062,"('disloyal', 'loyal')",1.3252363,1.3025062,-0.0227301
29,-1.0315702,-1.0823878,"('unfair', 'fair')",-1.0315702,-1.0823878,-0.0508176
30,1.5855814,1.4873657,"('intolerant', 'tolerant')",1.5855814,1.4873657,-0.0982157
31,-2.156776,-2.1215215,"('evil', 'good')",-2.156776,-2.1215215,0.0352545
32,1.739295,1.599946,"('unkind', 'kind')",1.739295,1.599946,-0.139349
33,-0.116426274,-0.13913697,"('wrong', 'right')",-0.1164263,-0.139137,-0.0227107
34,4.7618384,4.9674287,"('mean', 'honorable')",4.7618384,4.9674287,0.2055903
35,-1.3705618,-1.4925892,"('corrupt', 'incorrupt')",-1.3705618,-1.4925892,-0.1220274
36,-1.5453601,-1.4962451,"('hostile', 'amicable')",-1.5453601,-1.4962451,0.049115
37,0.062877186,0.16211548,"('fake', 'genuine')",0.0628772,0.1621155,0.0992383
38,0.6177354,0.5872331,"('untruthful', 'truthful')",0.6177354,0.5872331,-0.0305023
39,0.51024806,0.5530291,"('exploitative', 'cooperative')",0.5102481,0.5530291,0.042781
40,-2.3796825,-2.559993,"('stingy', 'generous')",-2.3796825,-2.559993,-0.1803105
41,0.29399794,0.26706564,"('unforgiving', 'forgiving')",0.2939979,0.2670656,-0.0269323
42,-2.371924,-2.3487754,"('unreliable', 'reliable')",-2.3719239,-2.3487754,0.0231485
43,1.392372,1.4283516,"('irresponsible', 'responsible')",1.392372,1.4283516,0.0359796
44,-1.9020686,-1.811827,"('prejudiced', 'unprejudiced')",-1.9020686,-1.8118269,0.0902417
45,0.3410743,0.23954166,"('incompetent', 'competent')",0.3410743,0.2395417,-0.1015326
46,-0.48049688,-0.48457456,"('uncompetitive', 'competitive')",-0.4804969,-0.4845746,-0.0040777
47,5.0025377,5.243,"('stupid', 'smart')",5.0025377,5.243,0.2404623
48,1.4431559,1.3733232,"('unintelligent', 'intelligent')",1.4431559,1.3733232,-0.0698327
49,0.34822625,0.4386778,"('unable', 'able')",0.3482262,0.4386778,0.0904516
50,-0.28092468,-0.26326108,"('clumsy', 'skillful')",-0.2809247,-0.2632611,0.0176636
51,0.8580693,0.6688175,"('uneducated', 'educated')",0.8580693,0.6688175,-0.1892518
52,-1.3127166,-1.2242912,"('irrational', 'rational')",-1.3127166,-1.2242912,0.0884254
53,-0.12357861,-0.07797226,"('uncreative', 'creative')",-0.1235786,-0.0779723,0.0456063
54,0.9079084,1.0805427,"('incapable', 'capable')",0.9079084,1.0805427,0.1726343
55,1.3410385,1.2576416,"('incompetent', 'clever')",1.3410385,1.2576416,-0.0833969
56,1.7530195,1.6954203,"('impractical', 'practical')",1.7530195,1.6954203,-0.0575992
57,-2.5320845,-2.4914706,"('unimaginative', 'imaginative')",-2.5320845,-2.4914706,0.0406139
58,-0.034655347,-0.022711553,"('undiscriminating', 'discriminating')",-0.0346553,-0.0227116,0.0119437
59,-0.30139643,-0.24383396,"('foolish', 'wise')",-0.3013964,-0.243834,0.0575624
60,1.651072,1.6407788,"('inefficient', 'efficient')",1.651072,1.6407788,-0.0102932
61,0.40626177,0.15790708,"('illogical', 'logical')",0.4062618,0.1579071,-0.2483547
62,1.5514511,1.5153975,"('incompetent', 'brilliant')",1.5514511,1.5153975,-0.0360536
63,0.7607133,0.74315053,"('unperceptive', 'insightful')",0.7607133,0.7431505,-0.0175628
64,-6.047012,-6.1513143,"('shy', 'confident')",-6.0470119,-6.1513143,-0.1043024
65,0.45756945,0.48084155,"('insecure', 'secure')",0.4575695,0.4808415,0.023272
66,-0.82336134,-0.8767692,"('inactive', 'active')",-0.8233613,-0.8767692,-0.0534079
67,0.06493298,0.07938658,"('doubtful', 'determined')",0.064933,0.0793866,0.0144536
68,-0.74885356,-0.7810642,"('dependent', 'independent')",-0.7488536,-0.7810642,-0.0322106
69,-1.9694229,-2.0110734,"('lazy', 'industrious')",-1.9694229,-2.0110734,-0.0416505
70,1.4235804,1.2946497,"('lethargic', 'energetic')",1.4235804,1.2946497,-0.1289307
71,0.41754687,0.40765086,"('diffident', 'self-confident')",0.4175469,0.4076509,-0.009896
