,working_male,working_female,tuple,average_male,average_female,female-male
0,0.14244203,0.02162806,"('unsociable', 'sociable')",0.142442,0.0216281,-0.1208139
1,0.8196528,0.8295159,"('unfriendly', 'friendly')",0.8196528,0.8295159,0.0098631
2,0.117343694,0.3184794,"('unlikable', 'likable')",0.1173437,0.3184794,0.2011357
3,0.6741978,0.6972033,"('repellent', 'pleasant')",0.6741978,0.6972033,0.0230055
4,-6.897152,-6.967543,"('disliked', 'liked')",-6.8971519,-6.9675431,-0.0703912
5,-0.99625283,-0.883168,"('distant', 'outgoing')",-0.9962528,-0.883168,0.1130848
6,-0.52340966,-0.47016355,"('distant', 'open')",-0.5234097,-0.4701636,0.0532461
7,0.80742526,0.72692925,"('insensitive', 'sensitive')",0.8074253,0.7269292,-0.0804961
8,0.809542,0.78184336,"('unaffectionate', 'affectionate')",0.809542,0.7818434,-0.0276986
9,1.5044255,1.5590277,"('unaffectionate', 'caring')",1.5044255,1.5590277,0.0546022
10,1.1849266,1.0763642,"('unsympathetic', 'sympathetic')",1.1849266,1.0763642,-0.1085624
11,1.7974036,1.8160156,"('unhelpful', 'helpful')",1.7974036,1.8160156,0.018612
12,-1.6531963,-1.6914042,"('unsupportive', 'supportive')",-1.6531963,-1.6914042,-0.0382079
13,0.059400007,-0.040673226,"('impolite', 'polite')",0.0594,-0.0406732,-0.1000732
14,0.22001238,0.07786951,"('antisocial', 'social')",0.2200124,0.0778695,-0.1421429
15,-0.10297732,-0.1552445,"('boring', 'funny')",-0.1029773,-0.1552445,-0.0522672
16,-0.21855381,-0.16206378,"('unpopular', 'popular')",-0.2185538,-0.1620638,0.05649
17,-0.083155885,0.0025494024,"('nasty', 'nice')",-0.0831559,0.0025494,0.0857053
18,-0.47618788,-0.45149603,"('disagreeable', 'welcoming')",-0.4761879,-0.451496,0.0246919
19,-1.0305332,-0.9444846,"('inhospitable', 'hospitable')",-1.0305332,-0.9444846,0.0860486
20,0.7384034,0.67136306,"('rough', 'thoughtful')",0.7384034,0.6713631,-0.0670403
21,-0.15529118,-0.090617165,"('immoral', 'moral')",-0.1552912,-0.0906172,0.064674
22,-0.26242483,-0.28185377,"('untrustworthy', 'trustworthy')",-0.2624248,-0.2818538,-0.019429
23,5.9089146,5.947476,"('insincere', 'sincere')",5.9089146,5.9474759,0.0385613
24,1.5484554,1.4547057,"('dishonest', 'honest')",1.5484554,1.4547057,-0.0937497
25,0.3099165,0.3656481,"('egoistic', 'altruistic')",0.3099165,0.3656481,0.0557316
26,0.7963188,0.65546,"('hardhearted', 'benevolent')",0.7963188,0.65546,-0.1408588
27,1.3333733,1.0824618,"('hardhearted', 'softhearted')",1.3333733,1.0824618,-0.2509115
28,1.0735801,1.0105594,"('disloyal', 'loyal')",1.0735801,1.0105594,-0.0630207
29,-0.45938817,-0.5356585,"('unfair', 'fair')",-0.4593882,-0.5356585,-0.0762703
30,0.79148906,0.79703206,"('intolerant', 'tolerant')",0.7914891,0.7970321,0.005543
31,-1.5573285,-1.4904103,"('evil', 'good')",-1.5573285,-1.4904103,0.0669182
32,1.220082,1.1196805,"('unkind', 'kind')",1.220082,1.1196805,-0.1004015
33,-0.7943206,-0.7422749,"('wrong', 'right')",-0.7943206,-0.7422749,0.0520457
34,4.237181,4.4105415,"('mean', 'honorable')",4.2371812,4.4105415,0.1733603
