,cms_male,cms_female,tuple,energy_male,energy_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.22038801,-0.40912378,"('unsociable', 'sociable')",0.27846077,0.05501405,0.117181666,-0.11114534,0.0584181,-0.155085,-0.2135031
1,-1.6337333,-1.7595599,"('unfriendly', 'friendly')",0.27966908,0.10719228,0.5543297,0.44165307,-0.2665782,-0.4035715,-0.1369933
2,1.1064458,1.0918398,"('unlikable', 'likable')",1.5106891,1.4793568,1.18653,1.245895,1.2678884,1.2723638,0.0044754
3,0.45012048,0.48764005,"('repellent', 'pleasant')",-0.1336219,-0.05294888,1.2042154,1.1340438,0.5069047,0.5229117,0.016007
4,-0.33742,-0.39342052,"('disliked', 'liked')",0.6966024,0.57830423,-5.5636554,-5.5508146,-1.7348243,-1.7886437,-0.0538194
5,-1.2738113,-1.2912515,"('distant', 'outgoing')",-0.11742781,-0.038160555,-1.3067968,-1.2203721,-0.8993453,-0.8499281,0.0494172
6,-2.0420911,-2.020495,"('distant', 'open')",-0.87648994,-0.8590183,-1.6790144,-1.6373078,-1.5325317,-1.505607,0.0269247
7,0.59210354,0.60647535,"('insensitive', 'sensitive')",0.9589512,0.95657074,0.29163656,0.31613734,0.6142304,0.6263945,0.0121641
8,-1.6845242,-1.7232276,"('unaffectionate', 'affectionate')",-0.5494881,-0.6506249,-0.23432554,-0.21202856,-0.8227793,-0.8619603,-0.039181
9,-1.1182011,-1.1882008,"('unaffectionate', 'caring')",0.40938407,0.31741434,0.50750405,0.49584693,-0.0671043,-0.1249799,-0.0578756
10,-0.6400482,-0.7603759,"('unsympathetic', 'sympathetic')",-0.271339,-0.39894602,-0.39947727,-0.44672456,-0.4369548,-0.5353488,-0.098394
11,1.0867839,1.024215,"('unhelpful', 'helpful')",0.92093307,0.9178525,2.4079657,2.4505894,1.4718943,1.4642189,-0.0076754
12,0.3597729,0.42593533,"('unsupportive', 'supportive')",0.5819193,0.62013054,-2.0553958,-1.9697031,-0.3712345,-0.3078791,0.0633554
13,0.8718414,0.8376568,"('impolite', 'polite')",0.62676996,0.64024425,-0.4652712,-0.43673614,0.3444467,0.347055,0.0026083
14,0.70248353,0.69199777,"('antisocial', 'social')",1.5697569,1.5154102,0.62124854,0.44360763,0.9644963,0.8836718,-0.0808245
15,-0.0589058,-0.20588176,"('boring', 'funny')",0.30500498,0.18135531,0.12734918,0.054854706,0.1244828,0.0101094,-0.1143734
16,-0.05277723,-0.16008331,"('unpopular', 'popular')",-0.13304996,-0.28098527,0.96280396,0.7717516,0.2589923,0.1102277,-0.1487646
17,0.21788788,0.27885804,"('nasty', 'nice')",-0.7212487,-0.6161498,-0.3612913,-0.38561562,-0.2882174,-0.2409691,0.0472483
18,-0.88022006,-0.83783084,"('disagreeable', 'welcoming')",-1.0304877,-1.0753709,-0.9324641,-0.9248608,-0.9477239,-0.9460208,0.0017031
19,-0.4064164,-0.45696726,"('inhospitable', 'hospitable')",-0.8400903,-0.8799616,-0.92061347,-0.81525654,-0.7223734,-0.7173951,0.0049783
20,-0.08650045,-0.056234676,"('rough', 'thoughtful')",0.097310476,0.12247374,0.39894333,0.36800528,0.1365845,0.1447481,0.0081636
21,1.1998174,1.0891026,"('immoral', 'moral')",1.902373,1.7793659,0.25163102,0.20195729,1.1179405,1.0234752,-0.0944653
22,0.2179082,0.20689026,"('untrustworthy', 'trustworthy')",-0.8300366,-0.9463671,-0.71077853,-0.7144327,-0.440969,-0.4846365,-0.0436675
23,0.53795993,0.43052548,"('insincere', 'sincere')",0.2099962,0.16066098,5.673591,5.5182047,2.1405158,2.0364637,-0.1040521
24,-0.1902078,-0.17187074,"('dishonest', 'honest')",0.5639845,0.6077102,0.495993,0.6287287,0.2899232,0.3548561,0.0649329
25,-0.85803276,-0.88498104,"('egoistic', 'altruistic')",0.82106894,0.7380982,0.8491391,0.7662465,0.2707251,0.2064546,-0.0642705
26,-0.8947537,-0.9716581,"('hardhearted', 'benevolent')",0.6634381,0.5462815,1.3791747,1.2636746,0.3826197,0.2794327,-0.103187
27,-1.0304435,-0.88511765,"('hardhearted', 'softhearted')",-0.08007104,0.016000424,0.22205414,0.18428464,-0.2961535,-0.2282775,0.067876
28,-0.6007628,-0.7833222,"('disloyal', 'loyal')",0.46776327,0.2137102,1.2003145,1.083258,0.3557717,0.1712153,-0.1845564
29,-0.16666266,-0.23398651,"('unfair', 'fair')",-0.7783239,-0.7645833,-0.53027433,-0.648394,-0.4917537,-0.5489879,-0.0572342
30,1.29911,1.2554172,"('intolerant', 'tolerant')",1.5003195,1.438831,1.1767609,1.1610464,1.3253968,1.2850982,-0.0402986
31,-1.3538855,-1.2733667,"('evil', 'good')",-1.727653,-1.7582372,-1.8963284,-1.9259446,-1.659289,-1.652516,0.006773
32,0.4859552,0.38612792,"('unkind', 'kind')",0.5166671,0.44730833,1.3455899,1.2041239,0.7827374,0.6791867,-0.1035507
33,-0.036239974,-0.11734384,"('wrong', 'right')",0.9113958,0.8823868,-1.1546289,-1.1632851,-0.0931577,-0.1327474,-0.0395897
34,0.20146441,0.32890937,"('mean', 'honorable')",0.47364542,0.56915665,5.096382,5.268847,1.9238307,2.0556377,0.131807
35,-0.69041276,-0.7256947,"('corrupt', 'incorrupt')",-0.9909302,-1.0413547,-0.9044526,-1.0069009,-0.8619319,-0.92465,-0.0627181
36,-1.436063,-1.538376,"('hostile', 'amicable')",-0.8493167,-1.0859019,-0.86930037,-1.0390482,-1.0515601,-1.2211087,-0.1695486
37,0.031834565,0.008683488,"('fake', 'genuine')",0.18252094,0.11854581,-0.3988867,-0.36714077,-0.0615104,-0.0799705,-0.0184601
38,-0.0022062548,-0.028224383,"('untruthful', 'truthful')",0.39585894,0.34022057,0.26848638,0.42246056,0.220713,0.2448189,0.0241059
39,1.7346637,1.7706658,"('exploitative', 'cooperative')",0.29940924,0.46864986,0.033389546,0.15047884,0.6891541,0.7965981,0.107444
40,-0.7408188,-0.71426356,"('stingy', 'generous')",-0.2819334,-0.28996548,-2.570949,-2.5923982,-1.1979005,-1.1988757,-0.0009752
41,0.079709806,0.09400268,"('unforgiving', 'forgiving')",-0.5079765,-0.6637076,0.021544881,-0.03333652,-0.1355739,-0.2010138,-0.0654399
42,0.8434748,0.83099365,"('unreliable', 'reliable')",0.39857024,0.42585245,-2.4954422,-2.3720522,-0.417799,-0.3717354,0.0460636
43,0.12233502,0.1518834,"('irresponsible', 'responsible')",0.9992715,1.0678072,0.41262043,0.44924837,0.511409,0.556313,0.044904
44,-0.22377726,-0.15742216,"('prejudiced', 'unprejudiced')",-0.26557893,-0.15452069,-1.1183903,-1.1056432,-0.5359155,-0.4725287,0.0633868
45,0.23069249,0.17397037,"('incompetent', 'competent')",-0.12554103,-0.22306564,0.33283907,0.24634343,0.1459968,0.0657494,-0.0802474
46,0.21464017,0.14903143,"('uncompetitive', 'competitive')",0.3685856,0.3595849,-0.35950083,-0.38007322,0.074575,0.0428477,-0.0317273
47,0.4602309,0.56570363,"('stupid', 'smart')",1.230065,1.3331909,5.1506977,5.2091794,2.2803313,2.3693581,0.0890268
48,-0.06408945,-0.12465829,"('unintelligent', 'intelligent')",1.1377244,1.0271021,0.6371319,0.558153,0.5702556,0.4868656,-0.08339
49,-0.045600288,0.0043374225,"('unable', 'able')",0.32887587,0.36335537,-0.049452767,0.0007198043,0.0779409,0.1228042,0.0448633
50,0.531427,0.43718448,"('clumsy', 'skillful')",0.15459979,0.09058948,0.18095343,0.13036503,0.2889934,0.2193797,-0.0696137
51,0.07228738,-0.10756969,"('uneducated', 'educated')",0.234532,0.09086439,0.8045489,0.6735808,0.3704561,0.2189585,-0.1514976
