,odp_male,odp_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.34926364,-0.001055263,"('unsociable', 'sociable')",0.24359968,-0.039058805,0.2964317,-0.020057,-0.3164887
1,-1.6328112,-1.5476159,"('unfriendly', 'friendly')",1.0077507,0.8120424,-0.3125302,-0.3677867,-0.0552565
2,0.86518383,0.88557756,"('unlikable', 'likable')",0.6767682,0.7037841,0.770976,0.7946808,0.0237048
3,0.46053776,0.37902126,"('repellent', 'pleasant')",0.926576,0.9362368,0.6935569,0.657629,-0.0359279
4,-0.21995232,-0.21355028,"('disliked', 'liked')",-7.030421,-7.091774,-3.6251864,-3.652662,-0.0274756
5,-1.4098724,-1.1322539,"('distant', 'outgoing')",-1.1397946,-1.0768266,-1.2748334,-1.1045402,0.1702932
6,-1.7568215,-1.3704742,"('distant', 'open')",-1.2588995,-1.1706793,-1.5078604,-1.2705767,0.2372837
7,0.5256799,0.44765863,"('insensitive', 'sensitive')",0.47540587,0.38279423,0.5005429,0.4152264,-0.0853165
8,-1.5285681,-1.3749045,"('unaffectionate', 'affectionate')",0.17808366,0.15872662,-0.6752422,-0.608089,0.0671532
9,-1.1550243,-1.1269859,"('unaffectionate', 'caring')",0.73815644,0.6936867,-0.2084339,-0.2166496,-0.0082157
10,0.033712745,-0.15996149,"('unsympathetic', 'sympathetic')",-0.121943206,-0.20605728,-0.0441152,-0.1830094,-0.1388942
11,1.0009501,0.80404973,"('unhelpful', 'helpful')",2.3026342,2.2589996,1.6517922,1.5315247,-0.1202675
12,0.10762639,0.11949943,"('unsupportive', 'supportive')",-2.1186318,-2.1896625,-1.0055027,-1.0350815,-0.0295788
13,0.7834134,0.54644215,"('impolite', 'polite')",-0.3880447,-0.43663374,0.1976844,0.0549042,-0.1427802
14,1.5406286,1.2522174,"('antisocial', 'social')",0.47538742,0.243083,1.008008,0.7476502,-0.2603578
15,0.88432026,0.8031753,"('boring', 'funny')",0.31079584,0.2654754,0.597558,0.5343254,-0.0632326
16,-0.99475896,-0.972274,"('unpopular', 'popular')",0.28605983,0.2556025,-0.3543496,-0.3583357,-0.0039861
17,-0.35391593,-0.25264648,"('nasty', 'nice')",-0.75989515,-0.7370184,-0.5569055,-0.4948325,0.062073
18,-0.46221358,-0.31387895,"('disagreeable', 'welcoming')",-0.70598966,-0.81341785,-0.5841016,-0.5636484,0.0204532
19,-0.81386983,-0.70894766,"('inhospitable', 'hospitable')",-1.0441009,-0.94333977,-0.9289854,-0.8261437,0.1028417
20,0.53485,0.45538044,"('rough', 'thoughtful')",0.81213427,0.7974832,0.6734921,0.6264318,-0.0470603
21,1.271121,1.1108392,"('immoral', 'moral')",0.1565068,0.1085158,0.7138139,0.6096776,-0.1041363
22,0.3806147,0.24615239,"('untrustworthy', 'trustworthy')",-0.7718897,-0.8817411,-0.1956375,-0.3177944,-0.1221569
23,0.859177,0.71673536,"('insincere', 'sincere')",6.3720026,6.259129,3.6155899,3.4879322,-0.1276577
24,0.21206585,0.17931455,"('dishonest', 'honest')",0.5339628,0.5495938,0.3730143,0.3644542,-0.0085601
25,-0.6866316,-0.66828346,"('egoistic', 'altruistic')",0.7645852,0.6661104,0.0389768,-0.0010865,-0.0400633
26,-0.6908434,-0.78675747,"('hardhearted', 'benevolent')",1.5288182,1.3261577,0.4189874,0.2697001,-0.1492873
27,-0.0680764,-0.031440936,"('hardhearted', 'softhearted')",0.68087155,0.5897383,0.3063976,0.2791487,-0.0272489
28,-0.3153278,-0.40812042,"('disloyal', 'loyal')",1.4878379,1.2794592,0.5862551,0.4356694,-0.1505857
29,-0.067266405,-0.14580512,"('unfair', 'fair')",-0.4498818,-0.60826844,-0.2585741,-0.3770368,-0.1184627
30,1.752977,1.5736183,"('intolerant', 'tolerant')",1.3641472,1.3010865,1.558562,1.4373524,-0.1212096
31,-2.1170638,-1.8860523,"('evil', 'good')",-1.4183424,-1.5022476,-1.7677031,-1.69415,0.0735531
32,0.6312814,0.32418856,"('unkind', 'kind')",1.1933694,0.84806126,0.9123254,0.5861249,-0.3262005
33,-0.07149389,-0.009266023,"('wrong', 'right')",-0.96931976,-1.0116757,-0.5204068,-0.5104709,0.0099359
34,0.31744102,0.4741179,"('mean', 'honorable')",5.888403,6.1092687,3.102922,3.2916932,0.1887712
35,-1.4402227,-1.3417759,"('corrupt', 'incorrupt')",-1.0460366,-1.0064509,-1.2431297,-1.1741134,0.0690163
36,-1.7124678,-1.5661012,"('hostile', 'amicable')",-0.5879681,-0.67254996,-1.150218,-1.1193256,0.0308924
37,0.22972868,0.21658725,"('fake', 'genuine')",-0.034793176,-0.0037382394,0.0974678,0.1064245,0.0089567
38,-0.38597983,-0.31667882,"('untruthful', 'truthful')",0.059822664,0.17798313,-0.1630786,-0.0693478,0.0937308
39,0.93793017,1.0290246,"('exploitative', 'cooperative')",-0.15348928,-0.04308308,0.3922204,0.4929708,0.1007504
40,-0.101214334,-0.08816696,"('stingy', 'generous')",-2.4077797,-2.508984,-1.2544971,-1.2985755,-0.0440784
41,0.5824206,0.6353151,"('unforgiving', 'forgiving')",0.39455,0.23612446,0.4884853,0.4357198,-0.0527655
42,0.93814296,0.9254238,"('unreliable', 'reliable')",-3.1072044,-3.0796206,-1.0845307,-1.0770984,0.0074323
43,0.9458186,0.98148984,"('irresponsible', 'responsible')",0.79492515,0.7648392,0.8703719,0.8731645,0.0027926
44,0.57883996,0.65052617,"('prejudiced', 'unprejudiced')",-1.4272717,-1.3727546,-0.4242159,-0.3611142,0.0631017
45,0.5010674,0.40618908,"('incompetent', 'competent')",0.55342424,0.43545413,0.5272458,0.4208216,-0.1064242
46,0.4086619,0.331152,"('uncompetitive', 'competitive')",-0.3859724,-0.36788797,0.0113447,-0.018368,-0.0297127
47,0.5199989,0.49666777,"('stupid', 'smart')",5.4906583,5.641632,3.0053287,3.06915,0.0638213
48,0.47636795,0.3906833,"('unintelligent', 'intelligent')",1.0187031,1.0143731,0.7475355,0.7025282,-0.0450073
49,0.31401265,0.46645784,"('unable', 'able')",-0.15031525,-0.08436334,0.0818487,0.1910473,0.1091986
50,-0.3545447,-0.3791821,"('clumsy', 'skillful')",0.025110513,-0.0064804815,-0.1647171,-0.1928313,-0.0281142
51,0.4741041,0.13310939,"('uneducated', 'educated')",0.8741258,0.7680122,0.6741149,0.4505608,-0.2235541
52,-1.0878336,-1.0261062,"('irrational', 'rational')",-0.38103202,-0.48198116,-0.7344328,-0.7540437,-0.0196109
53,-1.2825328,-1.3351779,"('uncreative', 'creative')",0.4341221,0.31766137,-0.4242054,-0.5087582,-0.0845528
54,-0.2163167,-0.32068026,"('incapable', 'capable')",0.71160144,0.727343,0.2476424,0.2033314,-0.044311
55,0.9824,0.8203817,"('incompetent', 'clever')",0.7897613,0.72883904,0.8860806,0.7746104,-0.1114702
56,2.1457992,1.9385736,"('impractical', 'practical')",0.37789196,0.34033942,1.2618456,1.1394565,-0.1223891
57,0.008663885,-0.25826657,"('unimaginative', 'imaginative')",-2.9857388,-3.0741065,-1.4885374,-1.6661866,-0.1776492
58,0.14134605,0.055780932,"('undiscriminating', 'discriminating')",0.33746365,0.3167,0.2394049,0.1862405,-0.0531644
59,-0.7394918,-0.5550165,"('foolish', 'wise')",-0.278966,-0.2052819,-0.5092289,-0.3801492,0.1290797
60,2.2022846,2.1001961,"('inefficient', 'efficient')",0.61637926,0.72616816,1.4093319,1.4131821,0.0038502
61,0.25845063,0.12923822,"('illogical', 'logical')",0.6770701,0.5155852,0.4677604,0.3224117,-0.1453487
62,1.7438321,1.7514061,"('incompetent', 'brilliant')",1.0265518,1.1339003,1.3851919,1.4426532,0.0574613
63,0.62326044,0.5892385,"('unperceptive', 'insightful')",0.8144279,0.7972623,0.7188442,0.6932504,-0.0255938
64,0.062649906,0.0050707264,"('shy', 'confident')",-6.330512,-6.3489194,-3.1339312,-3.1719244,-0.0379932
65,0.86476445,0.59050673,"('insecure', 'secure')",0.16696627,0.19308178,0.5158654,0.3917943,-0.1240711
66,-1.1263437,-1.2293622,"('inactive', 'active')",-0.21478198,-0.18196318,-0.6705629,-0.7056627,-0.0350998
67,0.9018742,0.83937097,"('doubtful', 'determined')",-0.20863119,-0.28428134,0.3466215,0.2775448,-0.0690767
68,0.17055829,0.044319913,"('dependent', 'independent')",-0.7328309,-0.6834242,-0.2811363,-0.3195521,-0.0384158
69,-0.5067147,-0.3159517,"('lazy', 'industrious')",-1.097212,-1.0296054,-0.8019633,-0.6727785,0.1291848
70,1.2405462,1.0960267,"('lethargic', 'energetic')",0.49016777,0.5356922,0.865357,0.8158594,-0.0494976
71,-1.1768506,-1.1194367,"('diffident', 'self-confident')",0.0325876,-0.062825285,-0.5721315,-0.591131,-0.0189995
72,0.16579643,0.1452903,"('unambitious', 'ambitious')",-0.6313166,-0.540589,-0.2327601,-0.1976493,0.0351108
73,0.7300633,0.68961054,"('helpless', 'self-reliant')",-3.9435446,-3.8308775,-1.6067407,-1.5706335,0.0361072
74,0.6769307,0.542154,"('undedicated', 'dedicated')",-0.13746227,-0.28704035,0.2697342,0.1275568,-0.1421774
75,-0.056309916,0.046450246,"('meek', 'impulsive')",-0.81223583,-0.6294657,-0.4342729,-0.2915077,0.1427652
76,1.1470414,1.0541462,"('anxious', 'daring')",-0.064437404,-0.0166541,0.541302,0.518746,-0.022556
77,0.040822037,0.07414056,"('unmotivated', 'motivated')",-0.6080283,-0.5362855,-0.2836031,-0.2310725,0.0525306
78,-1.3817447,-1.2478901,"('nonresilient', 'resilient')",0.042805023,0.007295752,-0.6694698,-0.6202972,0.0491726
79,-1.6850332,-1.5942394,"('wavering', 'unwavering')",-1.0017332,-0.9285736,-1.3433832,-1.2614064,0.0819768
80,0.7468116,0.4601636,"('dominated', 'dominating')",-0.41180766,-0.41795883,0.167502,0.0211024,-0.1463996
81,1.6504071,1.2970732,"('submissive', 'aggressive')",-0.07367447,0.0078935325,0.7883663,0.6524834,-0.1358829
82,0.5026233,0.4073116,"('poor', 'rich')",7.122781,7.096169,3.8127022,3.7517402,-0.060962
83,-0.12472794,-0.19240952,"('powerless', 'powerful')",-0.77982366,-0.8109973,-0.4522758,-0.5017034,-0.0494276
84,0.24690542,0.19172616,"('inferior', 'superior')",0.77408403,0.7793591,0.5104947,0.4855426,-0.0249521
85,-1.1299273,-0.9041475,"('insignificant', 'prestigious')",-0.6817872,-0.719399,-0.9058572,-0.8117732,0.094084
86,-0.47279787,-0.64390653,"('uninfluential', 'influential')",-0.08048492,-0.1676029,-0.2766414,-0.4057547,-0.1291133
87,0.42327648,0.14590898,"('unsuccessful', 'successful')",0.7545349,0.76314,0.5889057,0.4545245,-0.1343812
88,0.20768966,0.017968252,"('low', 'eminent')",0.2082415,0.026194563,0.2079656,0.0220814,-0.1858842
