,waist_male,waist_female,tuple,average_male,average_female,female-male
0,0.043025587,0.06442547,"('unsociable', 'sociable')",0.0430256,0.0644255,0.0213999
1,0.8330251,0.79699934,"('unfriendly', 'friendly')",0.8330251,0.7969993,-0.0360258
2,-0.17252295,-0.10122985,"('unlikable', 'likable')",-0.1725229,-0.1012298,0.0712931
3,0.8561714,0.913921,"('repellent', 'pleasant')",0.8561714,0.913921,0.0577496
4,-7.303287,-7.509969,"('disliked', 'liked')",-7.303287,-7.5099692,-0.2066822
5,-0.7534661,-0.75853395,"('distant', 'outgoing')",-0.7534661,-0.758534,-0.0050679
6,-0.18650001,-0.28344527,"('distant', 'open')",-0.1865,-0.2834453,-0.0969453
7,1.0475192,1.1264479,"('insensitive', 'sensitive')",1.0475192,1.1264479,0.0789287
8,0.7662144,0.697023,"('unaffectionate', 'affectionate')",0.7662144,0.697023,-0.0691914
9,0.9966202,1.0385975,"('unaffectionate', 'caring')",0.9966202,1.0385975,0.0419773
10,1.3030969,1.3600583,"('unsympathetic', 'sympathetic')",1.3030969,1.3600583,0.0569614
11,1.335844,1.4209294,"('unhelpful', 'helpful')",1.335844,1.4209294,0.0850854
12,-1.8307328,-1.8578298,"('unsupportive', 'supportive')",-1.8307328,-1.8578298,-0.027097
13,-0.09442653,-0.028594647,"('impolite', 'polite')",-0.0944265,-0.0285946,0.0658319
14,0.58078736,0.5970746,"('antisocial', 'social')",0.5807874,0.5970746,0.0162872
15,-0.0633988,-0.14471139,"('boring', 'funny')",-0.0633988,-0.1447114,-0.0813126
16,-0.67593277,-0.6985705,"('unpopular', 'popular')",-0.6759328,-0.6985705,-0.0226377
17,-0.14075471,-0.12083246,"('nasty', 'nice')",-0.1407547,-0.1208325,0.0199222
18,-0.33786875,-0.41606364,"('disagreeable', 'welcoming')",-0.3378688,-0.4160636,-0.0781948
19,-0.9585184,-1.0054654,"('inhospitable', 'hospitable')",-0.9585184,-1.0054654,-0.046947
20,0.9965614,0.9438169,"('rough', 'thoughtful')",0.9965614,0.9438169,-0.0527445
21,-0.29868233,-0.13502619,"('immoral', 'moral')",-0.2986823,-0.1350262,0.1636561
22,-0.18494342,-0.17609355,"('untrustworthy', 'trustworthy')",-0.1849434,-0.1760935,0.0088499
23,6.0472736,6.1912875,"('insincere', 'sincere')",6.0472736,6.1912875,0.1440139
24,1.5079304,1.5010909,"('dishonest', 'honest')",1.5079304,1.5010909,-0.0068395
25,0.5688231,0.47466338,"('egoistic', 'altruistic')",0.5688231,0.4746634,-0.0941597
26,0.83995473,0.70270795,"('hardhearted', 'benevolent')",0.8399547,0.7027079,-0.1372468
27,1.7133952,1.5129709,"('hardhearted', 'softhearted')",1.7133952,1.5129709,-0.2004243
28,0.9219185,0.92098343,"('disloyal', 'loyal')",0.9219185,0.9209834,-0.0009351
29,-0.44075054,-0.52098686,"('unfair', 'fair')",-0.4407505,-0.5209869,-0.0802364
30,1.0509708,1.0924633,"('intolerant', 'tolerant')",1.0509708,1.0924633,0.0414925
31,-1.5080879,-1.5894983,"('evil', 'good')",-1.5080879,-1.5894983,-0.0814104
32,0.9918395,0.9093402,"('unkind', 'kind')",0.9918395,0.9093402,-0.0824993
33,-0.6928518,-0.76546025,"('wrong', 'right')",-0.6928518,-0.7654603,-0.0726085
34,4.3462625,4.536806,"('mean', 'honorable')",4.3462625,4.5368061,0.1905436
35,-0.8255202,-1.0544499,"('corrupt', 'incorrupt')",-0.8255202,-1.0544499,-0.2289297
36,-1.0729073,-1.1946714,"('hostile', 'amicable')",-1.0729073,-1.1946714,-0.1217641
37,0.85445833,0.86373895,"('fake', 'genuine')",0.8544583,0.863739,0.0092807
38,-0.6250073,-0.5608715,"('untruthful', 'truthful')",-0.6250073,-0.5608715,0.0641358
39,0.6054617,0.60066473,"('exploitative', 'cooperative')",0.6054617,0.6006647,-0.004797
40,-1.0409285,-1.2375103,"('stingy', 'generous')",-1.0409285,-1.2375103,-0.1965818
41,0.017946528,-0.008804318,"('unforgiving', 'forgiving')",0.0179465,-0.0088043,-0.0267508
42,-1.8338383,-1.9177784,"('unreliable', 'reliable')",-1.8338383,-1.9177784,-0.0839401
43,0.9134914,1.0101475,"('irresponsible', 'responsible')",0.9134914,1.0101475,0.0966561
44,-0.5423759,-0.5411158,"('prejudiced', 'unprejudiced')",-0.5423759,-0.5411158,0.0012601
45,0.1251669,0.13247086,"('incompetent', 'competent')",0.1251669,0.1324709,0.007304
46,-0.20972447,-0.18836762,"('uncompetitive', 'competitive')",-0.2097245,-0.1883676,0.0213569
47,4.9033523,5.090406,"('stupid', 'smart')",4.9033523,5.0904059,0.1870536
48,0.2618423,0.35102332,"('unintelligent', 'intelligent')",0.2618423,0.3510233,0.089181
49,-0.1931587,-0.08391845,"('unable', 'able')",-0.1931587,-0.0839185,0.1092402
50,-0.6431483,-0.68584764,"('clumsy', 'skillful')",-0.6431483,-0.6858476,-0.0426993
51,0.56614316,0.5147191,"('uneducated', 'educated')",0.5661432,0.5147191,-0.0514241
52,-0.60950375,-0.7509364,"('irrational', 'rational')",-0.6095037,-0.7509364,-0.1414327
53,-0.3927204,-0.44752237,"('uncreative', 'creative')",-0.3927204,-0.4475224,-0.054802
54,0.7639561,0.8292356,"('incapable', 'capable')",0.7639561,0.8292356,0.0652795
55,0.9095756,1.0100456,"('incompetent', 'clever')",0.9095756,1.0100456,0.10047
56,0.58431315,0.6027366,"('impractical', 'practical')",0.5843132,0.6027366,0.0184234
57,-2.4222355,-2.484916,"('unimaginative', 'imaginative')",-2.4222355,-2.484916,-0.0626805
58,0.05245714,0.07821086,"('undiscriminating', 'discriminating')",0.0524571,0.0782109,0.0257538
59,-0.44757542,-0.4952101,"('foolish', 'wise')",-0.4475754,-0.4952101,-0.0476347
60,0.634792,0.8641973,"('inefficient', 'efficient')",0.634792,0.8641973,0.2294053
61,0.23672792,0.1800542,"('illogical', 'logical')",0.2367279,0.1800542,-0.0566737
62,0.43374193,0.5911297,"('incompetent', 'brilliant')",0.4337419,0.5911297,0.1573878
63,-0.22786269,-0.14202794,"('unperceptive', 'insightful')",-0.2278627,-0.1420279,0.0858348
64,-5.76236,-5.788651,"('shy', 'confident')",-5.7623601,-5.788651,-0.0262909
65,0.54544204,0.6253475,"('insecure', 'secure')",0.545442,0.6253475,0.0799055
66,-0.039540716,-0.19808939,"('inactive', 'active')",-0.0395407,-0.1980894,-0.1585487
67,-0.46166363,-0.33972046,"('doubtful', 'determined')",-0.4616636,-0.3397205,0.1219431
68,-0.7454007,-0.7347601,"('dependent', 'independent')",-0.7454007,-0.7347601,0.0106406
