,bank_male,bank_female,tuple,of_male,of_female,america_male,america_female,corp_male,corp_female,average_male,average_female,female-male
0,0.52679306,0.5227109,"('unsociable', 'sociable')",-1.0038086,-1.1882622,-0.94750166,-1.0485601,-0.6584363,-0.7694899,-0.5207384,-0.6209003,-0.1001619
1,1.6433747,1.6231426,"('unfriendly', 'friendly')",-0.7662842,-0.77571917,0.50686306,0.52330863,1.4900624,1.58137,0.718504,0.7380255,0.0195215
2,1.830745,1.8422999,"('unlikable', 'likable')",1.190737,1.2042571,1.4759711,1.5116115,0.95044315,0.97772354,1.3619741,1.383973,0.0219989
3,-0.21649547,-0.08350218,"('repellent', 'pleasant')",-1.0507013,-0.9475517,-1.0721416,-0.90252763,0.8083285,0.89420485,-0.3827524,-0.2598442,0.1229082
4,-0.30491552,-0.38159272,"('disliked', 'liked')",1.1251838,1.2124035,0.6637952,0.7205264,-7.3125896,-7.353578,-1.4571316,-1.4505602,0.0065714
5,0.700524,0.6960402,"('distant', 'outgoing')",-0.01979167,-0.011810847,0.5656582,0.57147014,-0.45481333,-0.2486321,0.1978943,0.2517669,0.0538726
6,0.36051768,0.44672242,"('distant', 'open')",-0.4039532,-0.3182666,0.7988867,0.88346994,-0.2538953,-0.0552182,0.125389,0.2391769,0.1137879
7,0.5467569,0.77195644,"('insensitive', 'sensitive')",-1.022108,-0.9417483,-0.5913201,-0.5372838,0.5339883,0.6097537,-0.1331707,-0.0243305,0.1088402
8,0.91577107,0.87442285,"('unaffectionate', 'affectionate')",-0.040155143,0.043565333,0.44482014,0.5033167,0.88894665,1.0091243,0.5523457,0.6076073,0.0552616
9,1.7940948,1.8813988,"('unaffectionate', 'caring')",-0.6925871,-0.66891813,0.43366522,0.44779232,1.4259113,1.6571975,0.7402711,0.8293676,0.0890965
10,-0.42237455,-0.18930523,"('unsympathetic', 'sympathetic')",-1.5937366,-1.6612428,-0.619998,-0.6324192,-0.42551804,-0.40457532,-0.7654068,-0.7218857,0.0435211
11,0.16020435,0.24466738,"('unhelpful', 'helpful')",-1.3737187,-1.4333344,-0.05875665,-0.15384412,1.9679111,2.0902772,0.1739101,0.1869415,0.0130314
12,1.0550749,1.2831212,"('unsupportive', 'supportive')",0.011634935,0.31045228,0.6109087,0.70443773,-2.2413573,-2.0962088,-0.1409347,0.0504506,0.1913853
13,0.86675406,0.9035906,"('impolite', 'polite')",-1.0022746,-1.163028,-0.28544918,-0.42880845,-0.9168727,-0.9567254,-0.3344606,-0.4112428,-0.0767822
14,1.1291674,1.1885514,"('antisocial', 'social')",-0.0050469227,0.08393377,-0.09316531,-0.10873926,-0.112626225,-0.18318701,0.2295823,0.2451397,0.0155574
15,1.048664,0.9676511,"('boring', 'funny')",0.43120337,0.29067555,0.3639875,0.2667657,0.22133127,0.2561025,0.5162966,0.4452987,-0.0709979
16,-0.3371806,-0.31440493,"('unpopular', 'popular')",-0.551762,-0.5757771,-0.5118597,-0.5093378,0.0091203,0.03891155,-0.3479205,-0.3401521,0.0077684
17,0.008023411,0.06656527,"('nasty', 'nice')",-0.22578943,-0.18273209,-0.19359335,-0.15017116,-0.2492646,-0.18181638,-0.165156,-0.1120386,0.0531174
18,-0.13263029,-0.14550076,"('disagreeable', 'welcoming')",0.8562146,1.1131557,1.3488855,1.4778217,-0.7068013,-0.62556815,0.3414171,0.4549771,0.11356
19,-0.05587476,-0.118363835,"('inhospitable', 'hospitable')",-0.25137505,-0.30467993,0.7366447,0.7534542,-0.17745064,-0.069039494,0.0629861,0.0653427,0.0023566
20,-0.5700934,-0.43282297,"('rough', 'thoughtful')",-0.7366862,-0.64725137,-0.4973297,-0.44762862,0.6124021,0.6325854,-0.2979268,-0.2237794,0.0741474
21,0.77074516,0.82975376,"('immoral', 'moral')",-0.62132734,-0.6683325,0.02568004,-0.06530252,-0.8850198,-0.87461996,-0.1774805,-0.1946253,-0.0171448
22,-0.560243,-0.50402296,"('untrustworthy', 'trustworthy')",-0.4882745,-0.35570025,-0.08575233,-0.05178452,-0.64060867,-0.6735613,-0.4437196,-0.3962672,0.0474524
23,1.0892491,1.1820602,"('insincere', 'sincere')",-1.4720017,-1.584535,-0.5767035,-0.5681606,6.4348135,6.4992547,1.3688394,1.3821548,0.0133154
24,0.34076115,0.5015224,"('dishonest', 'honest')",-0.7619612,-0.65495,0.18874748,0.22019579,0.9214111,0.98778594,0.1722396,0.2636385,0.0913989
25,0.5792774,0.53218174,"('egoistic', 'altruistic')",0.79618543,0.7706524,1.0024804,1.0512737,1.4211246,1.4757626,0.9497669,0.9574676,0.0077007
26,1.5560454,1.5198818,"('hardhearted', 'benevolent')",1.4375342,1.3152115,2.346822,2.2340593,1.9720848,1.8599269,1.8281217,1.73227,-0.0958517
27,0.25853842,0.46486044,"('hardhearted', 'softhearted')",-0.16495433,-0.113111466,0.519157,0.5440963,1.3254855,1.377628,0.4845566,0.5683683,0.0838117
28,0.7784852,0.7293652,"('disloyal', 'loyal')",-1.1310786,-1.2438362,0.028316177,-0.08886028,1.1365026,1.0781988,0.2030563,0.1187169,-0.0843394
29,0.073839046,0.120011985,"('unfair', 'fair')",-0.7562567,-0.6989618,-0.93622506,-0.9267553,-0.23539042,-0.3749293,-0.4635083,-0.4701586,-0.0066503
30,0.5119143,0.5594168,"('intolerant', 'tolerant')",0.46875876,0.42499274,0.18240884,0.1648174,0.59776783,0.5572337,0.4402124,0.4266151,-0.0135973
31,-0.61140406,-0.6649816,"('evil', 'good')",0.763741,1.0548604,0.7469046,0.9278662,-0.8204761,-0.72766304,0.0196914,0.1475205,0.1278291
32,1.3845527,1.440478,"('unkind', 'kind')",0.404598,0.19750749,0.2562139,0.056757078,1.201829,1.0001595,0.8117984,0.6737255,-0.1380729
33,0.7767131,0.6884823,"('wrong', 'right')",0.6184337,0.57512105,1.0993624,1.0224041,-0.14136676,-0.17721221,0.5882856,0.5271988,-0.0610868
34,1.529401,1.635361,"('mean', 'honorable')",-0.65152645,-0.51750696,-0.92711085,-0.82445127,5.397216,5.7003503,1.3369949,1.4984382,0.1614433
35,-0.92153156,-1.0415145,"('corrupt', 'incorrupt')",0.101671,0.08095215,0.48521698,0.36644343,-0.41866642,-0.5188314,-0.1883275,-0.2782376,-0.0899101
36,0.22677189,0.09076142,"('hostile', 'amicable')",-0.61477524,-0.61535674,0.23967692,0.25183246,-0.31281385,-0.34856942,-0.1152851,-0.1553331,-0.040048
37,-1.3227912,-1.1905414,"('fake', 'genuine')",-0.70966035,-0.6024894,-0.8001716,-0.76703846,0.19619563,0.28055537,-0.6591069,-0.5698785,0.0892284
38,0.82781607,0.88304925,"('untruthful', 'truthful')",-0.31742162,-0.29687488,0.4984348,0.469056,0.18526083,0.37149265,0.2985225,0.3566808,0.0581583
39,0.7790557,0.9204403,"('exploitative', 'cooperative')",-0.6400434,-0.50244176,0.25560793,0.34393528,0.39691564,0.45826837,0.197884,0.3050506,0.1071666
40,1.1048207,1.2419621,"('stingy', 'generous')",1.2100438,1.5184392,0.9817669,1.153069,-1.9458858,-1.9377074,0.3376864,0.4939407,0.1562543
41,1.1093298,1.1313632,"('unforgiving', 'forgiving')",-0.028986119,0.12490411,-0.12721819,-0.028300725,-0.003874923,-0.07317689,0.2373127,0.2886974,0.0513847
42,0.7703794,0.90012294,"('unreliable', 'reliable')",1.2266357,1.4139053,0.8606618,0.9024409,-3.379113,-3.363247,-0.130359,-0.0366944,0.0936646
43,0.43983045,0.634326,"('irresponsible', 'responsible')",-1.20906,-1.023782,-0.9913895,-0.95942163,0.34347153,0.45835358,-0.3542869,-0.222631,0.1316559
44,-1.0430081,-1.0584596,"('prejudiced', 'unprejudiced')",0.30433714,0.3396941,-0.99672854,-1.0185997,-1.4494383,-1.4749402,-0.7962095,-0.8030764,-0.0068669
45,-0.53593284,-0.3861018,"('incompetent', 'competent')",-1.3112221,-1.3279059,-0.9708979,-0.85767657,-0.31389642,-0.31423008,-0.7829873,-0.7214786,0.0615087
46,0.24401483,0.36838612,"('uncompetitive', 'competitive')",-1.5421681,-1.5128648,-1.0745771,-1.0958948,-1.5245676,-1.5929495,-0.9743245,-0.9583308,0.0159937
47,0.46386984,0.57866776,"('stupid', 'smart')",-0.06726016,-0.11876832,-1.1139964,-1.0924226,5.4983487,5.647641,1.1952405,1.2537795,0.058539
48,-0.5690439,-0.41688266,"('unintelligent', 'intelligent')",-1.0023316,-0.9055407,0.18358147,0.2546195,0.36564583,0.35314852,-0.255537,-0.1786638,0.0768732
49,-0.2800588,-0.10061366,"('unable', 'able')",-1.451097,-1.4077432,-0.62077194,-0.61571676,-0.32375312,-0.2623561,-0.6689202,-0.5966074,0.0723128
50,-1.0472335,-1.0731928,"('clumsy', 'skillful')",0.7111017,0.5508194,0.2577015,0.20411871,-0.07764621,-0.15869728,-0.0390191,-0.119238,-0.0802189
51,-0.026557755,-0.10950301,"('uneducated', 'educated')",0.43840253,0.19242772,1.2015998,1.0548127,0.59062535,0.41189557,0.5510175,0.3874083,-0.1636092
52,0.33719096,0.07278605,"('irrational', 'rational')",-0.52602017,-0.6576701,0.30799252,0.23329297,0.29697475,0.24221908,0.1040345,-0.027343,-0.1313775
