,foot_male,foot_female,tuple,locker_male,locker_female,inc_male,inc_female,average_male,average_female,female-male
0,0.26408285,0.23199552,"('unsociable', 'sociable')",2.0773103,1.9854707,0.03275031,-0.13785535,0.7913812,0.6932036,-0.0981776
1,0.3648406,0.4630053,"('unfriendly', 'friendly')",-0.3825228,-0.4136907,2.0929177,2.0408905,0.6917451,0.6967351,0.00499
2,-0.8235853,-0.74986416,"('unlikable', 'likable')",0.24730821,0.23025781,0.5560931,0.6478855,-0.006728,0.0427597,0.0494877
3,-0.73650146,-0.5290335,"('repellent', 'pleasant')",0.68922985,0.8993438,0.17931628,0.3511233,0.0440149,0.2404779,0.196463
4,0.7912659,0.80876285,"('disliked', 'liked')",-0.76247,-0.75646144,-6.810159,-6.8177943,-2.2604545,-2.2551643,0.0052902
5,0.64655495,0.7672621,"('distant', 'outgoing')",-1.2868088,-1.238292,-0.334627,-0.20287684,-0.3249603,-0.2246356,0.1003247
6,-0.022054084,0.0538401,"('distant', 'open')",-1.4227116,-1.4203457,0.15545665,0.28212124,-0.4297697,-0.3614615,0.0683082
7,-0.1595732,-0.104127064,"('insensitive', 'sensitive')",1.3221476,1.5841348,1.0248717,0.9902683,0.7291487,0.8234254,0.0942767
8,-0.6759075,-0.71065205,"('unaffectionate', 'affectionate')",-1.2795986,-1.4135172,1.1064852,1.0517056,-0.2830069,-0.3574879,-0.074481
9,-0.09332327,-0.038846508,"('unaffectionate', 'caring')",-0.6286953,-0.6384618,1.5591422,1.695239,0.2790412,0.3393102,0.060269
10,-0.7851053,-0.7311464,"('unsympathetic', 'sympathetic')",1.0594597,1.1088542,0.24470451,0.29314357,0.1730196,0.2236171,0.0505975
11,-0.40799055,-0.2373319,"('unhelpful', 'helpful')",0.31494623,0.52092725,2.351716,2.5047493,0.7528906,0.9294482,0.1765576
12,0.5235298,0.71788526,"('unsupportive', 'supportive')",0.7676677,0.9353207,-1.5948831,-1.5462939,-0.1012285,0.0356373,0.1368658
13,1.0026519,0.94124824,"('impolite', 'polite')",1.9824481,1.8997651,-0.10054822,-0.18762761,0.9615173,0.884462,-0.0770553
14,1.1738787,1.1606852,"('antisocial', 'social')",1.7503153,1.765543,-0.32063,-0.53344893,0.8678546,0.797593,-0.0702616
15,0.7992058,0.7959462,"('boring', 'funny')",-0.6481282,-0.72717404,0.42039055,0.3337162,0.1904894,0.1341628,-0.0563266
16,-0.9758141,-0.7746142,"('unpopular', 'popular')",-1.0801339,-0.92835236,0.33802414,0.42357028,-0.5726413,-0.4264654,0.1461759
17,0.61127084,0.74703306,"('nasty', 'nice')",-0.22509214,-0.13065706,-0.48872772,-0.41645578,-0.034183,0.0666401,0.1008231
18,-1.8664448,-1.7272701,"('disagreeable', 'welcoming')",-1.2077653,-1.0135776,-0.40179852,-0.45450917,-1.1586696,-1.0651189,0.0935507
19,-0.8451652,-0.7567981,"('inhospitable', 'hospitable')",-1.7352239,-1.6408573,-0.21137142,-0.11384143,-0.9305868,-0.8371657,0.0934211
20,-0.6267749,-0.5532368,"('rough', 'thoughtful')",-0.82418215,-0.7650207,0.96273965,0.8897006,-0.1627391,-0.1428523,0.0198868
21,0.023649327,0.19845715,"('immoral', 'moral')",1.5940548,1.7675723,-0.3727253,-0.22603983,0.414993,0.5799965,0.1650035
22,-0.696728,-0.65130115,"('untrustworthy', 'trustworthy')",0.6626376,0.63662857,-0.5061468,-0.56330395,-0.1800791,-0.1926588,-0.0125797
