,mead_male,mead_female,tuple,johnson_male,johnson_female,nutrition_male,nutrition_female,co_male,co_female,average_male,average_female,female-male
0,0.47065493,0.2998324,"('unsociable', 'sociable')",0.61273164,0.35053855,1.689152,1.6282653,0.29773337,0.05282941,0.767568,0.5828664,-0.1847016
1,-0.09928838,-0.13536909,"('unfriendly', 'friendly')",-0.31403586,-0.39397857,1.231027,1.3646548,1.339162,1.3003223,0.5392162,0.5339074,-0.0053088
2,0.94438964,0.9585756,"('unlikable', 'likable')",1.2747456,1.3276297,1.222081,1.2134213,1.110367,1.1459441,1.1378958,1.1613927,0.0234969
3,-0.4244476,-0.47321886,"('repellent', 'pleasant')",-0.71552235,-0.6921447,-1.454243,-1.28217,0.36170217,0.34012806,-0.5581277,-0.5268514,0.0312763
4,-1.5121398,-1.4208074,"('disliked', 'liked')",0.122516416,0.17929672,0.17400245,0.28838634,-6.3681917,-6.495639,-1.8959532,-1.8621907,0.0337625
5,-0.4324239,-0.28190592,"('distant', 'outgoing')",-0.33277696,-0.10884747,0.6795175,0.8485952,-0.7514862,-0.53533953,-0.2092924,-0.0193744,0.189918
6,-0.7592227,-0.5716606,"('distant', 'open')",-0.18841034,0.08912426,0.5572892,0.7741175,-0.5689939,-0.33659565,-0.2398344,-0.0112536,0.2285808
7,0.57644075,0.5482327,"('insensitive', 'sensitive')",0.0013749488,-0.031872164,0.20138323,0.30842277,0.052187696,0.03447669,0.2078467,0.214815,0.0069683
8,-0.31596953,-0.3149686,"('unaffectionate', 'affectionate')",0.08608922,0.11555778,0.5749398,0.53543466,0.32039893,0.37600553,0.1663646,0.1780073,0.0116427
9,0.5641501,0.51564926,"('unaffectionate', 'caring')",0.16463761,0.17937842,1.5411494,1.5926907,1.1530309,1.1887512,0.855742,0.8691174,0.0133754
10,0.4152119,0.31202936,"('unsympathetic', 'sympathetic')",0.24894431,0.12897003,0.6066291,0.713895,-0.11558609,-0.19308874,0.2887998,0.2404514,-0.0483484
11,0.15225713,0.056678627,"('unhelpful', 'helpful')",0.8414717,0.7450231,0.4114839,0.43856767,2.476898,2.4287343,0.9705276,0.9172509,-0.0532767
12,0.8904695,0.9266647,"('unsupportive', 'supportive')",1.5005754,1.5692723,2.117609,2.3580048,-1.9030595,-1.8578781,0.6513985,0.7490159,0.0976174
13,0.7355737,0.58950055,"('impolite', 'polite')",0.34675077,0.20561022,1.6543574,1.6079655,0.07168114,-0.03819748,0.7020907,0.5912197,-0.110871
14,0.40395153,0.30323154,"('antisocial', 'social')",-0.1158216,-0.20569265,0.5208746,0.5330635,-0.17690493,-0.31028718,0.1580249,0.0800788,-0.0779461
15,-0.36339647,-0.37702778,"('boring', 'funny')",-0.17513134,-0.1626293,0.2990209,0.2276964,0.68091136,0.666947,0.1103511,0.0887466,-0.0216045
16,-0.38066646,-0.31260815,"('unpopular', 'popular')",-0.7587659,-0.742314,-0.5947417,-0.5116425,0.30025512,0.24801141,-0.3584797,-0.3296383,0.0288414
17,-0.5171654,-0.47516012,"('nasty', 'nice')",-0.23908478,-0.14923386,-0.31122255,-0.17780852,-0.25034592,-0.20345043,-0.3294547,-0.2514132,0.0780415
18,0.26490018,0.26182637,"('disagreeable', 'welcoming')",-0.025150198,0.03295584,0.34754208,0.46183333,-0.79971707,-0.7294898,-0.0531062,0.0067814,0.0598876
19,-0.20718822,-0.105238914,"('inhospitable', 'hospitable')",-0.48261914,-0.32148483,-0.033648074,0.028764887,-0.4279744,-0.27792513,-0.2878575,-0.168971,0.1188865
20,-0.031790454,-0.016876712,"('rough', 'thoughtful')",-0.6818065,-0.67916983,0.11518027,0.2215609,0.45057112,0.45219883,-0.0369614,-0.0055717,0.0313897
21,0.37349805,0.27476436,"('immoral', 'moral')",0.34608692,0.22035417,1.8084555,1.8172568,-0.16384101,-0.24506336,0.5910498,0.516828,-0.0742218
22,-0.47319221,-0.55563307,"('untrustworthy', 'trustworthy')",-0.03695841,-0.0616554,-0.36041307,-0.3368795,0.10562933,0.019959927,-0.1912336,-0.233552,-0.0423184
23,0.8753057,0.70283306,"('insincere', 'sincere')",0.21436544,0.001593126,0.66150016,0.7776873,5.7169957,5.6923947,1.8670418,1.793627,-0.0734148
24,0.39076048,0.34073025,"('dishonest', 'honest')",0.05379009,0.03438797,0.7853111,0.80747163,0.88148975,0.88335776,0.5278379,0.5164869,-0.011351
