,varian_male,varian_female,tuple,medical_male,medical_female,systems_male,systems_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.8734086,-0.95425737,"('unsociable', 'sociable')",0.5683994,0.44179785,0.25135598,0.1351155,-0.3980838,-0.56281644,-0.1129343,-0.2350401,-0.1221058
1,-2.0234308,-2.1848836,"('unfriendly', 'friendly')",0.46436697,0.34623042,-0.37583405,-0.55540264,2.011894,1.8543057,0.019249,-0.1349375,-0.1541865
2,0.5039605,0.526495,"('unlikable', 'likable')",0.7263772,0.7618073,0.9708961,0.95566505,0.7251324,0.78060097,0.7315916,0.7561421,0.0245505
3,-0.7118541,-0.5695281,"('repellent', 'pleasant')",-1.3093264,-1.1972731,0.2994992,0.48945597,-0.19026439,-0.090324864,-0.4779864,-0.3419175,0.1360689
4,-0.24724641,-0.20184234,"('disliked', 'liked')",0.31533247,0.36332223,-0.422948,-0.43416125,-5.736689,-5.790172,-1.5228877,-1.5157133,0.0071744
5,-0.88899916,-0.8812556,"('distant', 'outgoing')",0.089592844,0.1402261,-1.0220277,-1.0381343,0.30476138,0.32508692,-0.3791682,-0.3635192,0.015649
6,-0.71920633,-0.713415,"('distant', 'open')",-0.0695359,-0.026806083,-1.7352813,-1.799846,0.6457163,0.6493325,-0.4695768,-0.4726837,-0.0031069
7,-0.59337527,-0.5593017,"('insensitive', 'sensitive')",-0.65406275,-0.6119048,-0.1936793,-0.12579674,0.3674011,0.40347433,-0.268429,-0.2233822,0.0450468
8,-1.0021268,-1.103723,"('unaffectionate', 'affectionate')",-0.073223725,-0.13245004,-1.4839176,-1.6226902,0.5084595,0.41799083,-0.5127021,-0.6102181,-0.097516
9,-0.9704027,-1.061504,"('unaffectionate', 'caring')",0.8833716,0.87050676,-0.5003132,-0.5671097,1.1267738,1.1362501,0.1348574,0.0945358,-0.0403216
10,-1.0813954,-1.1222166,"('unsympathetic', 'sympathetic')",-0.8365663,-0.8810796,-0.8021333,-0.80160445,-0.5051621,-0.5693057,-0.8063143,-0.8435516,-0.0372373
