,steamroller_male,steamroller_female,tuple,average_male,average_female,female-male
0,0.07043355,0.11081069,"('unsociable', 'sociable')",0.0704335,0.1108107,0.0403772
1,0.5877237,0.51508874,"('unfriendly', 'friendly')",0.5877237,0.5150887,-0.072635
2,0.045522407,0.080787174,"('unlikable', 'likable')",0.0455224,0.0807872,0.0352648
3,-0.5359363,-0.30347118,"('repellent', 'pleasant')",-0.5359363,-0.3034712,0.2324651
4,-3.0069177,-3.1887763,"('disliked', 'liked')",-3.0069177,-3.1887763,-0.1818586
5,-0.18210053,-0.31915426,"('distant', 'outgoing')",-0.1821005,-0.3191543,-0.1370538
6,-0.3804661,-0.4908601,"('distant', 'open')",-0.3804661,-0.4908601,-0.110394
7,0.8016061,0.90653056,"('insensitive', 'sensitive')",0.8016061,0.9065306,0.1049245
8,0.4796355,0.41957152,"('unaffectionate', 'affectionate')",0.4796355,0.4195715,-0.060064
9,0.580843,0.5765726,"('unaffectionate', 'caring')",0.580843,0.5765726,-0.0042704
10,-0.22827195,-0.032754205,"('unsympathetic', 'sympathetic')",-0.2282719,-0.0327542,0.1955177
11,0.695665,0.7887732,"('unhelpful', 'helpful')",0.695665,0.7887732,0.0931082
12,-0.5879626,-0.43642128,"('unsupportive', 'supportive')",-0.5879626,-0.4364213,0.1515413
13,-0.34042078,-0.12654781,"('impolite', 'polite')",-0.3404208,-0.1265478,0.213873
14,0.037879605,0.20398293,"('antisocial', 'social')",0.0378796,0.2039829,0.1661033
15,0.40121114,0.29955417,"('boring', 'funny')",0.4012111,0.2995542,-0.1016569
16,-0.34562826,-0.36105704,"('unpopular', 'popular')",-0.3456283,-0.361057,-0.0154287
17,0.11407224,0.20552987,"('nasty', 'nice')",0.1140722,0.2055299,0.0914577
18,-1.3067104,-1.1228805,"('disagreeable', 'welcoming')",-1.3067104,-1.1228805,0.1838299
19,-0.91045505,-0.9168655,"('inhospitable', 'hospitable')",-0.910455,-0.9168655,-0.0064105
20,-0.43990397,-0.40800473,"('rough', 'thoughtful')",-0.439904,-0.4080047,0.0318993
21,-0.6924583,-0.42867842,"('immoral', 'moral')",-0.6924583,-0.4286784,0.2637799
22,-0.37838262,-0.32731742,"('untrustworthy', 'trustworthy')",-0.3783826,-0.3273174,0.0510652
23,2.550473,2.74144,"('insincere', 'sincere')",2.550473,2.7414401,0.1909671
24,-0.34919354,-0.26372233,"('dishonest', 'honest')",-0.3491935,-0.2637223,0.0854712
25,0.5461563,0.5386889,"('egoistic', 'altruistic')",0.5461563,0.5386889,-0.0074674
26,2.0946693,2.0190115,"('hardhearted', 'benevolent')",2.0946693,2.0190115,-0.0756578
27,0.80448204,0.724538,"('hardhearted', 'softhearted')",0.804482,0.724538,-0.079944
28,-0.0061773583,-0.032905642,"('disloyal', 'loyal')",-0.0061774,-0.0329056,-0.0267282
29,-0.310772,-0.44430196,"('unfair', 'fair')",-0.310772,-0.444302,-0.13353
30,0.46500456,0.5171809,"('intolerant', 'tolerant')",0.4650046,0.5171809,0.0521763
31,-0.8773881,-1.0567579,"('evil', 'good')",-0.8773881,-1.0567579,-0.1793698
32,0.47913927,0.5052207,"('unkind', 'kind')",0.4791393,0.5052207,0.0260814
33,-0.13552281,-0.14883107,"('wrong', 'right')",-0.1355228,-0.1488311,-0.0133083
34,1.5316368,1.6647394,"('mean', 'honorable')",1.5316368,1.6647394,0.1331026
35,-0.27323967,-0.5942698,"('corrupt', 'incorrupt')",-0.2732397,-0.5942698,-0.3210301
36,-0.21931332,-0.49795124,"('hostile', 'amicable')",-0.2193133,-0.4979512,-0.2786379
37,0.42444548,0.46581233,"('fake', 'genuine')",0.4244455,0.4658123,0.0413668
38,-0.31358254,-0.3201384,"('untruthful', 'truthful')",-0.3135825,-0.3201384,-0.0065559
39,-0.4167281,-0.27321836,"('exploitative', 'cooperative')",-0.4167281,-0.2732184,0.1435097
40,-0.72840816,-0.76563954,"('stingy', 'generous')",-0.7284082,-0.7656395,-0.0372313
41,0.37539476,0.34085116,"('unforgiving', 'forgiving')",0.3753948,0.3408512,-0.0345436
42,-1.4218166,-1.2083879,"('unreliable', 'reliable')",-1.4218166,-1.2083879,0.2134287
43,0.22630425,0.33983096,"('irresponsible', 'responsible')",0.2263042,0.339831,0.1135268
44,-0.9778216,-1.0685991,"('prejudiced', 'unprejudiced')",-0.9778216,-1.0685991,-0.0907775
45,0.23962316,0.27558792,"('incompetent', 'competent')",0.2396232,0.2755879,0.0359647
46,-0.18903343,-0.080601506,"('uncompetitive', 'competitive')",-0.1890334,-0.0806015,0.1084319
47,2.6978326,2.8783703,"('stupid', 'smart')",2.6978326,2.8783703,0.1805377
48,-0.5650614,-0.40207276,"('unintelligent', 'intelligent')",-0.5650614,-0.4020728,0.1629886
49,-0.9123594,-0.6567948,"('unable', 'able')",-0.9123594,-0.6567948,0.2555646
50,-0.51181626,-0.51253045,"('clumsy', 'skillful')",-0.5118163,-0.5125304,-0.0007141
51,-0.40015432,-0.20010138,"('uneducated', 'educated')",-0.4001543,-0.2001014,0.2000529
52,0.09475823,-0.13252702,"('irrational', 'rational')",0.0947582,-0.132527,-0.2272852
53,0.20674866,0.2161476,"('uncreative', 'creative')",0.2067487,0.2161476,0.0093989
54,-0.15418766,-0.08010766,"('incapable', 'capable')",-0.1541877,-0.0801077,0.07408
55,-0.20462714,0.032095067,"('incompetent', 'clever')",-0.2046271,0.0320951,0.2367222
