,mob_male,mob_female,tuple,average_male,average_female,female-male
0,-0.30656904,-0.31217742,"('unsociable', 'sociable')",-0.306569,-0.3121774,-0.0056084
1,1.0262338,0.9991672,"('unfriendly', 'friendly')",1.0262338,0.9991672,-0.0270666
2,0.27397573,0.29445535,"('unlikable', 'likable')",0.2739757,0.2944553,0.0204796
3,0.37457165,0.43211207,"('repellent', 'pleasant')",0.3745717,0.4321121,0.0575404
4,-7.249982,-7.359621,"('disliked', 'liked')",-7.2499819,-7.359621,-0.1096391
5,-0.43554848,-0.5284118,"('distant', 'outgoing')",-0.4355485,-0.5284118,-0.0928633
6,-0.051069792,-0.1557377,"('distant', 'open')",-0.0510698,-0.1557377,-0.1046679
7,0.270789,0.43926436,"('insensitive', 'sensitive')",0.270789,0.4392644,0.1684754
8,1.0123338,0.99496263,"('unaffectionate', 'affectionate')",1.0123338,0.9949626,-0.0173712
9,1.6061718,1.6585251,"('unaffectionate', 'caring')",1.6061718,1.6585251,0.0523533
10,0.7610725,0.88995916,"('unsympathetic', 'sympathetic')",0.7610725,0.8899592,0.1288867
11,1.2782122,1.3697113,"('unhelpful', 'helpful')",1.2782122,1.3697113,0.0914991
12,-2.037364,-1.942284,"('unsupportive', 'supportive')",-2.037364,-1.942284,0.09508
13,-0.6514133,-0.59808403,"('impolite', 'polite')",-0.6514133,-0.598084,0.0533293
14,-0.14941573,-0.15733838,"('antisocial', 'social')",-0.1494157,-0.1573384,-0.0079227
15,0.12430564,0.06131289,"('boring', 'funny')",0.1243056,0.0613129,-0.0629927
16,-0.6977841,-0.6771272,"('unpopular', 'popular')",-0.6977841,-0.6771272,0.0206569
17,-0.48192197,-0.51567423,"('nasty', 'nice')",-0.481922,-0.5156742,-0.0337522
18,-0.25074378,-0.31905302,"('disagreeable', 'welcoming')",-0.2507438,-0.319053,-0.0683092
19,-0.659681,-0.7323498,"('inhospitable', 'hospitable')",-0.659681,-0.7323498,-0.0726688
20,0.57242537,0.6200834,"('rough', 'thoughtful')",0.5724254,0.6200834,0.047658
21,-0.4009995,-0.2883558,"('immoral', 'moral')",-0.4009995,-0.2883558,0.1126437
22,-0.6599184,-0.63937134,"('untrustworthy', 'trustworthy')",-0.6599184,-0.6393713,0.0205471
23,5.9338937,6.0290055,"('insincere', 'sincere')",5.9338937,6.0290055,0.0951118
24,1.3774123,1.3208952,"('dishonest', 'honest')",1.3774123,1.3208952,-0.0565171
25,0.7742679,0.70766073,"('egoistic', 'altruistic')",0.7742679,0.7076607,-0.0666072
26,0.91129035,0.8301275,"('hardhearted', 'benevolent')",0.9112903,0.8301275,-0.0811628
27,1.4404994,1.3028008,"('hardhearted', 'softhearted')",1.4404994,1.3028008,-0.1376986
28,0.9103826,0.9128001,"('disloyal', 'loyal')",0.9103826,0.9128001,0.0024175
29,-0.8535496,-0.9804965,"('unfair', 'fair')",-0.8535496,-0.9804965,-0.1269469
30,0.9601426,0.96719277,"('intolerant', 'tolerant')",0.9601426,0.9671928,0.0070502
31,-1.7139047,-1.762368,"('evil', 'good')",-1.7139047,-1.762368,-0.0484633
32,0.940506,0.9286074,"('unkind', 'kind')",0.940506,0.9286074,-0.0118986
33,-0.5147226,-0.58677,"('wrong', 'right')",-0.5147226,-0.58677,-0.0720474
34,4.0752773,4.2475753,"('mean', 'honorable')",4.0752773,4.2475753,0.172298
35,-0.7931758,-1.0324779,"('corrupt', 'incorrupt')",-0.7931758,-1.0324779,-0.2393021
36,-0.54653543,-0.70257014,"('hostile', 'amicable')",-0.5465354,-0.7025701,-0.1560347
37,0.7552528,0.8104644,"('fake', 'genuine')",0.7552528,0.8104644,0.0552116
38,-0.4231962,-0.3557878,"('untruthful', 'truthful')",-0.4231962,-0.3557878,0.0674084
39,0.34894615,0.35319108,"('exploitative', 'cooperative')",0.3489462,0.3531911,0.0042449
40,-1.5446756,-1.6823919,"('stingy', 'generous')",-1.5446756,-1.6823919,-0.1377163
41,-0.00606139,-0.029014627,"('unforgiving', 'forgiving')",-0.0060614,-0.0290146,-0.0229532
42,-2.7281744,-2.6962671,"('unreliable', 'reliable')",-2.7281744,-2.6962671,0.0319073
43,0.6689643,0.74486727,"('irresponsible', 'responsible')",0.6689643,0.7448673,0.075903
44,-0.74935997,-0.8104285,"('prejudiced', 'unprejudiced')",-0.74936,-0.8104285,-0.0610685
45,-0.46537763,-0.3785882,"('incompetent', 'competent')",-0.4653776,-0.3785882,0.0867894
46,-0.8424808,-0.79314244,"('uncompetitive', 'competitive')",-0.8424808,-0.7931424,0.0493384
47,4.7707977,4.953104,"('stupid', 'smart')",4.7707977,4.953104,0.1823063
48,0.30374938,0.37004247,"('unintelligent', 'intelligent')",0.3037494,0.3700425,0.0662931
49,0.3235295,0.39074168,"('unable', 'able')",0.3235295,0.3907417,0.0672122
50,-0.48957816,-0.51871246,"('clumsy', 'skillful')",-0.4895782,-0.5187125,-0.0291343
51,0.2897368,0.31172442,"('uneducated', 'educated')",0.2897368,0.3117244,0.0219876
52,-0.722221,-0.92249876,"('irrational', 'rational')",-0.722221,-0.9224988,-0.2002778
53,-0.11664279,-0.14780761,"('uncreative', 'creative')",-0.1166428,-0.1478076,-0.0311648
54,0.9171215,0.9770671,"('incapable', 'capable')",0.9171215,0.9770671,0.0599456
55,0.5193927,0.6736115,"('incompetent', 'clever')",0.5193927,0.6736115,0.1542188
56,0.16613378,0.23833083,"('impractical', 'practical')",0.1661338,0.2383308,0.072197
57,-2.8836048,-2.7812061,"('unimaginative', 'imaginative')",-2.8836048,-2.7812061,0.1023987
58,0.10707075,0.16461004,"('undiscriminating', 'discriminating')",0.1070708,0.16461,0.0575392
59,-0.3455712,-0.43090835,"('foolish', 'wise')",-0.3455712,-0.4309084,-0.0853372
60,0.67595565,0.85085523,"('inefficient', 'efficient')",0.6759557,0.8508552,0.1748995
61,0.24160837,0.10914187,"('illogical', 'logical')",0.2416084,0.1091419,-0.1324665
