,las_male,las_female,tuple,vegas_male,vegas_female,sands_male,sands_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.6044101,-0.49667332,"('unsociable', 'sociable')",0.72368556,0.66946113,1.5717391,1.5794322,-0.14242657,-0.19601752,0.387147,0.3890506,0.0019036
1,-1.2760016,-1.4323273,"('unfriendly', 'friendly')",0.7329814,0.61377275,1.6783501,1.6201384,0.87857974,0.6965301,0.5034775,0.3745285,-0.128949
2,1.274842,1.2873899,"('unlikable', 'likable')",1.7436469,1.8052478,1.7714986,1.7893807,0.88680685,0.91767764,1.4191986,1.449924,0.0307254
3,0.40469763,0.6613872,"('repellent', 'pleasant')",-0.36194003,-0.20821145,-0.14437,-0.034515932,0.8392136,0.8994,0.1844003,0.329515,0.1451147
4,0.47001746,0.31593752,"('disliked', 'liked')",0.16750275,0.12139977,0.16303511,0.09311207,-7.0798316,-7.349895,-1.5698191,-1.7048614,-0.1350423
5,-0.67264616,-0.7606257,"('distant', 'outgoing')",0.4372486,0.3487266,-0.06288253,-0.056914736,-0.9948267,-1.0741034,-0.3232767,-0.3857293,-0.0624526
6,-0.834639,-0.94353724,"('distant', 'open')",0.76970875,0.6396412,0.2925992,0.24273303,-0.79225403,-0.92993826,-0.1411463,-0.2477753,-0.106629
7,-0.63342756,-0.5195534,"('insensitive', 'sensitive')",-0.18386132,-0.12616643,1.0145637,1.1375352,0.61195844,0.6816043,0.2023083,0.2933549,0.0910466
8,-1.1979607,-1.4082946,"('unaffectionate', 'affectionate')",0.5299622,0.40010422,0.23769063,0.09920694,-0.00013853796,-0.07853535,-0.1076116,-0.2468797,-0.1392681
9,-0.57832134,-0.6347845,"('unaffectionate', 'caring')",1.0191412,0.93745846,1.3747227,1.3384674,0.9803555,0.9891363,0.6989745,0.6575694,-0.0414051
10,-1.6978728,-1.4633827,"('unsympathetic', 'sympathetic')",-1.1929427,-1.1244042,0.029126868,0.12096356,-0.3936766,-0.34239036,-0.8138413,-0.7023034,0.1115379
11,-1.2749999,-1.2055373,"('unhelpful', 'helpful')",-1.1428059,-1.0715605,-0.7676328,-0.6685326,1.8032907,1.9439086,-0.3455369,-0.2504304,0.0951065
