,teradata_male,teradata_female,tuple,corp_male,corp_female,de_male,de_female,average_male,average_female,female-male
0,-1.3035144,-1.2798277,"('unsociable', 'sociable')",0.875013,0.7532594,0.11963546,0.11115459,-0.1029553,-0.1384712,-0.0355159
1,-0.56108886,-0.558776,"('unfriendly', 'friendly')",-0.3467751,-0.47390518,1.2057585,1.1335353,0.0992982,0.033618,-0.0656802
2,0.934499,0.95352346,"('unlikable', 'likable')",1.4997988,1.5839791,1.0662019,1.1163363,1.1668332,1.2179463,0.0511131
3,-0.37953478,-0.19194259,"('repellent', 'pleasant')",1.4083167,1.4499207,0.7506383,0.7656911,0.59314,0.6745564,0.0814164
4,0.6940467,0.7156656,"('disliked', 'liked')",-0.6454889,-0.54025173,-7.1495485,-7.304824,-2.3669969,-2.3764699,-0.009473
5,-0.0074743135,-0.057674885,"('distant', 'outgoing')",-1.4435626,-1.4503688,-1.0004147,-0.9711218,-0.8171506,-0.8263885,-0.0092379
6,0.1525433,0.16652793,"('distant', 'open')",-2.2643197,-2.2651744,-0.67868537,-0.66006064,-0.9301539,-0.919569,0.0105849
7,-0.6079812,-0.419093,"('insensitive', 'sensitive')",0.6974642,0.6682304,0.9456257,0.92883694,0.3450363,0.3926581,0.0476218
8,0.2314786,0.24283345,"('unaffectionate', 'affectionate')",-1.1098957,-1.1587107,0.6813938,0.6902999,-0.0656744,-0.0751925,-0.0095181
9,-0.80289483,-0.79505986,"('unaffectionate', 'caring')",-0.14088023,-0.23518494,1.0247037,1.0597597,0.0269762,0.0098383,-0.0171379
10,-1.2716006,-1.0540816,"('unsympathetic', 'sympathetic')",-0.008695552,-0.13040696,0.47127995,0.48715696,-0.2696721,-0.2324438,0.0372283
11,-0.56055236,-0.53238773,"('unhelpful', 'helpful')",1.2919298,1.2510593,2.2280324,2.284467,0.9864699,1.0010462,0.0145763
12,-0.41265494,-0.19127603,"('unsupportive', 'supportive')",0.495761,0.58550704,-1.6908917,-1.7171005,-0.5359286,-0.4409565,0.0949721
13,-0.4252828,-0.4293394,"('impolite', 'polite')",0.47965065,0.46688414,-0.1606938,-0.088024735,-0.035442,-0.0168267,0.0186153
