,marketaxess_male,marketaxess_female,tuple,hldgs_male,hldgs_female,inc_male,inc_female,average_male,average_female,female-male
0,0.6257322,0.52141106,"('unsociable', 'sociable')",-0.49546054,-0.6608683,-0.16660324,-0.31558502,-0.0121105,-0.1516807,-0.1395702
1,-3.0322742,-3.0231557,"('unfriendly', 'friendly')",-1.6937958,-1.5986383,1.261992,1.1525025,-1.1546926,-1.1564304,-0.0017378
2,0.2575365,0.25563583,"('unlikable', 'likable')",0.92098004,1.0386374,0.9221098,1.035619,0.7002087,0.7766307,0.076422
3,0.71057266,0.79653394,"('repellent', 'pleasant')",0.056189768,0.092843994,0.40586448,0.5221247,0.3908757,0.4705009,0.0796252
4,-1.8095793,-1.759443,"('disliked', 'liked')",-0.23613404,-0.1827555,-6.078986,-6.0200105,-2.7082332,-2.6540696,0.0541636
5,-3.2854676,-3.114493,"('distant', 'outgoing')",-1.2985301,-1.0353211,-0.8772933,-0.82671267,-1.8204303,-1.6588422,0.1615881
6,-3.0776727,-2.9045146,"('distant', 'open')",-1.5027272,-1.1694899,-0.4819192,-0.40104392,-1.6874398,-1.4916827,0.1957571
7,0.95189744,1.0107086,"('insensitive', 'sensitive')",-0.51768327,-0.47496685,0.5001602,0.5441224,0.3114581,0.3599547,0.0484966
8,-2.3605735,-2.363698,"('unaffectionate', 'affectionate')",-1.4968027,-1.3757958,0.42780843,0.31444207,-1.1431892,-1.1416839,0.0015053
9,-2.4193573,-2.4318485,"('unaffectionate', 'caring')",-1.4952226,-1.4381565,0.94082,0.85849315,-0.9912533,-1.0038373,-0.012584
10,1.2307948,1.2563286,"('unsympathetic', 'sympathetic')",-0.94994825,-1.034511,-0.049893588,-0.106550686,0.0769843,0.0384223,-0.038562
11,0.9293426,0.9072985,"('unhelpful', 'helpful')",0.24387452,0.13589942,2.2749286,2.2606251,1.149382,1.1012743,-0.0481077
12,-0.22308823,-0.098152235,"('unsupportive', 'supportive')",-0.38353604,-0.24699412,-1.8299059,-1.7395344,-0.8121767,-0.6948936,0.1172831
13,1.5583154,1.485687,"('impolite', 'polite')",0.030068114,-0.08804253,0.05636692,-0.033171885,0.5482502,0.4548242,-0.093426
