,marriott_male,marriott_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.026809089,-0.16321284,"('unsociable', 'sociable')",0.07011468,-0.011181228,-0.46383727,-0.6278881,-0.1401772,-0.2674274,-0.1272502
1,3.0654404,2.9221861,"('unfriendly', 'friendly')",0.72970456,0.6127321,2.2618017,2.1259573,2.0189823,1.8869584,-0.1320239
2,1.1924535,1.2724595,"('unlikable', 'likable')",1.9310486,2.010589,0.99170655,1.0477176,1.3717362,1.4435886,0.0718524
3,-1.8597776,-1.7381768,"('repellent', 'pleasant')",-0.450297,-0.35948443,0.052946664,0.08585033,-0.752376,-0.6706037,0.0817723
4,0.23556978,0.07678754,"('disliked', 'liked')",0.29417002,0.21711189,-5.930242,-6.0114346,-1.8001674,-1.905845,-0.1056776
5,2.0040236,1.9585289,"('distant', 'outgoing')",0.045438714,-0.0041836686,0.12764232,0.21632102,0.7257016,0.7235554,-0.0021462
6,2.1937685,2.1985786,"('distant', 'open')",-0.016299576,-0.056853715,0.6926818,0.7652997,0.9567169,0.9690081,0.0122912
7,-0.15935814,-0.0963424,"('insensitive', 'sensitive')",-0.4967891,-0.4093766,0.6743962,0.66594374,0.006083,0.0534082,0.0473252
8,1.455488,1.4740523,"('unaffectionate', 'affectionate')",-0.20327072,-0.30223954,0.9072756,0.8752794,0.719831,0.6823641,-0.0374669
9,1.7724499,1.7703242,"('unaffectionate', 'caring')",0.35331804,0.33176494,1.3621991,1.3951268,1.1626557,1.1657387,0.003083
10,-1.5053879,-1.5121762,"('unsympathetic', 'sympathetic')",-1.2251564,-1.0844806,-0.54513705,-0.6009075,-1.0918938,-1.0658548,0.026039
11,-1.6636121,-1.579271,"('unhelpful', 'helpful')",-0.3670624,-0.28989583,1.5722696,1.6102351,-0.1528016,-0.0863106,0.066491
12,1.0117747,1.0689918,"('unsupportive', 'supportive')",0.7216474,0.90918875,-1.3092785,-1.2564046,0.1413812,0.240592,0.0992108
