,mckesson_male,mckesson_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.5152632,-1.5912948,"('unsociable', 'sociable')",-0.43655246,-0.66079277,-0.9759078,-1.1260438,-0.150136
1,-0.861388,-1.0875279,"('unfriendly', 'friendly')",1.8488266,1.7208074,0.4937193,0.3166398,-0.1770795
2,0.46151233,0.6294418,"('unlikable', 'likable')",0.42242676,0.5615118,0.4419695,0.5954768,0.1535073
3,-1.1256179,-1.0291142,"('repellent', 'pleasant')",0.031446055,0.069024615,-0.5470859,-0.4800448,0.0670411
4,1.0915638,0.9348146,"('disliked', 'liked')",-5.880904,-6.048442,-2.3946702,-2.5568137,-0.1621435
5,1.0429254,0.98488647,"('distant', 'outgoing')",0.05446574,0.09365201,0.5486956,0.5392692,-0.0094264
6,0.8726482,0.8428027,"('distant', 'open')",0.38744417,0.4075285,0.6300462,0.6251656,-0.0048806
7,-0.62327725,-0.63188964,"('insensitive', 'sensitive')",0.8643018,0.8122633,0.1205123,0.0901868,-0.0303255
8,0.33713102,0.2640748,"('unaffectionate', 'affectionate')",1.350455,1.2246002,0.843793,0.7443375,-0.0994555
9,0.040626332,-0.07106531,"('unaffectionate', 'caring')",1.4445276,1.2987503,0.742577,0.6138425,-0.1287345
10,-2.008471,-2.0514495,"('unsympathetic', 'sympathetic')",0.12296605,-0.034667,-0.9427525,-1.0430583,-0.1003058
11,-1.5026425,-1.4701643,"('unhelpful', 'helpful')",1.6498206,1.675544,0.073589,0.1026899,0.0291009
12,-0.8794821,-0.919103,"('unsupportive', 'supportive')",-1.1988609,-1.2608399,-1.0391715,-1.0899715,-0.0508
13,-0.82162964,-0.76951975,"('impolite', 'polite')",-0.6299635,-0.58890295,-0.7257966,-0.6792114,0.0465852
14,-1.182522,-1.116253,"('antisocial', 'social')",-0.48696893,-0.6093222,-0.8347455,-0.8627876,-0.0280421
15,0.11743018,0.04402476,"('boring', 'funny')",0.52604604,0.5175902,0.3217381,0.2808075,-0.0409306
16,0.23384488,0.23793335,"('unpopular', 'popular')",0.15510406,0.22029728,0.1944745,0.2291153,0.0346408
