,hanesbrands_male,hanesbrands_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.6703754,-0.87485707,"('unsociable', 'sociable')",-0.45597067,-0.6211522,-0.5631731,-0.7480047,-0.1848316
1,-1.2645465,-1.2542559,"('unfriendly', 'friendly')",1.8765508,1.8173635,0.3060021,0.2815538,-0.0244483
2,0.84222066,0.8474888,"('unlikable', 'likable')",0.71837753,0.7907241,0.7802991,0.8191065,0.0388074
3,-0.8842825,-0.8878754,"('repellent', 'pleasant')",0.04005353,0.027933292,-0.4221145,-0.429971,-0.0078565
4,0.12579042,0.13473204,"('disliked', 'liked')",-6.0549455,-6.0335097,-2.9645774,-2.9493887,0.0151887
5,-0.5182428,-0.38765526,"('distant', 'outgoing')",-0.1548069,-0.029082358,-0.3365248,-0.2083688,0.128156
6,-0.54665405,-0.36859715,"('distant', 'open')",0.29583105,0.38189155,-0.1254115,0.0066472,0.1320587
7,-0.4643677,-0.42599013,"('insensitive', 'sensitive')",0.5640337,0.56755525,0.049833,0.0707826,0.0209496
8,-0.6046269,-0.55289763,"('unaffectionate', 'affectionate')",1.1321981,1.067569,0.2637856,0.2573357,-0.0064499
9,-0.8904233,-0.86145747,"('unaffectionate', 'caring')",1.327007,1.2978265,0.2182919,0.2181845,-0.0001074
10,-1.1975312,-1.2921975,"('unsympathetic', 'sympathetic')",-0.38314754,-0.42109397,-0.7903394,-0.8566457,-0.0663063
11,-0.9524652,-1.0147293,"('unhelpful', 'helpful')",1.6331825,1.6840408,0.3403587,0.3346558,-0.0057029
12,-0.5110345,-0.373121,"('unsupportive', 'supportive')",-1.5268632,-1.408954,-1.0189488,-0.8910375,0.1279113
13,0.07356872,-0.04598086,"('impolite', 'polite')",-0.40724224,-0.4852978,-0.1668368,-0.2656393,-0.0988025
14,-0.12367634,-0.22048135,"('antisocial', 'social')",-0.7481996,-0.8602528,-0.435938,-0.5403671,-0.1044291
15,0.2428347,0.19219717,"('boring', 'funny')",0.4776671,0.47343564,0.3602509,0.3328164,-0.0274345
16,-0.42327315,-0.3271322,"('unpopular', 'popular')",0.6397268,0.6756605,0.1082268,0.1742641,0.0660373
17,-0.065980285,0.043295916,"('nasty', 'nice')",-0.356256,-0.2860144,-0.2111181,-0.1213592,0.0897589
18,-0.26805913,-0.14467168,"('disagreeable', 'welcoming')",-0.30956417,-0.30480993,-0.2888117,-0.2247408,0.0640709
19,0.025770672,0.054591246,"('inhospitable', 'hospitable')",0.35731402,0.5168977,0.1915423,0.2857445,0.0942022
20,0.17876792,0.25711966,"('rough', 'thoughtful')",1.120836,1.1059585,0.649802,0.6815391,0.0317371
21,-0.02372648,-0.1583775,"('immoral', 'moral')",-0.6655211,-0.6593727,-0.3446238,-0.4088751,-0.0642513
22,-0.20920801,-0.23648684,"('untrustworthy', 'trustworthy')",-0.8715412,-0.9359647,-0.5403746,-0.5862257,-0.0458511
23,-0.52502483,-0.63309795,"('insincere', 'sincere')",5.4523296,5.3617687,2.4636524,2.3643353,-0.0993171
24,-0.5871614,-0.61362725,"('dishonest', 'honest')",0.6784439,0.57415456,0.0456412,-0.0197363,-0.0653775
25,-0.057387307,0.035366654,"('egoistic', 'altruistic')",1.4422585,1.4283869,0.6924356,0.7318768,0.0394412
26,-0.121163785,-0.14567058,"('hardhearted', 'benevolent')",1.8884932,1.7278578,0.8836647,0.7910936,-0.0925711
27,0.084752195,0.26584873,"('hardhearted', 'softhearted')",1.630512,1.5840949,0.8576321,0.9249718,0.0673397
28,-0.9498661,-1.1089584,"('disloyal', 'loyal')",0.8481779,0.6969204,-0.0508441,-0.206019,-0.1551749
29,-0.75944525,-0.7204695,"('unfair', 'fair')",-0.34243345,-0.46968818,-0.5509393,-0.5950788,-0.0441395
30,0.4733551,0.34450305,"('intolerant', 'tolerant')",0.8592151,0.80283374,0.6662851,0.5736684,-0.0926167
31,-0.71025985,-0.50871336,"('evil', 'good')",-0.5371798,-0.50936365,-0.6237198,-0.5090385,0.1146813
32,-0.68010604,-0.83353865,"('unkind', 'kind')",0.9606542,0.7945985,0.1402741,-0.0194701,-0.1597442
33,0.47408935,0.4703211,"('wrong', 'right')",-0.13820976,-0.20833063,0.1679398,0.1309952,-0.0369446
34,0.29753852,0.41244724,"('mean', 'honorable')",6.0710654,6.1998897,3.1843019,3.3061686,0.1218667
35,0.3944343,0.41053787,"('corrupt', 'incorrupt')",-0.014021995,-0.18661621,0.1902062,0.1119608,-0.0782454
36,-0.72293204,-0.69234186,"('hostile', 'amicable')",0.45747465,0.2526661,-0.1327287,-0.2198379,-0.0871092
37,0.5319297,0.5562698,"('fake', 'genuine')",0.36091998,0.4045617,0.4464248,0.4804158,0.033991
38,-0.43944755,-0.41029713,"('untruthful', 'truthful')",0.19961889,0.23265368,-0.1199143,-0.0888217,0.0310926
39,0.84985864,0.7995408,"('exploitative', 'cooperative')",0.32403493,0.23879506,0.5869468,0.519168,-0.0677788
40,0.035331577,0.05808855,"('stingy', 'generous')",-1.0713946,-1.1412071,-0.5180315,-0.5415593,-0.0235278
41,0.008454615,0.028470747,"('unforgiving', 'forgiving')",0.33498845,0.23011866,0.1717215,0.1292947,-0.0424268
