,shack_male,shack_female,tuple,average_male,average_female,female-male
0,0.037724577,-0.07657267,"('unsociable', 'sociable')",0.0377246,-0.0765727,-0.1142973
1,1.0321622,0.9808604,"('unfriendly', 'friendly')",1.0321622,0.9808604,-0.0513018
2,0.020488648,0.10814664,"('unlikable', 'likable')",0.0204886,0.1081466,0.087658
3,0.53461933,0.51925546,"('repellent', 'pleasant')",0.5346193,0.5192555,-0.0153638
4,-7.474493,-7.677474,"('disliked', 'liked')",-7.474493,-7.677474,-0.202981
5,-0.6332214,-0.6160596,"('distant', 'outgoing')",-0.6332214,-0.6160596,0.0171618
6,-0.045479674,-0.06965299,"('distant', 'open')",-0.0454797,-0.069653,-0.0241733
7,0.84665275,0.8839762,"('insensitive', 'sensitive')",0.8466527,0.8839762,0.0373235
8,1.2927792,1.198311,"('unaffectionate', 'affectionate')",1.2927792,1.198311,-0.0944682
9,1.7717321,1.8056749,"('unaffectionate', 'caring')",1.7717321,1.8056749,0.0339428
10,0.6724876,0.6947027,"('unsympathetic', 'sympathetic')",0.6724876,0.6947027,0.0222151
11,1.50703,1.6279234,"('unhelpful', 'helpful')",1.50703,1.6279234,0.1208934
12,-1.723332,-1.7708898,"('unsupportive', 'supportive')",-1.723332,-1.7708898,-0.0475578
13,-0.14128295,-0.16795273,"('impolite', 'polite')",-0.1412829,-0.1679527,-0.0266698
14,0.05662532,-0.01807642,"('antisocial', 'social')",0.0566253,-0.0180764,-0.0747017
15,0.18403964,0.12674634,"('boring', 'funny')",0.1840396,0.1267463,-0.0572933
16,-0.21627215,-0.23230866,"('unpopular', 'popular')",-0.2162721,-0.2323087,-0.0160366
17,-0.40596607,-0.35501227,"('nasty', 'nice')",-0.4059661,-0.3550123,0.0509538
18,-0.6567102,-0.6567068,"('disagreeable', 'welcoming')",-0.6567102,-0.6567068,3.4e-06
19,-0.89924175,-0.86791694,"('inhospitable', 'hospitable')",-0.8992417,-0.8679169,0.0313248
20,0.71557045,0.6405863,"('rough', 'thoughtful')",0.7155704,0.6405863,-0.0749841
21,-0.43198195,-0.34158477,"('immoral', 'moral')",-0.431982,-0.3415848,0.0903972
22,-0.77192485,-0.8109123,"('untrustworthy', 'trustworthy')",-0.7719249,-0.8109123,-0.0389874
23,6.2333174,6.393555,"('insincere', 'sincere')",6.2333174,6.3935552,0.1602378
24,1.5186771,1.4439791,"('dishonest', 'honest')",1.5186771,1.4439791,-0.074698
25,0.67568856,0.6523843,"('egoistic', 'altruistic')",0.6756886,0.6523843,-0.0233043
26,0.76662785,0.62675077,"('hardhearted', 'benevolent')",0.7666278,0.6267508,-0.139877
27,1.3517534,1.1916797,"('hardhearted', 'softhearted')",1.3517534,1.1916797,-0.1600737
28,1.2212113,1.2180418,"('disloyal', 'loyal')",1.2212113,1.2180418,-0.0031695
29,-0.46918598,-0.5212211,"('unfair', 'fair')",-0.469186,-0.5212211,-0.0520351
30,0.8622389,0.9109659,"('intolerant', 'tolerant')",0.8622389,0.9109659,0.048727
31,-1.3688341,-1.4232763,"('evil', 'good')",-1.3688341,-1.4232763,-0.0544422
32,1.2943985,1.2400992,"('unkind', 'kind')",1.2943985,1.2400992,-0.0542993
33,-0.45683646,-0.5452637,"('wrong', 'right')",-0.4568365,-0.5452637,-0.0884272
34,4.4802647,4.733976,"('mean', 'honorable')",4.4802647,4.7339759,0.2537112
35,-0.5833771,-0.82306075,"('corrupt', 'incorrupt')",-0.5833771,-0.8230608,-0.2396837
36,-0.4884063,-0.6226245,"('hostile', 'amicable')",-0.4884063,-0.6226245,-0.1342182
37,0.9240159,0.9311614,"('fake', 'genuine')",0.9240159,0.9311614,0.0071455
38,-0.2816428,-0.23433538,"('untruthful', 'truthful')",-0.2816428,-0.2343354,0.0473074
39,0.45200318,0.50534725,"('exploitative', 'cooperative')",0.4520032,0.5053473,0.0533441
40,-2.0494251,-2.2658956,"('stingy', 'generous')",-2.0494251,-2.2658956,-0.2164705
41,0.08269087,0.045431398,"('unforgiving', 'forgiving')",0.0826909,0.0454314,-0.0372595
42,-2.421353,-2.4164205,"('unreliable', 'reliable')",-2.4213531,-2.4164205,0.0049326
43,0.88544315,1.0029647,"('irresponsible', 'responsible')",0.8854432,1.0029647,0.1175215
44,-1.042583,-0.99521095,"('prejudiced', 'unprejudiced')",-1.042583,-0.9952109,0.0473721
45,0.17500764,0.057603255,"('incompetent', 'competent')",0.1750076,0.0576033,-0.1174043
46,-0.79556286,-0.8071548,"('uncompetitive', 'competitive')",-0.7955629,-0.8071548,-0.0115919
47,4.8945446,5.069989,"('stupid', 'smart')",4.8945446,5.0699892,0.1754446
48,0.57499576,0.5492531,"('unintelligent', 'intelligent')",0.5749958,0.5492531,-0.0257427
49,-0.1948447,-0.017625509,"('unable', 'able')",-0.1948447,-0.0176255,0.1772192
50,-0.4173884,-0.4264405,"('clumsy', 'skillful')",-0.4173884,-0.4264405,-0.0090521
51,-0.029838294,-0.06194429,"('uneducated', 'educated')",-0.0298383,-0.0619443,-0.032106
52,-0.3947265,-0.54316616,"('irrational', 'rational')",-0.3947265,-0.5431662,-0.1484397
53,-0.047285613,-0.022701908,"('uncreative', 'creative')",-0.0472856,-0.0227019,0.0245837
54,0.8433202,0.9550444,"('incapable', 'capable')",0.8433202,0.9550444,0.1117242
55,0.51361275,0.5190253,"('incompetent', 'clever')",0.5136127,0.5190253,0.0054126
56,0.72018826,0.74721116,"('impractical', 'practical')",0.7201883,0.7472112,0.0270229
57,-2.8685386,-2.9418974,"('unimaginative', 'imaginative')",-2.8685386,-2.9418974,-0.0733588
58,-0.14296055,-0.19652323,"('undiscriminating', 'discriminating')",-0.1429605,-0.1965232,-0.0535627
59,-0.12443149,-0.10531397,"('foolish', 'wise')",-0.1244315,-0.105314,0.0191175
60,0.42679346,0.63069814,"('inefficient', 'efficient')",0.4267935,0.6306981,0.2039046
61,0.29729277,0.20242158,"('illogical', 'logical')",0.2972928,0.2024216,-0.0948712
62,0.6432991,0.7362516,"('incompetent', 'brilliant')",0.6432991,0.7362516,0.0929525
63,0.10415147,0.14073125,"('unperceptive', 'insightful')",0.1041515,0.1407312,0.0365797
64,-6.402654,-6.5152245,"('shy', 'confident')",-6.4026542,-6.5152245,-0.1125703
65,0.113377966,0.19243562,"('insecure', 'secure')",0.113378,0.1924356,0.0790576
66,-0.10131174,-0.26597005,"('inactive', 'active')",-0.1013117,-0.2659701,-0.1646584
67,-0.41143054,-0.2698841,"('doubtful', 'determined')",-0.4114305,-0.2698841,0.1415464
68,-1.1535153,-1.071733,"('dependent', 'independent')",-1.1535153,-1.071733,0.0817823
69,-1.8679209,-1.9172441,"('lazy', 'industrious')",-1.8679209,-1.9172441,-0.0493232
70,0.93763816,0.8945494,"('lethargic', 'energetic')",0.9376382,0.8945494,-0.0430888
71,0.7541984,0.7181461,"('diffident', 'self-confident')",0.7541984,0.7181461,-0.0360523
72,0.59208626,0.66185826,"('unambitious', 'ambitious')",0.5920863,0.6618583,0.069772
73,-3.2846887,-3.3368993,"('helpless', 'self-reliant')",-3.2846887,-3.3368993,-0.0522106
74,-0.14857987,-0.24357475,"('undedicated', 'dedicated')",-0.1485799,-0.2435748,-0.0949949
75,-1.1893544,-1.1597564,"('meek', 'impulsive')",-1.1893544,-1.1597564,0.029598
76,0.43604535,0.51260364,"('anxious', 'daring')",0.4360453,0.5126036,0.0765583
77,-1.3150188,-1.1477265,"('unmotivated', 'motivated')",-1.3150188,-1.1477265,0.1672923
78,-0.47683522,-0.4827905,"('nonresilient', 'resilient')",-0.4768352,-0.4827905,-0.0059553
79,-0.4054237,-0.35892773,"('wavering', 'unwavering')",-0.4054237,-0.3589277,0.046496
80,-0.50400954,-0.61613935,"('dominated', 'dominating')",-0.5040095,-0.6161394,-0.1121299
81,-0.42182338,-0.3507133,"('submissive', 'aggressive')",-0.4218234,-0.3507133,0.0711101
82,6.3176255,6.4509206,"('poor', 'rich')",6.3176255,6.4509206,0.1332951
83,-0.2799983,-0.29013675,"('powerless', 'powerful')",-0.2799983,-0.2901368,-0.0101385
84,0.23760228,0.27488196,"('inferior', 'superior')",0.2376023,0.274882,0.0372797
85,-0.91498387,-0.95717263,"('insignificant', 'prestigious')",-0.9149839,-0.9571726,-0.0421887
86,0.28606182,0.15531012,"('uninfluential', 'influential')",0.2860618,0.1553101,-0.1307517
87,-0.07013147,-0.0878185,"('unsuccessful', 'successful')",-0.0701315,-0.0878185,-0.017687
88,-0.120872,-0.07789668,"('low', 'eminent')",-0.120872,-0.0778967,0.0429753
