,moderna_male,moderna_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.49760598,0.5710303,"('unsociable', 'sociable')",-0.47410548,-0.59890383,0.0117503,-0.0139368,-0.0256871
1,-0.86640793,-0.8521523,"('unfriendly', 'friendly')",1.6090236,1.456914,0.3713078,0.3023808,-0.068927
2,1.01489,1.0802212,"('unlikable', 'likable')",0.93628955,1.0355895,0.9755898,1.0579053,0.0823155
3,0.52600974,0.7849735,"('repellent', 'pleasant')",0.50998217,0.6208631,0.517996,0.7029183,0.1849223
4,-0.6477688,-0.6533279,"('disliked', 'liked')",-6.1588626,-6.192523,-3.4033158,-3.4229255,-0.0196097
5,-1.095504,-1.0979292,"('distant', 'outgoing')",-0.23110172,-0.2471287,-0.6633029,-0.672529,-0.0092261
6,-1.4756227,-1.4427465,"('distant', 'open')",0.060031354,0.03413619,-0.7077956,-0.7043052,0.0034904
7,0.31076324,0.5098628,"('insensitive', 'sensitive')",0.035961825,0.09255332,0.1733625,0.301208,0.1278455
8,-0.8031357,-0.8167213,"('unaffectionate', 'affectionate')",0.6350373,0.5485467,-0.0840492,-0.1340873,-0.0500381
9,-0.79763174,-0.760716,"('unaffectionate', 'caring')",0.90828794,0.8451797,0.0553281,0.0422318,-0.0130963
10,0.36272112,0.6119789,"('unsympathetic', 'sympathetic')",-0.64231455,-0.6551855,-0.1397967,-0.0216033,0.1181934
11,0.47188592,0.5487812,"('unhelpful', 'helpful')",1.8941371,1.984876,1.1830115,1.2668287,0.0838172
12,0.13471758,0.40160453,"('unsupportive', 'supportive')",-1.9860221,-1.9307866,-0.9256523,-0.764591,0.1610613
13,0.8119185,0.8236188,"('impolite', 'polite')",-0.63633645,-0.57159007,0.087791,0.1260144,0.0382234
14,2.0432491,2.1531217,"('antisocial', 'social')",-0.23979573,-0.233009,0.9017267,0.9600564,0.0583297
15,-0.012119435,-0.18861432,"('boring', 'funny')",0.6899199,0.60134053,0.3389002,0.2063631,-0.1325371
16,-1.6309679,-1.6423409,"('unpopular', 'popular')",0.5265583,0.5268077,-0.5522048,-0.5577666,-0.0055618
17,-0.6127909,-0.59747785,"('nasty', 'nice')",-0.13975325,-0.12669107,-0.3762721,-0.3620844,0.0141877
18,-0.11936873,0.07459606,"('disagreeable', 'welcoming')",-0.31526154,-0.27047774,-0.2173151,-0.0979408,0.1193743
19,-1.180104,-1.1315367,"('inhospitable', 'hospitable')",-0.07323962,-0.027400052,-0.6266718,-0.5794684,0.0472034
20,0.95357317,0.9691314,"('rough', 'thoughtful')",1.1321164,1.0575017,1.0428448,1.0133165,-0.0295283
21,1.4966719,1.5608553,"('immoral', 'moral')",-0.19235122,-0.13991226,0.6521603,0.7104715,0.0583112
22,0.95049566,1.0346308,"('untrustworthy', 'trustworthy')",-0.934612,-0.95401525,0.0079418,0.0403078,0.032366
23,0.56575507,0.72213376,"('insincere', 'sincere')",5.50861,5.472024,3.0371823,3.0970788,0.0598965
24,0.25319266,0.23359835,"('dishonest', 'honest')",0.85172504,0.8451009,0.5524589,0.5393496,-0.0131093
25,-0.7166729,-0.8368912,"('egoistic', 'altruistic')",1.6768516,1.5780927,0.4800894,0.3706008,-0.1094886
26,0.65071434,0.63048196,"('hardhearted', 'benevolent')",2.039024,1.9184649,1.3448693,1.2744734,-0.0703959
27,-0.12881249,-0.101936415,"('hardhearted', 'softhearted')",1.1600493,1.0771381,0.5156184,0.4876008,-0.0280176
28,-0.19058795,-0.3244672,"('disloyal', 'loyal')",0.8728084,0.7308403,0.3411102,0.2031866,-0.1379236
29,0.123835415,-0.016866012,"('unfair', 'fair')",-0.52280223,-0.71582913,-0.1994834,-0.3663476,-0.1668642
30,1.1957488,1.3629313,"('intolerant', 'tolerant')",1.7091122,1.7247623,1.4524305,1.5438468,0.0914163
31,-2.078256,-2.0181847,"('evil', 'good')",-1.1991858,-1.267192,-1.6387209,-1.6426883,-0.0039674
32,0.38825244,0.39071482,"('unkind', 'kind')",1.0232176,0.95275724,0.705735,0.671736,-0.033999
33,-0.23707151,-0.32278314,"('wrong', 'right')",-0.43182653,-0.51877385,-0.334449,-0.4207785,-0.0863295
34,0.22957334,0.45118326,"('mean', 'honorable')",5.599281,5.749632,2.914427,3.1004076,0.1859806
35,-1.6676155,-1.960314,"('corrupt', 'incorrupt')",-0.29587695,-0.45973882,-0.9817463,-1.2100264,-0.2282801
36,-2.0223913,-2.0685372,"('hostile', 'amicable')",0.18971923,-0.015877765,-0.9163361,-1.0422075,-0.1258714
