,edwards_male,edwards_female,tuple,lifesciences_male,lifesciences_female,corp_male,corp_female,average_male,average_female,female-male
0,0.93262684,0.8285714,"('unsociable', 'sociable')",-1.2119087,-1.3300142,-0.28375354,-0.39523143,-0.1876785,-0.2988914,-0.1112129
1,0.42890307,0.31940734,"('unfriendly', 'friendly')",-0.9746568,-1.0751252,1.6712924,1.5175017,0.3751796,0.2539279,-0.1212517
2,1.0463353,1.0862825,"('unlikable', 'likable')",0.97514737,0.9886891,0.6007552,0.6586943,0.8740793,0.911222,0.0371427
3,0.36598742,0.44927278,"('repellent', 'pleasant')",-1.1025696,-1.0364919,0.49752587,0.58073133,-0.0796854,-0.0021626,0.0775228
4,-0.60458374,-0.63066,"('disliked', 'liked')",1.1200919,1.0861218,-6.626189,-6.9702783,-2.0368937,-2.1716054,-0.1347117
5,-0.18881372,-0.20032991,"('distant', 'outgoing')",1.1210016,1.1465949,-0.24303956,-0.26494694,0.2297161,0.227106,-0.0026101
6,-0.3005983,-0.34454918,"('distant', 'open')",0.52455264,0.5335098,-0.2788799,-0.3122327,-0.0183085,-0.0410907,-0.0227822
7,1.0189162,1.077169,"('insensitive', 'sensitive')",-1.3334544,-1.2659589,0.41982713,0.44724748,0.0350963,0.0861525,0.0510562
8,-0.16786098,-0.2309357,"('unaffectionate', 'affectionate')",-0.665237,-0.72968435,0.6211286,0.5606617,-0.0706565,-0.1333195,-0.062663
9,1.1656796,1.186648,"('unaffectionate', 'caring')",-0.45853108,-0.48934045,1.45065,1.4584509,0.7192662,0.7185861,-0.0006801
10,1.5620352,1.6123066,"('unsympathetic', 'sympathetic')",-3.2594655,-3.258617,-0.27475065,-0.26325992,-0.6573936,-0.6365234,0.0208702
11,0.050749995,0.121352874,"('unhelpful', 'helpful')",-0.78100145,-0.7689028,2.07194,2.1605082,0.4472295,0.5043194,0.0570899
12,1.4919479,1.5764936,"('unsupportive', 'supportive')",-0.61334115,-0.53172326,-1.7805234,-1.8107948,-0.3006389,-0.2553415,0.0452974
