,trane_male,trane_female,tuple,technologies_male,technologies_female,plc_male,plc_female,average_male,average_female,female-male
0,-0.38321024,-0.41214037,"('unsociable', 'sociable')",-0.5068448,-0.5795876,-0.71564525,-0.8099327,-0.5352334,-0.6005536,-0.0653202
1,-1.855074,-1.9200848,"('unfriendly', 'friendly')",-0.21589789,-0.39481032,1.9942058,1.8158077,-0.0255887,-0.1663625,-0.1407738
2,0.69904274,0.7096984,"('unlikable', 'likable')",0.44347596,0.46304315,0.60178936,0.6483762,0.581436,0.6070393,0.0256033
3,-0.6247434,-0.5003925,"('repellent', 'pleasant')",-0.33559027,-0.24295332,-0.64619184,-0.58266926,-0.5355085,-0.442005,0.0935035
4,-0.5238374,-0.58511025,"('disliked', 'liked')",-0.07116897,-0.13327612,-3.2261972,-3.3094637,-1.2737346,-1.3426167,-0.0688821
5,-1.6730592,-1.6847173,"('distant', 'outgoing')",-0.48772436,-0.53133506,0.44514632,0.3712778,-0.5718791,-0.6149248,-0.0430457
6,-1.8755003,-1.8632464,"('distant', 'open')",-0.9315739,-0.99990773,0.56911206,0.46382323,-0.7459874,-0.799777,-0.0537896
7,0.178874,0.21011265,"('insensitive', 'sensitive')",0.13352983,0.22143415,0.0068318993,0.05981887,0.1064119,0.1637886,0.0573767
8,-1.01645,-1.0583537,"('unaffectionate', 'affectionate')",0.09357834,-0.025313225,0.8369729,0.6779194,-0.0286329,-0.1352492,-0.1066163
9,-1.5480481,-1.5608051,"('unaffectionate', 'caring')",0.10296417,-0.022991661,1.0163349,0.89585316,-0.1429164,-0.2293145,-0.0863981
10,-0.653333,-0.60238075,"('unsympathetic', 'sympathetic')",-0.9448052,-0.9556762,-0.9799869,-0.9348624,-0.859375,-0.8309731,0.0284019
11,-0.3906303,-0.36129636,"('unhelpful', 'helpful')",0.850729,0.87390876,0.5337081,0.5090785,0.3312689,0.3405636,0.0092947
12,-0.3064055,-0.25342727,"('unsupportive', 'supportive')",0.7744281,0.8180109,-1.0714879,-1.0528997,-0.2011551,-0.162772,0.0383831
13,0.3127435,0.39066786,"('impolite', 'polite')",-0.23885289,-0.17533901,-0.8812593,-0.8665769,-0.2691229,-0.2170827,0.0520402
14,0.7494299,0.81953865,"('antisocial', 'social')",1.0084194,1.0997348,0.29913676,0.3843797,0.685662,0.7678843,0.0822223
15,0.6793967,0.57618403,"('boring', 'funny')",0.2877296,0.18337123,0.37553865,0.32814202,0.447555,0.3625658,-0.0849892
16,-0.76881087,-0.7766006,"('unpopular', 'popular')",-0.2865951,-0.28932393,0.14681998,0.069293454,-0.302862,-0.3322104,-0.0293484
17,-0.17587762,-0.15785088,"('nasty', 'nice')",-0.74321413,-0.70250815,-0.8977479,-0.92455316,-0.6056132,-0.5949707,0.0106425
18,-0.51748604,-0.47622532,"('disagreeable', 'welcoming')",0.11699565,0.14483954,-0.8545856,-0.9158462,-0.4183586,-0.415744,0.0026146
19,-1.4435691,-1.4718091,"('inhospitable', 'hospitable')",-0.96811193,-1.0528005,-0.30595163,-0.3664361,-0.9058775,-0.9636819,-0.0578044
20,0.07153997,0.15042865,"('rough', 'thoughtful')",0.31665683,0.4665394,0.93117785,0.9512453,0.4397916,0.5227378,0.0829462
21,0.45224264,0.46236327,"('immoral', 'moral')",0.13927424,0.16382678,-1.4977188,-1.4014124,-0.3020673,-0.2584074,0.0436599
22,0.26202938,0.37530252,"('untrustworthy', 'trustworthy')",-0.63324845,-0.6303718,-0.70008826,-0.70634174,-0.3571024,-0.3204703,0.0366321
23,-1.0144876,-1.0133126,"('insincere', 'sincere')",-0.6139551,-0.64314675,3.1345766,3.0250738,0.5020446,0.4562048,-0.0458398
24,-0.58321154,-0.52196217,"('dishonest', 'honest')",-1.266304,-1.2983599,0.31925258,0.24705857,-0.5100876,-0.5244211,-0.0143335
25,-1.0739971,-1.0465883,"('egoistic', 'altruistic')",0.41251418,0.3423515,1.3931725,1.3044913,0.2438965,0.2000848,-0.0438117
26,-0.29458874,-0.30142826,"('hardhearted', 'benevolent')",0.611183,0.61886716,2.889523,2.7712965,1.0687057,1.0295784,-0.0391273
27,-0.93815625,-0.8405085,"('hardhearted', 'softhearted')",-0.20235229,-0.20789228,0.3072755,0.12529722,-0.2777443,-0.3077012,-0.0299569
28,-0.9249514,-0.96550685,"('disloyal', 'loyal')",0.08356625,0.0030314047,0.6671982,0.5381869,-0.0580623,-0.1414295,-0.0833672
29,-0.102596566,-0.11880012,"('unfair', 'fair')",-0.78072095,-0.80296874,-0.6910199,-0.81894726,-0.5247792,-0.5802387,-0.0554595
30,0.6035261,0.6025231,"('intolerant', 'tolerant')",1.522784,1.4736841,0.3351453,0.3089057,0.8204851,0.7950376,-0.0254475
31,-1.3047601,-1.263687,"('evil', 'good')",-0.15679622,-0.2047233,0.33261302,0.24217525,-0.3763144,-0.408745,-0.0324306
32,-0.35814497,-0.34682372,"('unkind', 'kind')",-0.06131914,-0.076281846,0.416153,0.29921627,-0.0011037,-0.0412964,-0.0401927
33,0.05320548,0.023045514,"('wrong', 'right')",0.4833979,0.4325867,0.46733665,0.3374811,0.3346467,0.2643711,-0.0702756
34,-0.42508444,-0.34531343,"('mean', 'honorable')",-0.47439313,-0.39903283,3.322041,3.4334292,0.8075212,0.896361,0.0888398
35,-0.58604544,-0.6672405,"('corrupt', 'incorrupt')",-0.3862189,-0.47902864,0.29605225,0.15618475,-0.225404,-0.3300281,-0.1046241
36,-0.9887561,-1.0718412,"('hostile', 'amicable')",-0.73929274,-0.9047647,1.6755872,1.4366851,-0.0174872,-0.1799736,-0.1624864
37,0.35656345,0.41240495,"('fake', 'genuine')",-0.3787761,-0.34622473,0.16927074,0.18537624,0.0490194,0.0838522,0.0348328
38,-1.0591767,-1.0411785,"('untruthful', 'truthful')",-0.5647248,-0.5800001,0.18090406,0.18423724,-0.4809992,-0.4789805,0.0020187
39,1.3574735,1.3995355,"('exploitative', 'cooperative')",0.5674329,0.666314,0.38854477,0.38866293,0.7711504,0.8181709,0.0470205
40,-0.45708606,-0.43020266,"('stingy', 'generous')",0.11621343,0.15124916,-1.259851,-1.3748871,-0.5335745,-0.5512802,-0.0177057
41,-0.27156404,-0.23585236,"('unforgiving', 'forgiving')",-0.7037309,-0.636471,0.5521819,0.5243631,-0.1410377,-0.1159867,0.025051
