,tapestry_male,tapestry_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.31469598,0.17499055,"('unsociable', 'sociable')",-0.029736845,-0.14813495,0.1424796,0.0134278,-0.1290518
1,-0.4555274,-0.2681361,"('unfriendly', 'friendly')",1.5659897,1.5091504,0.5552312,0.6205071,0.0652759
2,-0.50915205,-0.538316,"('unlikable', 'likable')",0.43884143,0.52218354,-0.0351553,-0.0080662,0.0270891
3,0.32311246,0.55460894,"('repellent', 'pleasant')",0.068136685,0.11842575,0.1956246,0.3365173,0.1408927
4,-1.8931973,-1.881617,"('disliked', 'liked')",-6.3764234,-6.396179,-4.1348104,-4.1388979,-0.0040875
5,-1.6614815,-1.5656909,"('distant', 'outgoing')",-0.18426949,-0.14984529,-0.9228755,-0.8577681,0.0651074
6,-1.54541,-1.3567961,"('distant', 'open')",0.14083044,0.1560046,-0.7022898,-0.6003958,0.101894
7,1.4870118,1.587396,"('insensitive', 'sensitive')",0.40584555,0.4884281,0.9464287,1.037912,0.0914833
8,-0.1558356,-0.07058357,"('unaffectionate', 'affectionate')",0.7082092,0.63037866,0.2761868,0.2798975,0.0037107
9,0.5588695,0.72455513,"('unaffectionate', 'caring')",0.7972482,0.8365349,0.6780589,0.780545,0.1024861
10,1.2647951,1.4093621,"('unsympathetic', 'sympathetic')",-0.4922318,-0.5004668,0.3862816,0.4544476,0.068166
11,0.2209304,0.2551102,"('unhelpful', 'helpful')",1.8051369,1.9302838,1.0130336,1.092697,0.0796634
12,0.9928549,1.1501218,"('unsupportive', 'supportive')",-1.7644479,-1.7131996,-0.3857965,-0.2815389,0.1042576
13,0.5344759,0.25355744,"('impolite', 'polite')",-0.4887812,-0.4972298,0.0228474,-0.1218362,-0.1446836
14,2.0122457,1.8811393,"('antisocial', 'social')",-0.3122568,-0.36471,0.8499944,0.7582147,-0.0917797
15,0.45160505,0.37187266,"('boring', 'funny')",0.2427795,0.20188501,0.3471923,0.2868788,-0.0603135
16,-1.5827906,-1.45946,"('unpopular', 'popular')",0.4747684,0.5384716,-0.5540111,-0.4604942,0.0935169
17,-0.55471075,-0.5714752,"('nasty', 'nice')",-0.4406783,-0.45320553,-0.4976945,-0.5123404,-0.0146459
18,-1.1858442,-1.104478,"('disagreeable', 'welcoming')",-0.2899626,-0.3042395,-0.7379034,-0.7043588,0.0335446
19,-1.5344234,-1.472322,"('inhospitable', 'hospitable')",-0.13626763,-0.07682841,-0.8353455,-0.7745752,0.0607703
20,1.3050765,1.3163983,"('rough', 'thoughtful')",1.2192315,1.1754949,1.262154,1.2459466,-0.0162074
21,1.3387287,1.3221996,"('immoral', 'moral')",-0.35925308,-0.31883422,0.4897378,0.5016827,0.0119449
22,0.75326055,0.6888364,"('untrustworthy', 'trustworthy')",-0.43249497,-0.51286006,0.1603828,0.0879882,-0.0723946
23,1.4258226,1.4888846,"('insincere', 'sincere')",5.4735165,5.4795012,3.4496696,3.4841928,0.0345232
24,1.1667013,1.1504388,"('dishonest', 'honest')",0.8232155,0.7850492,0.9949584,0.967744,-0.0272144
25,0.5807659,0.6632818,"('egoistic', 'altruistic')",1.4742033,1.3778278,1.0274847,1.0205548,-0.0069299
26,0.9955742,0.9354412,"('hardhearted', 'benevolent')",1.6396483,1.5545658,1.3176112,1.2450035,-0.0726077
27,0.96464723,1.036398,"('hardhearted', 'softhearted')",1.3662124,1.253658,1.1654298,1.1450281,-0.0204017
28,0.78347325,0.8095078,"('disloyal', 'loyal')",1.0352666,0.98507696,0.9093699,0.8972924,-0.0120775
29,-0.35051522,-0.40759343,"('unfair', 'fair')",-0.19900681,-0.35189545,-0.274761,-0.3797444,-0.1049834
30,1.4135681,1.3768847,"('intolerant', 'tolerant')",1.3797367,1.3398318,1.3966525,1.3583583,-0.0382942
31,-2.247536,-2.0525188,"('evil', 'good')",-0.9395315,-0.99625885,-1.5935338,-1.5243888,0.069145
32,0.77139646,0.7572711,"('unkind', 'kind')",0.8140953,0.73268974,0.7927459,0.7449805,-0.0477654
33,-0.17894231,-0.22963151,"('wrong', 'right')",-0.45326415,-0.483599,-0.3161032,-0.3566152,-0.040512
34,0.66962105,0.8176602,"('mean', 'honorable')",5.662095,5.849253,3.165858,3.3334568,0.1675988
35,-1.0899029,-1.1089876,"('corrupt', 'incorrupt')",-0.11605272,-0.23134916,-0.6029778,-0.6701683,-0.0671905
36,-1.5716575,-1.3187803,"('hostile', 'amicable')",0.08703952,-0.03500194,-0.742309,-0.6768911,0.0654179
37,-0.075328514,-0.021310546,"('fake', 'genuine')",0.34499854,0.37013096,0.134835,0.1744102,0.0395752
38,-0.3546562,-0.31768674,"('untruthful', 'truthful')",-0.08613831,0.030480426,-0.2203972,-0.1436032,0.076794
39,2.1882997,2.0951731,"('exploitative', 'cooperative')",0.19350033,0.15477367,1.1909,1.1249734,-0.0659266
40,-0.37655163,-0.22786674,"('stingy', 'generous')",-1.7620745,-1.8675039,-1.069313,-1.0476853,0.0216277
41,-0.2528547,-0.12286801,"('unforgiving', 'forgiving')",-0.06587304,-0.08925378,-0.1593639,-0.1060609,0.053303
42,0.3540868,0.48614275,"('unreliable', 'reliable')",-2.9740915,-2.905192,-1.3100023,-1.2095246,0.1004777
43,0.81166774,0.8348267,"('irresponsible', 'responsible')",0.43779266,0.47795066,0.6247302,0.6563887,0.0316585
44,-1.5291085,-1.6524384,"('prejudiced', 'unprejudiced')",-1.3788676,-1.397785,-1.4539881,-1.5251117,-0.0711236
45,-0.2245363,-0.10493758,"('incompetent', 'competent')",-0.08939366,-0.04297699,-0.156965,-0.0739573,0.0830077
46,0.4743553,0.5516164,"('uncompetitive', 'competitive')",-0.4941454,-0.5081871,-0.009895,0.0217146,0.0316096
47,0.5088987,0.43478322,"('stupid', 'smart')",5.462753,5.598008,2.9858258,3.0163956,0.0305698
48,1.48368,1.5041971,"('unintelligent', 'intelligent')",0.90894496,0.8861112,1.1963124,1.1951542,-0.0011582
49,0.58721006,0.56875014,"('unable', 'able')",0.183667,0.29903612,0.3854385,0.4338931,0.0484546
50,-0.59999466,-0.44213748,"('clumsy', 'skillful')",0.08317039,0.1450099,-0.2584121,-0.1485638,0.1098483
51,-0.1464236,-0.3171971,"('uneducated', 'educated')",0.3504325,0.27178097,0.1020044,-0.0227081,-0.1247125
52,-1.2633141,-1.344849,"('irrational', 'rational')",-0.004170959,-0.102084786,-0.6337426,-0.7234669,-0.0897243
53,0.2887739,0.32886788,"('uncreative', 'creative')",0.8070483,0.79028744,0.5479111,0.5595776,0.0116665
54,-0.27987683,-0.2985235,"('incapable', 'capable')",0.9357337,1.0467075,0.3279284,0.374092,0.0461636
55,1.8427771,1.9040257,"('incompetent', 'clever')",0.24061938,0.23271012,1.0416982,1.068368,0.0266698
56,1.9742974,1.8727729,"('impractical', 'practical')",-0.07560632,0.031668935,0.9493455,0.9522209,0.0028754
57,0.8077253,0.9128828,"('unimaginative', 'imaginative')",-2.4151564,-2.4643366,-0.8037155,-0.7757269,0.0279886
58,0.3168396,0.38454407,"('undiscriminating', 'discriminating')",-0.02316565,-0.020106327,0.146837,0.1822189,0.0353819
59,-0.9636526,-0.9819534,"('foolish', 'wise')",0.5481973,0.5983167,-0.2077276,-0.1918183,0.0159093
60,2.64978,2.5973406,"('inefficient', 'efficient')",0.19189431,0.32549658,1.4208372,1.4614186,0.0405814
61,1.5257124,1.3226166,"('illogical', 'logical')",0.49862018,0.32941636,1.0121663,0.8260165,-0.1861498
62,1.2368728,1.265452,"('incompetent', 'brilliant')",0.17857042,0.36612043,0.7077216,0.8157862,0.1080646
63,0.32033592,0.49087012,"('unperceptive', 'insightful')",0.8982323,1.0559317,0.6092841,0.7734009,0.1641168
64,-1.2050043,-1.297852,"('shy', 'confident')",-6.2749815,-6.2915115,-3.7399929,-3.7946818,-0.0546889
65,1.9117024,1.7715255,"('insecure', 'secure')",-0.30943486,-0.35414025,0.8011338,0.7086926,-0.0924412
66,-1.250682,-1.2031119,"('inactive', 'active')",0.42972726,0.44565406,-0.4104774,-0.3787289,0.0317485
67,0.11719298,-0.09949057,"('doubtful', 'determined')",-0.27785003,-0.25968438,-0.0803285,-0.1795875,-0.099259
68,-0.5520347,-0.64542943,"('dependent', 'independent')",-0.31086966,-0.2739394,-0.4314522,-0.4596844,-0.0282322
69,-0.9509945,-0.8734694,"('lazy', 'industrious')",-0.33817193,-0.3041988,-0.6445832,-0.5888341,0.0557491
70,1.2689323,1.3979399,"('lethargic', 'energetic')",0.45507184,0.52074397,0.8620021,0.9593419,0.0973398
71,1.3889897,1.4639039,"('diffident', 'self-confident')",0.6180877,0.6450732,1.0035387,1.0544885,0.0509498
72,1.6106954,1.5725188,"('unambitious', 'ambitious')",-0.97649705,-0.96908885,0.3170992,0.301715,-0.0153842
73,-0.17890556,-0.22956188,"('helpless', 'self-reliant')",-2.9140205,-2.905678,-1.546463,-1.5676199,-0.0211569
74,1.6678377,1.7342668,"('undedicated', 'dedicated')",-0.10251647,-0.093422234,0.7826606,0.8204223,0.0377617
75,-1.295083,-1.2627237,"('meek', 'impulsive')",-0.47436246,-0.4009441,-0.8847228,-0.8318339,0.0528889
76,1.972435,1.9785384,"('anxious', 'daring')",0.26852942,0.31392968,1.1204822,1.146234,0.0257518
77,0.1346095,0.24914518,"('unmotivated', 'motivated')",-0.9663624,-0.8762518,-0.4158764,-0.3135533,0.1023231
78,0.6977596,0.8699132,"('nonresilient', 'resilient')",0.13550588,0.23636088,0.4166328,0.5531371,0.1365043
79,-1.0058603,-0.88813746,"('wavering', 'unwavering')",-0.24033052,-0.17127256,-0.6230954,-0.529705,0.0933904
80,1.1245344,0.88832116,"('dominated', 'dominating')",-1.346741,-1.2935871,-0.1111033,-0.202633,-0.0915297
81,0.6908543,0.58962816,"('submissive', 'aggressive')",-0.9767129,-0.854752,-0.1429293,-0.1325619,0.0103674
82,-0.192614,-0.17561534,"('poor', 'rich')",5.8163943,5.9370093,2.8118901,2.880697,0.0688069
83,0.26400697,0.13267094,"('powerless', 'powerful')",-0.8587237,-0.8950831,-0.2973584,-0.3812061,-0.0838477
84,0.691113,0.6064038,"('inferior', 'superior')",0.9343005,0.93698543,0.8127067,0.7716947,-0.041012
85,-0.5861975,-0.45370364,"('insignificant', 'prestigious')",0.33340383,0.3236531,-0.1263968,-0.0650253,0.0613715
86,1.2481266,1.2220206,"('uninfluential', 'influential')",-0.07238476,-0.17761955,0.587871,0.5222005,-0.0656705
87,0.57212645,0.48526013,"('unsuccessful', 'successful')",0.91251457,0.99652296,0.7423205,0.7408916,-0.0014289
88,-0.09335702,-0.048495248,"('low', 'eminent')",0.13530153,0.18157828,0.0209723,0.0665415,0.0455692
