,centerpoint_male,centerpoint_female,tuple,energy_male,energy_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.33536592,-0.3485375,"('unsociable', 'sociable')",0.5501496,0.4083237,-0.5984306,-0.8005211,-0.1278823,-0.2469116,-0.1190293
1,-1.3413576,-1.3735116,"('unfriendly', 'friendly')",0.5735683,0.351572,1.9387001,1.8242302,0.3903036,0.2674302,-0.1228734
2,0.475088,0.5167498,"('unlikable', 'likable')",1.3764989,1.3828832,0.81357473,0.9398264,0.8883872,0.9464865,0.0580993
3,0.5356393,0.6664206,"('repellent', 'pleasant')",0.045476362,0.16227117,0.024570223,0.022912957,0.2018953,0.2838682,0.0819729
4,-0.35585895,-0.35932446,"('disliked', 'liked')",0.4828235,0.35306406,-6.0797048,-6.149512,-1.9842467,-2.0519241,-0.0676774
5,-0.8918735,-0.9160279,"('distant', 'outgoing')",-0.077062845,-0.079807125,0.1611731,0.20780344,-0.2692544,-0.2626772,0.0065772
6,-1.0776287,-1.0789547,"('distant', 'open')",-0.7330769,-0.7960719,0.47580838,0.52125025,-0.4449658,-0.4512588,-0.006293
7,1.5741212,1.656666,"('insensitive', 'sensitive')",1.0989016,1.153563,0.4640585,0.44537845,1.0456937,1.0852025,0.0395088
8,-1.1623944,-1.213448,"('unaffectionate', 'affectionate')",-0.8458049,-0.9829195,0.5408581,0.51212215,-0.4891137,-0.5614151,-0.0723014
9,-0.16120566,-0.17668185,"('unaffectionate', 'caring')",0.3016171,0.19929221,1.0714632,1.0749677,0.4039582,0.3658593,-0.0380989
10,0.6822001,0.79303217,"('unsympathetic', 'sympathetic')",-0.12450294,-0.13075827,-0.6951742,-0.7744434,-0.0458257,-0.0373898,0.0084359
11,0.86204624,0.9172792,"('unhelpful', 'helpful')",0.9470408,1.0018884,1.8418138,1.9309559,1.2169669,1.2833745,0.0664076
12,1.1316892,1.1972867,"('unsupportive', 'supportive')",0.8829979,0.91068375,-1.8214462,-1.8500702,0.0644136,0.0859667,0.0215531
13,0.16766475,0.18496953,"('impolite', 'polite')",0.47108486,0.54363,-0.37358046,-0.43079922,0.0883897,0.0992668,0.0108771
14,1.1235161,1.2497982,"('antisocial', 'social')",1.2044168,1.2765894,-1.058794,-1.110311,0.4230463,0.4720256,0.0489793
15,0.0075312853,-0.091387644,"('boring', 'funny')",-0.224534,-0.30754352,0.43378472,0.4393376,0.0722607,0.0134688,-0.0587919
16,-0.31518704,-0.31536523,"('unpopular', 'popular')",-0.5098932,-0.5910171,0.66579115,0.666669,-0.0530964,-0.0799044,-0.026808
17,-0.49750113,-0.4381504,"('nasty', 'nice')",-0.94099575,-0.868745,-0.58206713,-0.5207884,-0.6735214,-0.609228,0.0642934
18,-0.43568012,-0.42326504,"('disagreeable', 'welcoming')",-0.7413769,-0.770227,-0.39558312,-0.41001529,-0.5242134,-0.5345024,-0.010289
19,-0.9842586,-1.013608,"('inhospitable', 'hospitable')",-0.77592945,-0.8096474,0.095694825,0.19635257,-0.5548311,-0.5423009,0.0125302
20,0.3401144,0.39117718,"('rough', 'thoughtful')",0.111839496,0.15757436,0.73642117,0.69114757,0.396125,0.4132997,0.0171747
21,1.4299759,1.4839453,"('immoral', 'moral')",1.6451524,1.6318138,-0.72260475,-0.75496036,0.7841745,0.7869329,0.0027584
22,0.58205503,0.60199344,"('untrustworthy', 'trustworthy')",-0.5298004,-0.6110357,-1.0658743,-1.123473,-0.3378732,-0.3775051,-0.0396319
23,0.43441352,0.42582366,"('insincere', 'sincere')",0.5340165,0.51477486,5.5176573,5.4569197,2.1620291,2.1325061,-0.029523
24,0.24760634,0.25662422,"('dishonest', 'honest')",0.8935279,0.9083966,0.62102634,0.6198668,0.5873868,0.5949625,0.0075757
25,-0.4331082,-0.46705994,"('egoistic', 'altruistic')",0.6751037,0.53720856,1.5507326,1.4833379,0.5975761,0.5178288,-0.0797473
26,-1.4628781,-1.4989613,"('hardhearted', 'benevolent')",0.6421256,0.56000406,1.4769576,1.4023508,0.218735,0.1544645,-0.0642705
27,-0.55128384,-0.5650282,"('hardhearted', 'softhearted')",0.23526803,0.24227901,1.3671786,1.3014158,0.3503876,0.3262222,-0.0241654
28,0.071162775,0.022553282,"('disloyal', 'loyal')",0.28110418,0.076421775,0.8965126,0.79414326,0.4162598,0.2977061,-0.1185537
29,0.8676757,0.84053,"('unfair', 'fair')",-0.52721024,-0.50910044,-0.36951438,-0.48354793,-0.009683,-0.0507061,-0.0410231
30,0.26612198,0.29835507,"('intolerant', 'tolerant')",1.2284781,1.2118214,1.0473518,0.9824688,0.8473173,0.8308818,-0.0164355
31,-1.7360365,-1.7010438,"('evil', 'good')",-1.6245803,-1.6536689,-0.95468706,-0.9718668,-1.4384346,-1.4421932,-0.0037586
32,0.2523136,0.2692268,"('unkind', 'kind')",0.59745306,0.58079284,0.8574215,0.7623842,0.5690627,0.537468,-0.0315947
33,1.0557697,0.99805117,"('wrong', 'right')",0.8672352,0.7985278,-0.1852265,-0.22838236,0.5792595,0.5227322,-0.0565273
34,-0.19191426,-0.12899326,"('mean', 'honorable')",0.54145527,0.6075845,5.7473154,5.891166,2.0322855,2.1232526,0.0909671
35,0.049547397,-0.023166604,"('corrupt', 'incorrupt')",-0.9825789,-1.0531498,0.113377064,0.057447568,-0.2732182,-0.339623,-0.0664048
36,-1.047121,-1.1253777,"('hostile', 'amicable')",-1.0452632,-1.2884159,0.29813454,0.124976024,-0.5980833,-0.7629392,-0.1648559
37,0.9918494,1.0617267,"('fake', 'genuine')",0.4216827,0.41589317,0.33878314,0.35083634,0.5841051,0.6094854,0.0253803
38,-0.20799622,-0.18876895,"('untruthful', 'truthful')",0.4182078,0.37860277,0.15886624,0.21630901,0.1230259,0.1353809,0.012355
39,1.5442222,1.5395536,"('exploitative', 'cooperative')",0.20944719,0.3442381,-0.11000382,-0.11798178,0.5478885,0.5886033,0.0407148
40,-0.135041,-0.09031028,"('stingy', 'generous')",0.11794232,0.042494416,-1.7295356,-1.8987947,-0.5822114,-0.6488702,-0.0666588
41,-0.108146206,-0.050534062,"('unforgiving', 'forgiving')",-0.4298831,-0.56654584,-0.05527559,-0.19032267,-0.1977683,-0.2691342,-0.0713659
42,1.6338409,1.7388015,"('unreliable', 'reliable')",0.2596121,0.35443398,-3.0089765,-2.8968866,-0.3718412,-0.2678837,0.1039575
43,0.4037826,0.43610266,"('irresponsible', 'responsible')",1.413434,1.5096123,0.2585841,0.29723713,0.6919336,0.7476507,0.0557171
44,-0.23039418,-0.2272245,"('prejudiced', 'unprejudiced')",-0.33337036,-0.22663169,-1.3601218,-1.3162477,-0.6412955,-0.5900346,0.0512609
45,-0.13602367,-0.0004101172,"('incompetent', 'competent')",0.15085228,0.1434134,-0.38126346,-0.40940252,-0.122145,-0.0887997,0.0333453
46,0.6601159,0.7468503,"('uncompetitive', 'competitive')",0.76817,0.8276506,-0.81180704,-0.8913481,0.2054929,0.2277176,0.0222247
47,-0.16033334,-0.070290945,"('stupid', 'smart')",1.3773017,1.437144,5.518895,5.630559,2.2452879,2.3324707,0.0871828
48,-0.40371814,-0.39600167,"('unintelligent', 'intelligent')",1.0909026,1.0290354,0.52075964,0.44535854,0.4026481,0.3594641,-0.043184
49,-0.45344862,-0.38832054,"('unable', 'able')",0.42032373,0.49276245,0.06838861,0.23073517,0.0117546,0.1117257,0.0999711
50,0.69361794,0.6883868,"('clumsy', 'skillful')",0.03513642,-0.024030551,0.5088537,0.55181235,0.412536,0.4053895,-0.0071465
51,0.0038232543,-0.023355722,"('uneducated', 'educated')",0.19394606,0.07981427,0.14354149,0.012440581,0.1137703,0.0229664,-0.0908039
52,0.04389063,-0.115114346,"('irrational', 'rational')",-0.26706454,-0.52061814,0.49655038,0.37351847,0.0911255,-0.0874047,-0.1785302
53,-0.11070417,-0.12111705,"('uncreative', 'creative')",1.0370973,0.88440776,1.119318,1.0370293,0.6819037,0.6001066,-0.0817971
54,0.015923634,-0.054122783,"('incapable', 'capable')",0.1003889,0.09421404,1.001862,1.0933398,0.3727249,0.3778104,0.0050855
55,0.5665858,0.6646018,"('incompetent', 'clever')",0.002647698,-0.014727972,-0.41894686,-0.46190614,0.0500955,0.0626559,0.0125604
56,1.6494188,1.716362,"('impractical', 'practical')",1.5808588,1.6488923,-0.33365232,-0.27674207,0.9655418,1.0295041,0.0639623
57,0.09822474,0.13238192,"('unimaginative', 'imaginative')",0.90028626,0.81373227,-2.5589736,-2.6752408,-0.5201542,-0.5763755,-0.0562213
58,0.20284647,0.19448176,"('undiscriminating', 'discriminating')",0.8575716,0.73799235,-0.024324782,-0.09290312,0.3453645,0.279857,-0.0655075
59,0.3385949,0.2868908,"('foolish', 'wise')",1.163704,1.1367887,0.88716155,0.9049952,0.7964869,0.7762249,-0.020262
60,1.0551991,1.1121013,"('inefficient', 'efficient')",2.422911,2.576086,-0.26349202,-0.20917895,1.0715393,1.1596695,0.0881302
61,1.1679063,1.0771215,"('illogical', 'logical')",1.3450792,1.2238364,0.20557275,0.057883717,0.9061861,0.7862806,-0.1199055
62,0.9927002,1.11469,"('incompetent', 'brilliant')",0.79127675,0.9460943,0.051212277,0.2144529,0.6117298,0.7584124,0.1466826
63,0.5364587,0.58943456,"('unperceptive', 'insightful')",1.1289403,1.1326965,0.81512016,0.8423369,0.8268398,0.8548226,0.0279828
64,0.70348346,0.60352635,"('shy', 'confident')",1.3202397,1.3126312,-6.329861,-6.4158726,-1.4353793,-1.499905,-0.0645257
65,0.32582182,0.2752731,"('insecure', 'secure')",0.99047655,0.9674885,-0.4997737,-0.5272093,0.2721749,0.2385174,-0.0336575
66,0.20003119,0.20611803,"('inactive', 'active')",-0.94008404,-0.93555677,0.89009434,0.88770765,0.0500138,0.0527563,0.0027425
67,1.7329321,1.6673173,"('doubtful', 'determined')",-0.008237161,0.067463696,-0.4110953,-0.3519963,0.4378666,0.4609282,0.0230616
68,0.77101237,0.71478826,"('dependent', 'independent')",0.29022035,0.2412199,-0.50370973,-0.555531,0.185841,0.1334924,-0.0523486
69,0.5477074,0.53210706,"('lazy', 'industrious')",0.7007015,0.6531641,-0.22762665,-0.17174514,0.3402607,0.337842,-0.0024187
70,0.8215048,0.8783298,"('lethargic', 'energetic')",0.599068,0.70113385,0.29879782,0.34526163,0.5731235,0.6415751,0.0684516
71,1.2677126,1.2628448,"('diffident', 'self-confident')",1.5744333,1.6224551,0.789214,0.78430724,1.2104534,1.2232024,0.012749
72,-0.25181523,-0.22080958,"('unambitious', 'ambitious')",0.43623668,0.46357048,-1.2833331,-1.2134268,-0.3663039,-0.3235553,0.0427486
73,1.1371186,1.110548,"('helpless', 'self-reliant')",0.88936275,0.7884475,-2.9837604,-2.9569411,-0.319093,-0.3526485,-0.0335555
